C:\Users\manuh\Documents\sterner lab\AuthorDisambiguation\r_table\results\mesh\zeitpflapflapfla\input.txt
43230740|Animals|C0003062|13594|CT|Aphids;CT Treecode Lookup: B01.050.500.131 (Aphids)|TI|MM
43230726|*Solanum tuberosum|C1145678|56150|MH|RtM via: Potato;RtM via: Solanum tuberosum;Forced Leaf Node Lookup:potato;checkForceMH Boosted|TI|MM;RC|992^6^0;161^6^0
43230726|*Beetle|C0009276|46423|ET|Entry Term Replacement for "Coleoptera";RtM via: Order Coleoptera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:beetles|TI|MM;RC|999^6^0;168^6^0
43230726|*Manure|C0024765|5893|MH|RtM via: Manure;checkForceMH Boosted|TI|MM|707^7^0
43230726|*Cyanamide|C0010502|4626|MH|RtM via: Cyanamide|TI|MM|862^8^0;472^8^0;283^8^0;82^8^0
43230726|*Food|C0016452|3981|MH|RtM via: Food|TI|MM|965^4^0
43230726|*Biophysical Phenomena|C2350452|972|MH|RtM via: Infiltration|TI|MM|882^10^0
43230727|Animals|C0003062|39253|CT|Beetle;CT Treecode Lookup: B01.050.500.131 (Beetle);Insects;CT Treecode Lookup: B01.050.500.131 (Insects)||MM;RC
43230727|*Potato|C0032846|38253|ET|Entry Term Replacement for "Solanum tuberosum";RtM via: Potato;RtM via: Solanum tuberosum;checkForceMH Boosted|TI|MM|1696^6^0;1615^6^0;1034^6^0
43230727|*Beetle|C0009276|35139|ET|Entry Term Replacement for "Coleoptera";RtM via: Order Coleoptera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:beetles|TI|MM|1703^6^0
43230727|*Phytophthora|C0031864|11253|MH|RtM via: Phytophthora;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phytophthoras|TI|MM|1587^12^0;559^12^0
43230727|*Water|C0043047|9399|MH|RtM via: Water;checkForceMH Boosted|TI|MM|1888^5^0
43230727|*Wettability|C0162598|21144|MH|RtM via: Wettability|TI|MM|1182^7^0
43230727|*Insects|C0021585|18414|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|1807^7^0
43230727|*Plant Leaves|C0242724|7065|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|1137^6^0;1194^6^0
43230727|*Biological Phenomena|C0005520|3630|MH|RtM via: Tissue Growth|TI|MM|1026^7^0
43230727|Colorado|C0009399|12|MH|RtM via: Colorado|TI|MM|1687^8^0
43230728|Animals|C0003062|1880|CT|Insects;CT Treecode Lookup: B01.050.500.131 (Insects)|TI|MM
43230728|*Wood|C0043217|880|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|753^4^0
43230728|*Electricity|C0013790|453|MH|RtM via: Electricity|TI|MM|904^12^0
43230728|*Insects|C0021585|354|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|718^7^0;765^7^0
43230728|*Air Conditioning|C0001864|324|MH|RtM via: Air Conditioning|TI|MM|599^16^0
43230728|*Physical Phenomena|C2350446|318|MH|RtM via: Saturated|TI|MM|1002^9^0
43230728|*Breeding|C0006159|177|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|793^8^0;667^8^0
43230729|Animals|C0003062|23811|CT|Beetle;CT Treecode Lookup: B01.050.500.131 (Beetle)||MM;RC
43230729|*Beetle|C0009276|22811|ET|Entry Term Replacement for "Coleoptera";RtM via: Order Coleoptera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:beetles|TI|MM|860^6^0
43230729|*Wind|C0043187|20771|MH|RtM via: Environmental Wind;Forced Leaf Node Lookup:wind|TI|MM|987^4^0
43230729|*Particle Size|C0030608|13910|MH|RtM via: Particle Size;Forced Leaf Node Lookup:particle sizes|TI|MM;RC|198^13^0
43230729|*Insecticides|C0021576|13405|MH|RtM via: Insecticides;Forced Leaf Node Lookup:insecticides;checkForceMH Boosted|TI|MM|518^12^0
43230729|*Rivers|C0337050|13298|MH|RtM via: Streams;Forced Leaf Node Lookup:streams|TI|MM|1043^6^0
43230729|*Hex A|C0162330|3401|ET|Entry Term Replacement for "Hexosaminidase A";RtM via: Hexosaminidase A;checkForceMH Boosted|TI|MM|724^4^0
43230729|Colorado|C0009399|3398|MH|RtM via: Colorado;Forced Leaf Node Lookup:colorado|TI|MM|851^8^0
43230729|Weather|C0043085|2241|MH|||RC
43230729|*Data Collection|C0010995|2034|MH|RtM via: Analytical Procedure Range|TI|MM|1221^5^0
43230729|*Movement|C0026649|1584|MH|RtM via: Movement|TI|MM|249^8^0
43230729|*Household Articles|C0020046|1497|MH|RtM via: Fan (physical object)|TI|MM|1055^4^0
43230729|*Habit|C0018464|1155|ET|Entry Term Replacement for "Habits";RtM via: Behaviorial Habits;Forced Non-Leaf Node Lookup:habits|TI|MM|357^5^0
43230755|Animals|C0003062|109560|CT|Pupae;CT Treecode Lookup: B05.500 (Pupae);Pupae;CT Treecode Lookup: G07.345.500.550.500 (Pupae);Beetle;CT Treecode Lookup: B01.050.500.131 (Beetle);Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae);Insect;CT Treecode Lookup: B01.050.500.131 (Insect);Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites)|TI|MM
43230755|*Pupae|C0034120|108560|ET|Entry Term Replacement for "Pupa";RtM via: Pupa;checkForceMH Boosted|TI|MM|2715^5^0
43230755|*Beetle|C0009276|67982|ET|Entry Term Replacement for "Coleoptera";RtM via: Order Coleoptera;RtM via: Laricobius erichsoni;checkForceMH Boosted;Forced Non-Leaf Node Lookup:beetles|TI|MM|3128^7^0;2472^6^0;2052^20^0;24^20^0
43230755|*Larvae|C0023047|62018|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larvae|TI|MM|2914^6^0;2703^6^0;2424^6^0
43230755|*Trees|C0040811|55705|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|2973^5^0;2392^5^0
43230755|*Conifers|C0682475|46832|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted|TI|MM|2553^10^0;2381^10^0
43230755|*Parasites|C0030498|33604|MH|RtM via: Parasite larvae, NOS;Forced Leaf Node Lookup:parasites;checkForceMH Boosted|TI|MM|3595^15^0;3602^8^0
43230755|*Host Specificity|C2936412|22703|MH|RtM via: Host Specificity;Forced Leaf Node Lookup:host specificity|TI|MM|3715^16^0
43230755|*Soil|C0037592|22340|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|3555^4^0
43230755|*Population Density|C0032665|22073|MH|RtM via: Population Density;Forced Leaf Node Lookup:population density|TI|MM|3458^18^0
43230755|*Hibernation|C0019516|20432|MH|RtM via: Hibernation;Forced Leaf Node Lookup:hibernations|TI|MM|3233^11^0
43230755|Italy|C0022277|18164|MH|RtM via: Italians;Forced Leaf Node Lookup:italians|TI|MM|2269^7^0
43230755|*Plant Bark|C0949119|16409|MH|Forced Leaf Node Lookup:bark|TI|MM|2965^4^0
43230755|*Forests|C0086312|41424|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|2564^7^0
43230755|*Insect|C0021585|34176|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|3669^6^0
43230755|Northern Europe|C0028413|11931|ET|Entry Term Replacement for "Europe";RtM via: Northern Europe;RtM via: central europe|TI|MM|2575^8^1;2592^6^1;2584^14^0;2244^14^0
43230755|Germany|C0017480|11064|MH|RtM via: Germany;Forced Non-Leaf Node Lookup:germany|TI|MM;RC|2187^7^0
43230755|*Fertility|C0015895|1644|MH|RtM via: Fertility;Forced Non-Leaf Node Lookup:fertility|TI|MM|3398^9^0
43230755|Denmark|C0011318|1000|MH|Forced Non-Leaf Node Lookup:denmark||MM|2294^7^0
43230758|Animals|C0003062|46959|CT|Insects;CT Treecode Lookup: B01.050.500.131 (Insects)||MM;RC
43230758|*Insecticides|C0021576|45959|MH|RtM via: Insecticides;Forced Leaf Node Lookup:insecticides;checkForceMH Boosted|TI|MM;RC|777^12^0;527^11^0;42^12^0;92^11^0
43230758|*Insects|C0021585|16245|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|871^7^0
43230758|*Physical Examination|C0031809|5343|MH|RtM via: Physical Examination|TI|MM|742^8^0
43230758|*Probability|C0033204|879|MH|RtM via: Probability;Forced Non-Leaf Node Lookup:probability|TI|MM|252^11^0
43230858|*Fusarium|C0016871|172263|MH|RtM via: Fusarium;RtM via: Fusarium culmorum;RtM via: Fusarium nivale;Forced Leaf Node Lookup:fusariums;checkForceMH Boosted|TI|MM;RC|704^8^0;188^8^0;367^17^0;53^17^0;400^15^0;93^15^0;769^8^0;849^8^0
43230858|*Streptomyces|C0038420|46899|MH|RtM via: Streptomyces;checkForceMH Boosted;Forced Non-Leaf Node Lookup:streptomyces|TI|MM|826^12^0;548^12^0
43230858|*Secale|C0086964|34908|MH|Forced Leaf Node Lookup:rye;checkForceMH Boosted|TI|MM;RC|207^3^0;301^3^0;590^3^0;653^3^0;815^3^0
43230858|*Superinfection|C0038826|22131|MH|RtM via: Superinfection;Forced Leaf Node Lookup:superinfections|TI|MM|797^14^0
43230858|*Antibiotics|C0003232|19230|ET|Entry Term Replacement for "Anti-Bacterial Agents";RtM via: Antibiotics;checkForceMH Boosted|TI|MM|531^10^0;506^11^0;342^10^0
43230858|*Fusarium Infection|C0276758|169599|ET|Entry Term Replacement for "Fusariosis";RtM via: Fusariosis|TI|MM|849^18^0;769^18^0
43230858|*Seed|C0036563|18342|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM;RC|792^4^0
43230858|*Plant Roots|C0242726|16560|MH|RtM via: Plant Roots|TI|MM;RC|292^5^0
43230858|*Plant Leaves|C0242724|7935|MH|RtM via: Plant Leaves|TI|MM|419^4^0
43230859|*Fungicides, Industrial|C0392419|25292|MH|RtM via: Industrial fungicide;Forced Leaf Node Lookup:fungicides;checkForceMH Boosted|TI|MM|1083^10^0
43230859|*Herbicides|C0019236|19213|MH|RtM via: Herbicides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:herbicides|TI|MM|1098^10^0
43230859|*Insecticides|C0021576|19010|MH|RtM via: Insecticides;Forced Leaf Node Lookup:insecticides;checkForceMH Boosted|TI|MM|1069^12^0
43230859|*Water|C0043047|4078|MH|RtM via: Water;checkForceMH Boosted|TI|MM|1027^5^0
43230859|*Agriculture|C0001829|3273|MH|RtM via: Agriculture;Forced Non-Leaf Node Lookup:agriculture|TI|MM|1444^11^0
43230859|*Publications|C0034036|582|MH|RtM via: Publications|TI|MM|899^10^0
43230859|*Stereotypic Movement Disorder|C0038273|168|MH|RtM via: Mannerism|TI|MM|1248^6^0
43230859|*Habits|C0018464|123|MH|RtM via: Mannerism|TI|MM|1248^6^0
43232128|*Rubus|C1001240|40983|MH|RtM via: Raspberries;Forced Leaf Node Lookup:raspberries;checkForceMH Boosted|TI|MM|493^11^0
43232128|*Fragaria|C1080863|26895|MH|RtM via: Strawberries;Forced Leaf Node Lookup:strawberries;checkForceMH Boosted|TI|MM|509^12^0
43232128|*Host Specificity|C2936412|4119|MH|RtM via: Host Range;Forced Leaf Node Lookup:host ranges|TI|MM|556^10^0
43232128|*Certification|C0007836|1269|MH|RtM via: Certification;Forced Non-Leaf Node Lookup:certifications|TI|MM|830^13^0
43232128|*Publications|C0034036|294|MH|RtM via: Publications|TI|MM|608^10^0
43232128|*Virus Diseases|C0042769|291|MH|RtM via: Virus Diseases|TI|MM|475^14^0
43232128|*Biochemical Phenomena|C0005474|135|MH|RtM via: Resistance Process|TI|MM|755^9^0
43232129|||||||
43230766|*Solanum tuberosum|C1145678|301773|MH|RtM via: Potato;RtM via: Solanum tuberosum;Forced Leaf Node Lookup:potatoes;checkForceMH Boosted|TI|MM;RC|1470^6^0;915^6^0;765^6^0;796^8^0;521^6^0;110^8^0
43230766|*Colletotrichum|C0320203|82630|MH|RtM via: Colletotrichum;Forced Leaf Node Lookup:colletotrichums;checkForceMH Boosted|TI|MM|1534^14^0;1166^14^0;688^14^0;67^14^0
43230766|*Germination|C0242735|74012|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|1042^11^0
43230766|*Conservation of Water Resources|C4505188|37634|MH|RtM via: Conservation of Water Resources;Forced Leaf Node Lookup:water conservation|TI|MM|655^18^0
43230766|*Soil|C0037592|36113|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|585^4^0;616^4^0;650^4^0
43230766|Austria|C0004348|31751|MH|RtM via: Austria;Forced Leaf Node Lookup:austria|TI|MM|59^7^0
43230766|*Plant Tubers|C1136058|410226|MH|RtM via: Plant Tubers|TI|MM;RC|1598^6^0;1294^6^0;1095^6^0;1036^5^0;384^6^0
43230766|*Plant Viruses|C0032092|41544|MH|RtM via: Plant Viruses|TI|MM;RC|1455^14^1;1477^6^1
43230766|*Seed|C0036563|30726|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM;RC|791^4^0;358^4^0
43230766|*Plant Leaves|C0242724|7614|MH|RtM via: Plant Leaves|TI|MM|135^4^0
43230767|*Onions|C0029035|29328|MH|RtM via: Allium cepa;RtM via: Onions;Forced Leaf Node Lookup:onions;checkForceMH Boosted|TI|MM;RC|71^5^0;144^5^0
43230767|*Chlordan|C0008184|18996|MH|RtM via: Chlordan;Forced Leaf Node Lookup:chlordane;checkForceMH Boosted|TI|MM;RC|717^9^0
43230767|*Seedlings|C0242437|18372|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM;RC|782^9^0;706^9^0;517^9^0
43230767|*DDT|C0011041|5608|MH|Forced Leaf Node Lookup:ddt;checkForceMH Boosted|TI|MM;RC|430^3^0;475^3^0
43230767|*Hex A|C0162330|4128|ET|Entry Term Replacement for "Hexosaminidase A";RtM via: Hexosaminidase A;checkForceMH Boosted|TI|MM|616^4^0
43230767|*Shoes|C0036988|2934|MH|RtM via: Shoes;Forced Leaf Node Lookup:shoes|TI|MM|566^5^0
43230767|Netherlands|C0027778|2763|MH|RtM via: Netherlands;Forced Leaf Node Lookup:holland|TI|MM|331^7^0
43230767|*Seed|C0036563|5544|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM;RC|285^4^0
43230767|*Health Services|C0018747|2553|MH|RtM via: Test Method|TI|MM|198^6^0
43230767|*Food Hypersensitivity|C0016470|1512|MH|RtM via: onion allergenic extract|TI|MM|71^5^0
43230767|*Biological Phenomena|C0005520|1356|MH|RtM via: Tissue Growth|TI|MM|150^7^0
43230768|Animals|C0003062|2338|CT|Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites)|TI|MM
43230768|*Parasites|C0030498|601|MH|RtM via: Parasites;Forced Leaf Node Lookup:parasites;checkForceMH Boosted|TI|MM|333^9^0
43230768|*Agriculture|C0001829|1338|MH|RtM via: Agriculture|TI|MM;RC|383^12^0
43230768|*Service, Information|C0021425|1179|ET|Entry Term Replacement for "Information Services";RtM via: Information Services;Forced Non-Leaf Node Lookup:information service|TI|MM;RC|268^19^0
43230768|Germany|C0017480|1095|MH|RtM via: Germany;Forced Non-Leaf Node Lookup:germany|TI|MM;RC|404^7^0
43230774|Animals|C0003062|275779|CT|Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites)|TI|MM
43230774|*Phaseolus|C0031357|274779|MH|RtM via: Phaseolus vulgaris;RtM via: Kidney Bean (Dietary);Forced Leaf Node Lookup:phaseolus vulgaris;checkForceMH Boosted|TI|MM;RC|1206^18^0;1081^9^0
43230774|*Colletotrichum|C0320203|141981|MH|RtM via: Colletotrichum lindemuthianum;Forced Leaf Node Lookup:colletotrichums;checkForceMH Boosted|TI|MM;RC|1619^29^0;56^29^0
43230774|*Vigna|C0996862|96876|MH|RtM via: Vigna;Forced Leaf Node Lookup:vigna;checkForceMH Boosted|TI|MM|1051^5^0
43230774|*Spores, Fungal|C0038029|46863|MH|RtM via: Conidia;Forced Leaf Node Lookup:conidia;checkForceMH Boosted|TI|MM|805^7^0
43230774|*Parasites|C0030498|41022|MH|RtM via: Parasites;Forced Leaf Node Lookup:parasites;checkForceMH Boosted|TI|MM|1324^8^0
43230774|*Virulence|C0042765|22809|MH|RtM via: Virulence;Forced Leaf Node Lookup:virulence|TI|MM|850^9^0;366^9^0
43230774|*Breeding|C0006159|13464|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM;RC|1592^8^0;576^4^0
43230774|*Inbreeding|C0021144|12348|MH|RtM via: pure line|TI|MM;RC|769^10^0
43230789|Animals|C0003062|247394|CT|Houseflies;CT Treecode Lookup: B01.050.500.131 (Houseflies);Beetles;CT Treecode Lookup: B01.050.500.131 (Beetles);Flies;CT Treecode Lookup: B01.050.500.131 (Flies);Insect;CT Treecode Lookup: B01.050.500.131 (Insect);CT Text Lookup: animal;CT Text Lookup: animals|TI|MM;RC|115^7^0
43230789|*Houseflies|C0020045|246394|MH|RtM via: Musca domestica (invertebrate);Forced Leaf Node Lookup:musca domesticas;checkForceMH Boosted|TI|MM;RC|40^15^0
43230789|*Beetles|C0009276|181265|ET|Entry Term Replacement for "Coleoptera";RtM via: Order Coleoptera;RtM via: Leptinotarsa decemlineata;checkForceMH Boosted;Forced Non-Leaf Node Lookup:beetles|TI|MM;RC|70^7^0;79^25^0
43230789|*Insecticides|C0021576|112576|MH|RtM via: Insecticides;Forced Leaf Node Lookup:insecticides;checkForceMH Boosted|TI|MM;RC|895^12^0;553^12^0;140^12^0
43230789|*Flies|C0012578|106685|ET|Entry Term Replacement for "Diptera";RtM via: Diptera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:flies|TI|MM|33^5^0
43230789|*Touch|C0702221|41276|MH|RtM via: Touch sensation;RtM via: Tactile;Forced Leaf Node Lookup:touch|TI|MM|601^5^0
43230789|Colorado|C0009399|25220|MH|RtM via: Colorado;Forced Leaf Node Lookup:colorado|TI|MM;RC|61^8^0
43230789|*Insect|C0021585|49548|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|676^6^0
43230789|*Hexachlorocyclohexane|C0005038|30870|MH|RtM via: Lindane|TI|MM|523^6^0;359^6^0;166^6^0
43230789|*Touch Perception|C2350522|23112|MH|RtM via: Touch Perception|TI|MM|601^5^0
43230789|*Therapeutic Touch|C0152054|4509|MH|RtM via: Therapeutic tactile stimulation|TI|MM|601^5^0
43230789|*Solvents|C0037638|564|MH|RtM via: Solvents;Forced Non-Leaf Node Lookup:solvents|TI|MM|291^7^0;336^8^0;729^8^0
43232027|*Solanum tuberosum|C1145678|40678|MH|RtM via: Potato;RtM via: Solanum tuberosum;Forced Leaf Node Lookup:potato;checkForceMH Boosted|TI|MM;RC|662^6^0
43232027|*Soil|C0037592|6350|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|1303^4^0
43232027|*Comprehension|C0162340|2777|MH|RtM via: Comprehension;Forced Leaf Node Lookup:comprehension|TI|MM|47^13^0
43232027|*Biological Phenomena|C0005520|1929|MH|RtM via: Tissue Growth|TI|MM|1201^5^0;655^4^0
43232027|*Reproduction|C0035150|963|MH|RtM via: seed growth|TI|MM|1407^10^0;877^10^0
43232027|*Opinion|C0871010|387|ET|Entry Term Replacement for "Attitude";RtM via: Opinions|TI|MM|106^7^0
43232027|Seeds|C0036563|332|MH|Forced Non-Leaf Node Lookup:seed||MM;RC|883^4^0;916^4^0;1413^4^0
43232027|Germany|C0017480|6|MH|RtM via: Germany|TI|MM|129^7^0
43232028|Animals|C0003062|31318|CT|Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae)||MM;RC
43232028|*Larvae|C0023047|29467|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larvae|TI|MM|3230^6^0;3081^6^0;2591^6^0
43232028|*Diazinon|C0012013|17270|MH|RtM via: Diazinon;Forced Leaf Node Lookup:diazinon;checkForceMH Boosted|TI|MM|2926^8^0;2549^8^0;1396^8^0;890^8^0
43232028|*Parathion|C0030514|14374|MH|RtM via: Parathion;checkForceMH Boosted;Forced Non-Leaf Node Lookup:parathion|TI|MM|2912^9^0;2505^9^0;2368^9^0;2133^9^0;1860^9^0;1382^9^0;845^9^0;691^9^0;404^9^0;87^9^0;735^9^0;2418^9^0
43232028|*Fruit|C0016767|10708|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|3349^6^0
43232028|*Trees|C0040811|10247|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|2336^5^0
43232028|*DDT|C0011041|9308|MH|Forced Leaf Node Lookup:ddt;checkForceMH Boosted|TI|MM|83^3^0;135^3^0;687^3^0;1856^3^0;1911^3^0;2071^3^0;2129^3^0;2364^3^0
43232028|*Distillation|C2718007|9106|MH|RtM via: Distillation;Forced Leaf Node Lookup:distillations|TI|MM|3369^12^0
43232028|*Health Services|C0018747|5709|MH|RtM via: Infertility study;RtM via: Test Method|TI|MM|2802^9^0;2272^6^0
43232028|*Eggs|C0013710|5235|MH|RtM via: Egg Food Product|TI|MM|2815^4^0
43232028|*Powders|C0032861|2745|MH|RtM via: Powder dose form|TI|MM|2084^6^0;1924^6^0
43232028|*Body Weights and Measures|C0005912|2160|MH|RtM via: Weighing patient|TI|MM|3165^6^0
43232028|*Fly|C0012578|30318|ET|Entry Term Replacement for "Diptera";RtM via: Diptera;Forced Non-Leaf Node Lookup:flies|TI|MM|3314^5^0;2612^3^0;2224^3^0
43232028|*Fertility|C0015895|1152|MH|RtM via: Fertility;Forced Non-Leaf Node Lookup:fertility|TI|MM|2802^9^0
43230808|Adult|C0001675|172996|CT|CT Text Lookup: adult|TI|MM;RC|888^5^0
43230808|Humans|C0086418|172996|CT|Lookup: Aged Rule||MM;RC
43230808|*Humidity|C0020167|171996|MH|RtM via: Humidity;RtM via: Exposure to Humidity;Forced Leaf Node Lookup:humidity|TI|MM;RC|566^8^0;430^8^0
43230808|*Solanum tuberosum|C1145678|85584|MH|RtM via: Potato;RtM via: Solanum tuberosum;Forced Leaf Node Lookup:potatoes;checkForceMH Boosted|TI|MM;RC|962^7^0;300^7^0
43230808|*Microclimate|C0025963|80547|MH|RtM via: Microclimate;Forced Leaf Node Lookup:microclimates|TI|MM;RC|1018^12^0
43230808|*Wind|C0043187|79794|MH|RtM via: Environmental Wind;Forced Leaf Node Lookup:wind|TI|MM;RC|978^4^0
43230808|*Temperature|C0039476|67947|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM;RC|373^11^0
43230808|Phytophthora infestans|C0997300|9916|MH|||RC
43230808|*Epidemic|C0014499|5244|ET|Entry Term Replacement for "Epidemics";RtM via: Epidemic|TI|MM|794^8^0
43230808|*Fungus|C0016832|3198|ET|Entry Term Replacement for "Fungi";RtM via: Fungi;Forced Non-Leaf Node Lookup:fungus|TI|MM|747^6^0;213^6^0
43230808|*Disease Outbreaks|C0012652|3063|MH|RtM via: Disease Outbreaks;Forced Non-Leaf Node Lookup:outbreaks|TI|MM|803^8^0
43230818|Animals|C0003062|71248|CT|Conus;CT Treecode Lookup: B01.050.500.644 (Conus)|TI|MM
43230818|*Beta vulgaris|C0330391|70248|MH|RtM via: Beta vulgaris;Forced Leaf Node Lookup:beets;checkForceMH Boosted|TI|MM;RC|40^10^0;948^5^0;46^4^0
43230818|*Alternaria|C0002343|66946|MH|RtM via: Alternaria (fungus);Forced Leaf Node Lookup:alternarias;checkForceMH Boosted|TI|MM;RC|736^10^0;359^10^0
43230818|*Fungicides, Industrial|C0392419|65617|MH|RtM via: Industrial fungicide;Forced Leaf Node Lookup:fungicides;checkForceMH Boosted|TI|MM;RC|649^9^0;440^9^0;198^9^0
43230818|*Sand|C4759711|21781|MH|RtM via: Sand;Forced New Lookup:sand;checkForceMH Boosted|TI|MM|487^4^0
43230818|*Dust|C0013330|12581|MH|RtM via: Dust;checkForceMH Boosted|TI|MM|821^6^0;659^5^0;450^5^0;208^5^0
43230818|*Conus|C0598489|11435|ET|Entry Term Replacement for "Conus Snail";RtM via: Conus genus;RtM via: Conus <subgenus>;checkForceMH Boosted|TI|MM|263^4^0
43230818|*Ascomycota|C0003965|42558|MH|RtM via: Cercospora;RtM via: Cercospora beticola|TI|MM;RC|767^10^0;721^10^0;252^10^0;105^19^0
43230818|*Mitosporic Fungi|C0011746|16638|MH|RtM via: Cercospora;RtM via: Cercospora beticola|TI|MM|767^10^0;721^10^0;252^10^0;105^19^0
43230818|*Fungus Diseases|C0026946|13101|ET|Entry Term Replacement for "Mycoses";RtM via: Mycoses;Forced Non-Leaf Node Lookup:fungus diseases|TI|MM|141^15^0
43230818|*Plant Leaves|C0242724|12585|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|1041^6^0
43230818|*Seeds|C0036563|12276|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM;RC|219^4^0;51^5^0;418^4^0
43230818|*Spores|C0038027|3261|MH|RtM via: Reproduction spores;RtM via: Plant spore;Forced Non-Leaf Node Lookup:spores|TI|MM|370^6^0
43230818|Sugars|C0242209|1000|MH|Forced Non-Leaf Node Lookup:sugars||MM|40^5^0
43230819|Animals|C0003062|301557|CT|Aphids;CT Treecode Lookup: B01.050.500.131 (Aphids)||MM;RC
43230819|*Toxaphene|C0040521|300557|MH|RtM via: Toxaphene;Forced Leaf Node Lookup:toxaphene;checkForceMH Boosted|TI|MM;RC|208^9^0
43230819|*Hexachlorocyclohexane|C0005038|151973|MH|RtM via: Lindane;Forced Leaf Node Lookup:lindane;checkForceMH Boosted|TI|MM;RC|219^7^0
