C:\Users\manuh\Documents\sterner lab\AuthorDisambiguation\r_table\results\mesh\tranamermicrsoci\input.txt
10.2307/3224628|Animals|C0003062|68320|CT|Animal Shells;CT Treecode Lookup: A13.080 (Animal Shells);Crustacea;CT Treecode Lookup: B01.050.500.131 (Crustacea)||MM;RC
10.2307/3224314|*Mitochondria|C0026237|5526|MH|RtM via: Mitochondria;Forced Non-Leaf Node Lookup:mitochondria|TI|MM|973^12^0
10.2307/3224314|*Survey|C0038951|414|ET|Entry Term Replacement for "Surveys and Questionnaires";RtM via: Surveys;Forced Non-Leaf Node Lookup:surveys|TI|MM|52^6^0
10.2307/3224314|*Attention|C0004268|357|MH|RtM via: Attention;Forced Non-Leaf Node Lookup:attention|TI|MM|730^9^0;367^9^0
10.2307/3224315|Animals|C0003062|46429|CT|Insect;CT Treecode Lookup: B01.050.500.131 (Insect);Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae);Arthropods;CT Treecode Lookup: B01.050.500.131 (Arthropods);Hoof and Claw;CT Treecode Lookup: A13.491 (Hoof and Claw)||MM;RC
10.2307/3224315|Female|C0086287|46429|CT|CT Text Lookup: female;CT Text Lookup: females|TI|MM;RC|784^6^0;1015^7^0
10.2307/3224315|Humans|C0086418|46429|CT|CT Text Lookup: newborn|TI|MM|883^7^0
10.2307/3224315|Infant, Newborn|C0021289|46429|CT|CT Text Lookup: newborn|TI|MM|883^7^0
10.2307/3224315|Male|C0086582|46429|CT|Forced Non-Leaf Node Lookup:male||MM|755^4^0
10.2307/3224315|*Larvae|C0023047|45214|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larvae|TI|MM;RC|1109^6^0;891^6^0
10.2307/3224315|*Oxygen|C0030054|16330|MH|RtM via: Oxygen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:oxygen|TI|MM|403^6^0
10.2307/3224315|*Water|C0043047|16252|MH|RtM via: Water;checkForceMH Boosted|TI|MM|1170^5^0;911^5^0;355^5^0;194^5^0
10.2307/3224315|*Waxes|C0043076|14890|MH|RtM via: Waxes;checkForceMH Boosted|TI|MM|1134^4^0;221^4^0
10.2307/3224315|*Hot Temperature|C2350229|14122|MH|RtM via: Heat (physical force);Forced Leaf Node Lookup:heat|TI|MM|658^4^0;514^4^0
10.2307/3224315|*Hoof and Claw|C0019909|11602|MH|Forced Leaf Node Lookup:claws|TI|MM|944^5^0
10.2307/3224315|*Insect|C0021585|45429|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM;RC|152^6^0
10.2307/3224315|*Touch Perception|C2350522|33885|MH|RtM via: Touch Perception|TI|MM|772^7^0
10.2307/3224315|*Arthropods|C0003903|30909|MH|RtM via: Folsomia fimetaria;RtM via: Isotomurus palustris;RtM via: Collembola <class>|TI|MM;RC|92^18^0;115^20^0;482^10^0;174^10^0;80^10^0
10.2307/3224315|*Touch|C0702221|27198|MH|RtM via: Touch sensation;RtM via: Tactile|TI|MM|772^7^0
10.2307/3224315|*Parthenogenesis|C0030596|10368|MH|RtM via: Parthenogenesis;Forced Non-Leaf Node Lookup:parthenogenesis|TI|MM|1261^15^0
10.2307/3224315|*Movement, Air|C0001868|7221|ET|Entry Term Replacement for "Air Movements";RtM via: Air Movements;Forced Non-Leaf Node Lookup:air movements|TI|MM|520^12^0
10.2307/3224315|*Mouth|C0226896|7074|MH|RtM via: Oral cavity;Forced Non-Leaf Node Lookup:mouth|TI|MM|382^5^0
10.2307/3224315|Genitalia, Female|C0017421|1000|MH|Forced Non-Leaf Node Lookup:female genitals||MM|784^14^0
10.2307/3224316|Mice|C0026809|32272|CT|RtM via: Mus;CT Text Lookup: mouse|TI|MM;RC|135^5^0
10.2307/3224316|Animals|C0003062|32272|CT|RtM via: Mus;Hymenolepis;CT Treecode Lookup: B01.050.500.500 (Hymenolepis);CT Text Lookup: mouse|TI|MM;RC|135^5^0
10.2307/3224316|*Hyperplasia|C0020507|13484|MH|RtM via: Hyperplasia;Forced Leaf Node Lookup:hyperplasias|TI|MM;RC|282^11^0
10.2307/3224316|*Hymenolepis|C0020414|10949|MH|RtM via: Hymenolepis microstoma;checkForceMH Boosted;Forced Non-Leaf Node Lookup:hymenolepis|TI|MM;RC|81^22^0
10.2307/3224316|*Alkaline Phosphatase|C0002059|10264|MH|Forced Leaf Node Lookup:alkaline phosphatase;checkForceMH Boosted|TI|MM|895^20^0
10.2307/3224316|*Succinate Dehydrogenase|C0038615|10264|MH|Forced Leaf Node Lookup:succinic dehydrogenase;checkForceMH Boosted|TI|MM|782^22^0
10.2307/3224316|*Microvilli|C0026049|10178|MH|RtM via: Brush Border;Forced Leaf Node Lookup:striated borders|TI|MM|582^15^0;319^15^0
10.2307/3224316|*Stains|C0038128|6725|ET|Entry Term Replacement for "Coloring Agents";RtM via: Stains;checkForceMH Boosted|TI|MM|598^6^0
10.2307/3224316|*RNA|C0035668|5738|MH|RtM via: RNA;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rna|TI|MM|818^3^0
10.2307/3224316|*Bile Ducts|C0005400|31272|MH|RtM via: Bile duct structure;Forced Non-Leaf Node Lookup:bile ducts|TI|MM;RC|1000^10^0;446^10^0;146^9^0
10.2307/3224316|*Epithelium|C0014609|20838|MH|RtM via: Epithelium|TI|MM;RC|758^10^0;566^10^0;507^10^0
10.2307/3224316|*Mucosa|C0026724|14286|ET|Entry Term Replacement for "Mucous Membrane";RtM via: Mucous Membrane;Forced Non-Leaf Node Lookup:mucosa|TI|MM;RC|342^6^0;499^7^0
10.2307/3224316|*Common Bile Duct|C0009437|9402|MH|RtM via: Common bile duct structure;Forced Non-Leaf Node Lookup:common bile ducts|TI|MM|111^16^0
10.2307/3224316|*Inflammation|C0021368|6678|MH|RtM via: Inflammation;Forced Non-Leaf Node Lookup:inflammations|TI|MM|738^12^0
10.2307/3224316|*Lymphocytes|C0024264|5403|MH|RtM via: Lymphocyte;RtM via: Lymphocyte component of blood;Forced Non-Leaf Node Lookup:lymphocytes|TI|MM|230^11^0
10.2307/3224316|*Connective Tissue|C0009780|2838|MH|RtM via: Connective Tissue;Forced Non-Leaf Node Lookup:connective tissues|TI|MM|970^17^0;260^17^0
10.2307/3224316|*Staining|C0487602|2298|ET|Entry Term Replacement for "Staining and Labeling";RtM via: Staining method;Forced Non-Leaf Node Lookup:stainings|TI|MM|598^6^0;369^8^0
10.2307/3224316|Carcinoma, Squamous Cell|C0007137|1000|MH|Forced Non-Leaf Node Lookup:squamous||MM|699^8^0
10.2307/3224317|*Serotonin|C0036751|34253|MH|RtM via: Serotonin;Forced Leaf Node Lookup:5-hydroxytryptamine;checkForceMH Boosted|TI|MM;RC|480^19^0
10.2307/3224317|*Gastrointestinal Microbiome|C4018878|2698|MH|Forced Leaf Node Lookup:gut|TI|MM|38^3^0
10.2307/3224317|*Photomicrography|C0031753|15288|MH|RtM via: Photomicrography|TI|MM|653^16^0
10.2307/3224317|*Microscopy|C0026018|11793|MH|RtM via: Light Microscopy;RtM via: Light microscope|TI|MM|635^17^0
10.2307/3224317|*Histological Techniques|C0019637|2769|MH|RtM via: Sectioning technique|TI|MM|558^8^0
10.2307/3224317|*Brain|C0006104|2106|MH|RtM via: Brain;Forced Non-Leaf Node Lookup:brain|TI|MM;RC|28^5^0
10.2307/3224317|*Staining|C0487602|999|ET|Entry Term Replacement for "Staining and Labeling";RtM via: Staining method;Forced Non-Leaf Node Lookup:stainings|TI|MM|515^8^0
10.2307/3224318|Animals|C0003062|54961|CT|Life Cycle;CT Treecode Lookup: B05.500 (Life Cycle);Life Cycle;CT Treecode Lookup: G07.345.500.550.500 (Life Cycle)|TI|MM
10.2307/3224318|*Actinomyces|C0001250|53961|MH|RtM via: Actinomyces;checkForceMH Boosted|TI|MM;RC|380^13^0;79^13^0
10.2307/3224318|*Actinomycetes|C0600148|43494|ET|Entry Term Replacement for "Actinobacteria";RtM via: Actinobacteria class;checkForceMH Boosted;Forced Non-Leaf Node Lookup:actinomycetes|TI|MM;RC|380^13^0;79^13^0
10.2307/3224318|*Hyphae|C0521057|18189|MH|RtM via: Hyphae;Forced Leaf Node Lookup:hyphae|TI|MM;RC|697^6^0;527^6^0;250^6^0;182^6^0
10.2307/3224318|*Odorants|C2985522|17112|MH|RtM via: Odors;Forced Leaf Node Lookup:odor|TI|MM;RC|538^4^0
10.2307/3224318|Spores, Bacterial|C0038028|14887|MH|Spores Specifics:Spores||MM;RC
10.2307/3224318|*Actinomycetales|C0001254|16719|MH|RtM via: Streptomycineae|TI|MM;RC|414^14^0
10.2307/3224318|*Reproduction|C0035150|11721|MH|RtM via: Reproduction|TI|MM|453^12^0
10.2307/3224318|*Mycelium|C0949695|10650|MH|RtM via: Mycelium;Forced Non-Leaf Node Lookup:myceliums|TI|MM;RC|743^8^0;486^8^0;153^8^0
10.2307/3224318|*Life Cycle|C0023675|9546|ET|Entry Term Replacement for "Life Cycle Stages";RtM via: Life Cycle Stages|TI|MM|41^10^0
10.2307/3224318|*Atmosphere|C0004178|4101|MH|RtM via: Atmosphere, planetary;Forced Non-Leaf Node Lookup:atmospheres|TI|MM|597^10^0
10.2307/3224318|*Gases, Inert|C0017112|1314|ET|Entry Term Replacement for "Noble Gases";RtM via: Noble Gases;Forced Non-Leaf Node Lookup:inert gases|TI|MM|611^11^0
10.2307/3224318|*Malonates|C0024642|735|MH|RtM via: Malonate;Forced Non-Leaf Node Lookup:malonates|TI|MM|653^8^0
10.2307/3224319|Animals|C0003062|9856|CT|Spiders;CT Treecode Lookup: B01.050.500.131 (Spiders)||MM;RC
10.2307/3224319|Pacific Northwest|C0030170|8856|ET|Entry Term Replacement for "Northwestern United States";RtM via: Pacific Northwest|TI|MM;RC|237^17^0
10.2307/3224319|Canada|C0006823|7683|MH|RtM via: Canada;Forced Non-Leaf Node Lookup:canada|TI|MM;RC|151^6^0
10.2307/3224319|*Spiders|C0037913|924|MH|RtM via: Chisosa;RtM via: Clubiona pallidula|TI|MM;RC|340^7^0;375^18^0;277^8^0
10.2307/3224320|Female|C0086287|4843|CT|CT Text Lookup: female|TI|MM;RC|273^6^0
10.2307/3224320|Animals|C0003062|4843|CT|Crustacea;CT Treecode Lookup: B01.050.500.131 (Crustacea);Thoracica;CT Treecode Lookup: B01.050.500.131 (Thoracica)||MM;RC
10.2307/3224320|Thoracica|C0004757|391|MH|||RC
10.2307/3224320|*Asteraceae|C0446228|90|MH|RtM via: Nauplius|TI|MM|32^8^0
10.2307/3224321|Animals|C0003062|139054|CT|Turtles;CT Treecode Lookup: B01.050.150.900.833 (Turtles);CT Text Lookup: mammalian;CT Text Lookup: vertebrates|TI|MM;RC|1037^9^0;1146^11^0
10.2307/3224321|Male|C0086582|139054|CT|CT Text Lookup: male;CT Text Lookup: males|TI|MM;RC|28^5^0
10.2307/3224321|Female|C0086287|139054|CT|CT Text Lookup: female;CT Text Lookup: females|TI|MM;RC|38^7^0
10.2307/3224321|*Acinar Cells|C0596030|53502|MH|RtM via: Acinar Cell;RtM via: Acinus organ component;Forced Leaf Node Lookup:acinar cells|TI|MM|778^12^0;796^6^0;726^6^0
10.2307/3224321|*Turtles|C0041412|38823|MH|RtM via: Turtle;RtM via: Chrysemys picta;Forced Leaf Node Lookup:turtles;checkForceMH Boosted|TI|MM|1123^6^0;64^6^0;72^15^0
10.2307/3224321|*Stains|C0038128|18831|ET|Entry Term Replacement for "Coloring Agents";RtM via: Stains;checkForceMH Boosted|TI|MM|257^6^0
10.2307/3224321|*Somatostatin-Secreting Cells|C0524984|17247|MH|Forced Leaf Node Lookup:delta cells|TI|MM|917^11^0;964^11^0
10.2307/3224321|*Glucagon-Secreting Cells|C0030280|138054|MH|RtM via: Structure of alpha Cell of islet|TI|MM;RC|934^11^0
10.2307/3224321|*Insulin-Secreting Cells|C0030281|52203|MH|RtM via: Structure of beta Cell of islet|TI|MM;RC|996^10^0
10.2307/3224321|*Pancreatic Duct|C0030288|44115|ET|Entry Term Replacement for "Pancreatic Ducts";RtM via: Pancreatic duct;Forced Non-Leaf Node Lookup:pancreatic ducts|TI|MM;RC|377^15^0
10.2307/3224321|*Exocrine Gland|C0015282|13140|ET|Entry Term Replacement for "Exocrine Glands";RtM via: Exocrine Glands;Forced Non-Leaf Node Lookup:exocrine gland|TI|MM|694^14^0
10.2307/3224321|*Duodenum|C0013303|7335|MH|RtM via: Duodenum;Forced Non-Leaf Node Lookup:duodenums|TI|MM|415^8^0
10.2307/3224321|*Connective Tissue|C0009780|2580|MH|RtM via: Connective Tissue;Forced Non-Leaf Node Lookup:connective tissues|TI|MM|572^17^0
10.2307/3224321|*Freshwater|C0016710|717|ET|Entry Term Replacement for "Fresh Water";RtM via: Fresh Water;Forced Non-Leaf Node Lookup:freshwaters|TI|MM|53^10^0
10.2307/3224321|*Cells, Pyramidal|C0206441|342|ET|Entry Term Replacement for "Pyramidal Cells";RtM via: Pyramidal Cells;Forced Non-Leaf Node Lookup:pyramidal cells|TI|MM|746^15^0
10.2307/3224322|Animals|C0003062|8560|CT|Schistosoma;CT Treecode Lookup: B01.050.500.500 (Schistosoma);Mammals;CT Treecode Lookup: B01.050.150.900.649 (Mammals);CT Text Lookup: mammalian|TI|MM;RC|86^9^0
10.2307/3224322|Cattle|C0007452|8560|CT|Forced Leaf Node Lookup:beef|TI|MM|193^4^0
10.2307/3224322|*Schistosoma|C0036315|7560|MH|RtM via: Schistosoma|TI|MM;RC|62^12^0
10.2307/3224322|*Health Services|C0018747|1035|MH|RtM via: Test Method|TI|MM|30^6^0
10.2307/3224322|*Mammals|C0024660|870|MH|RtM via: Mammals|TI|MM|86^9^0
10.2307/3224322|*Maintenance|C0024501|774|MH|RtM via: Maintenance|TI|MM|263^11^0
10.2307/3224322|Hydrogen-Ion Concentration|C0020283|20|MH|Forced Non-Leaf Node Lookup:ph||MM;RC|304^2^0
10.2307/3224322|Glucose|C0017725|11|MH|Forced Non-Leaf Node Lookup:glucose||MM;RC|218^7^0
10.2307/3224323|Animals|C0003062|476224|CT|Elasmobranchs;CT Treecode Lookup: B01.050.150.900.493 (Elasmobranchs);CT Text Lookup: fish|TI|MM;RC|443^4^0
10.2307/3224323|*Neutrophils|C0027950|475224|MH|RtM via: neutrophil;RtM via: Heterophil;RtM via: Granulocyte count;Forced Leaf Node Lookup:neutrophils|TI|MM;RC|688^11^0;701^11^0;1788^12^0;661^12^0;878^11^0
10.2307/3224323|*Monocytes|C0026473|335139|MH|RtM via: Monocytes;Forced Leaf Node Lookup:monocytes|TI|MM;RC|597^9^0
10.2307/3224323|*Blood Platelets|C0005821|196155|MH|RtM via: Blood Platelets;Forced Leaf Node Lookup:thrombocytes|TI|MM;RC|1431^12^0;621^12^0;800^12^0
10.2307/3224323|*Eosinophils|C0014467|189369|MH|RtM via: eosinophil;Forced Leaf Node Lookup:eosinophils|TI|MM|1303^11^0;675^11^0;854^11^0
10.2307/3224323|*Basophils|C0004827|164394|MH|RtM via: Basophils;Forced Leaf Node Lookup:basophils|TI|MM|1148^9^0;867^9^0
10.2307/3224323|*Elasmobranchs|C0282562|129927|ET|Entry Term Replacement for "Elasmobranchii";RtM via: Elasmobranchii;checkForceMH Boosted;Forced Non-Leaf Node Lookup:elasmobranchs|TI|MM|1379^12^0;1120^13^0;566^13^0
10.2307/3224323|Puerto Rico|C0034044|101055|MH|RtM via: Puerto Rico;Forced Leaf Node Lookup:puerto rico|TI|MM|124^11^0
10.2307/3224323|*Leukocyte Count|C0023508|459747|MH|RtM via: Eosinophil count procedure;RtM via: Heterophil Measurement;RtM via: Macrophage count;RtM via: Total Basophil Count;RtM via: Granulocyte count|TI|MM;RC|1303^11^0;675^11^0;701^11^0;758^11^0;1148^9^0;867^9^0;1788^12^0;661^12^0
10.2307/3224323|*Lymphocytes|C0024264|346146|MH|RtM via: Lymphocyte;RtM via: Lymphocyte component of blood;RtM via: Small lymphocyte;Forced Non-Leaf Node Lookup:lymphocytes|TI|MM;RC|608^11^0;1506^17^0;781^17^0;787^11^0;1512^11^0
10.2307/3224323|*Leukocytes|C0023516|198573|MH|RtM via: Leukocytes|TI|MM;RC|1588^10^0;1461^9^0
10.2307/3224323|*Macrophages|C0024432|84330|MH|RtM via: macrophage;Forced Non-Leaf Node Lookup:macrophages|TI|MM;RC|758^11^0
10.2307/3224323|*Erythrocytes|C0014792|73494|MH|RtM via: Erythrocytes;RtM via: Mature erythrocyte;Forced Non-Leaf Node Lookup:erythrocytes|TI|MM;RC|1602^12^0;318^12^0;233^12^0;332^19^0;339^12^0
10.2307/3224323|*Erythroblasts|C0014762|47370|MH|RtM via: Erythroblasts;Forced Non-Leaf Node Lookup:erythroblasts|TI|MM|301^13^0
10.2307/3224323|*Artery|C0003842|5541|ET|Entry Term Replacement for "Arteries";RtM via: Arteries;Forced Non-Leaf Node Lookup:artery|TI|MM|78^6^0
10.2307/3224324|Animals|C0003062|28879|CT|Eagles;CT Treecode Lookup: B01.050.150.900.248 (Eagles)||MM;RC
10.2307/3224324|Adolescent|C0205653|28879|CT|RtM via: Juvenile|TI|MM|821^8^0
10.2307/3224324|Male|C0086582|28879|CT|Sperm;CT Treecode Lookup: A05.360.490.890 (Sperm);Sperm;CT Treecode Lookup: A11.497.760 (Sperm)|TI|MM
10.2307/3224324|*Eagles|C0325564|17846|MH|RtM via: Eagle;Forced Leaf Node Lookup:eagles;checkForceMH Boosted|TI|MM|960^5^0
10.2307/3224324|*Sand|C4759711|10583|MH|RtM via: Sand;Forced New Lookup:sand;checkForceMH Boosted|TI|MM|902^4^0;660^4^0
10.2307/3224324|*Temperature|C0039476|10435|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|1048^12^0
10.2307/3224324|*Pharynx|C0031354|7441|MH|RtM via: Pharyngeal structure;Forced Leaf Node Lookup:pharynxs|TI|MM|401^7^0;215^7^0
10.2307/3224324|Washington|C0043038|5299|MH|RtM via: Washington state;Forced Leaf Node Lookup:washington|TI|MM|989^10^0
10.2307/3224324|*Freshwater|C0016710|27879|ET|Entry Term Replacement for "Fresh Water";RtM via: Fresh Water;Forced Non-Leaf Node Lookup:freshwaters|TI|MM;RC|1214^10^0
10.2307/3224324|*Habitat|C0871648|24105|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|868^7^0
10.2307/3224324|*Islands|C0022130|20154|MH|RtM via: Islands|TI|MM|981^6^0
10.2307/3224324|*Neck|C0027530|8166|MH|RtM via: Neck|TI|MM|253^4^0
10.2307/3224324|*Sperm|C0037868|945|ET|Entry Term Replacement for "Spermatozoa";RtM via: sperm cell;Forced Non-Leaf Node Lookup:sperm|TI|MM|509^5^0
10.2307/3224325|Animals|C0003062|47469|CT|Isopoda;CT Treecode Lookup: B01.050.500.131 (Isopoda);Crustacea;CT Treecode Lookup: B01.050.500.131 (Crustacea)||MM;RC
10.2307/3224325|*Isopoda|C0598806|46469|MH|RtM via: Isopoda;RtM via: Armadilloniscus ellipticus;RtM via: Philoscia;Forced Leaf Node Lookup:isopods;checkForceMH Boosted|TI|MM;RC|53^6^0;310^26^0;84^9^0
10.2307/3224325|*Bays|C3203003|3309|MH|Forced Leaf Node Lookup:bay|TI|MM;RC|130^3^0
10.2307/3224325|Florida|C0016253|3193|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM;RC|144^7^0
10.2307/3224325|*Record|C0034869|1092|ET|Entry Term Replacement for "Records";RtM via: Records|TI|MM|403^6^0
10.2307/3224325|*Seafood|C0206208|930|MH|RtM via: Crustacean (dietary)|TI|MM|60^10^0
10.2307/3224325|*Names|C0027365|624|MH|RtM via: Name|TI|MM|212^5^0
10.2307/3224326|*Autoradiography|C0004400|13749|MH|RtM via: Autoradiography;Forced Leaf Node Lookup:autoradiography|TI|MM;RC|447^15^0
10.2307/3224326|*Stainless Steel|C0038126|8304|MH|RtM via: Stainless Steel;Forced Leaf Node Lookup:stainless steels;checkForceMH Boosted|TI|MM|776^15^0
10.2307/3224326|*Plastic|C0032167|6795|ET|Entry Term Replacement for "Plastics";RtM via: Plastics;checkForceMH Boosted|TI|MM|631^7^0
10.2307/3224326|*Temperature|C0039476|4983|MH|Forced Leaf Node Lookup:temperatures|TI|MM;RC|944^12^0;1178^11^0
10.2307/3224326|*Darkness|C0010986|4050|MH|RtM via: Darkness;Forced Leaf Node Lookup:darkness|TI|MM|714^8^0;510^8^0
10.2307/3224326|*Ethylene Glycol|C0015083|3762|MH|RtM via: ethylene glycol;checkForceMH Boosted|TI|MM|1018^8^1;1037^6^1
10.2307/3224326|*Baths|C0150141|2391|MH|Forced Leaf Node Lookup:baths|TI|MM|1001^5^0
10.2307/3224326|propylene|C0072221|16504|NM|RtM via: propylene|TI|MM|1027^9^0
10.2307/3224326|*Alkenes|C0002068|16503|HM|RtM via: propylene|TI|MM|1027^9^0
10.2307/3224326|*Glass|C0017596|8511|MH|RtM via: Glass (substance)|TI|MM;RC|621^5^0
10.2307/3224326|*Refrigeration|C0034957|4584|MH|RtM via: Refrigerator|TI|MM|1159^12^0
10.2307/3224326|*Staining|C0487602|981|ET|Entry Term Replacement for "Staining and Labeling";RtM via: Staining method;Forced Non-Leaf Node Lookup:stainings|TI|MM;RC|875^8^0
10.2307/3224326|Propylene Glycols|C0033437|1000|MH|Forced Non-Leaf Node Lookup:propylene glycols||MM|1027^16^0
10.2307/3224326|Ethylenes|C0015096|1000|MH|Forced Non-Leaf Node Lookup:ethylenes||MM|1018^8^0
10.2307/3224473|Animals|C0003062|156889|CT|Ultimobranchial Body;CT Treecode Lookup: A13.939 (Ultimobranchial Body);CT Text Lookup: ultimobranchial body|TI|MM;RC|292^20^0
10.2307/3224473|*Ultimobranchial Body|C0041605|155889|MH|RtM via: Ultimobranchial Body;Forced Leaf Node Lookup:ultimobranchial bodies;Forced Leaf Node Lookup:ultimobranchial body|TI|MM;RC|1378^20^0;1304^20^0;1208^20^0;911^20^0;370^20^0;292^20^0;32^22^0
10.2307/3224473|Sudan Black B|C0075489|52450|NM|RtM via: Sudan Black B;Forced SCR Leaf Node Lookup:sudan black b|TI|MM|1234^13^0
10.2307/3224473|*Thyroid Gland|C0040132|42264|MH|RtM via: Thyroid Gland;Forced Leaf Node Lookup:thyroid glands|TI|MM;RC|1186^13^0
10.2307/3224473|*Bromphenol Blue|C0006247|35163|MH|RtM via: Bromphenol Blue;Forced Leaf Node Lookup:bromphenol blue;checkForceMH Boosted|TI|MM|1084^15^0
10.2307/3224473|*Periodic Acid|C0031068|25290|MH|Forced Leaf Node Lookup:periodic acid;checkForceMH Boosted|TI|MM|1053^13^0
10.2307/3224473|*Pharynx|C0031354|16746|MH|RtM via: Pharyngeal structure;Forced Leaf Node Lookup:pharynxs|TI|MM;RC|126^7^0
10.2307/3224473|*Eosinophils|C0014467|14007|MH|RtM via: eosinophil;Forced Leaf Node Lookup:eosinophils|TI|MM|1353^17^0;1359^11^0
10.2307/3224473|*Mercury|C0025424|12996|MH|RtM via: Mercury;checkForceMH Boosted|TI|MM|1075^8^0
10.2307/3224473|*Rest|C0035253|12726|MH|RtM via: Rest;Forced Leaf Node Lookup:rests|TI|MM|260^5^0
10.2307/3224473|*Azo Compounds|C0004501|52449|HM|RtM via: Sudan Black B|TI|MM|1234^13^0
10.2307/3224473|*Naphthalenes|C0027378|43629|HM|RtM via: Sudan Black B|TI|MM|1234^13^0
10.2307/3224473|*Parathyroid Glands|C0030518|41511|MH|RtM via: Parathyroid gland|TI|MM;RC|1271^11^0;248^11^0
10.2307/3224473|*Metamorphosis, Biological|C0025558|20754|MH|RtM via: Biological Metamorphosis|TI|MM;RC|512^13^0;417^13^0
10.2307/3224473|*Basement Membrane|C0004799|7458|MH|RtM via: Basement membrane;Forced Non-Leaf Node Lookup:basement membranes|TI|MM|864^17^0;484^17^0
10.2307/3224474|*Pseudopodia|C0033827|4445|MH|RtM via: Pseudopodia;Forced Leaf Node Lookup:pseudopodia|TI|MM|307^11^0
10.2307/3224474|*Hyalin|C0020191|3998|MH|RtM via: Hyalin;Forced Leaf Node Lookup:hyaline|TI|MM|299^7^0
10.2307/3224474|*Nuclear Division|C1155789|25209|ET|Entry Term Replacement for "Cell Nucleus Division";RtM via: nuclear division;Forced Non-Leaf Node Lookup:nuclear divisions|TI|MM|437^16^0
10.2307/3224474|*Mitosis|C0026255|24051|MH|RtM via: Mitosis;Forced Non-Leaf Node Lookup:mitosis|TI|MM|468^7^0
10.2307/3224474|*Lobosea|C0085369|7257|MH|RtM via: Cryptodifflugia;RtM via: Cryptodifflugia sp.|TI|MM;RC|574^15^0;28^15^1;58^2^1
10.2307/3224474|*Locomotion|C0023946|3249|MH|RtM via: Locomotion;Forced Non-Leaf Node Lookup:locomotion|TI|MM|258^10^0
10.2307/3224474|*Polysaccharides|C0032594|1257|MH|RtM via: Polysaccharides;RtM via: Dietary Polysaccharide;Forced Non-Leaf Node Lookup:polysaccharides|TI|MM|421^14^0
10.2307/3224475|Animals|C0003062|68539|CT|Cestode;CT Treecode Lookup: B01.050.500.500 (Cestode);Fishes;CT Treecode Lookup: B01.050.150.900.493 (Fishes);Annelida;CT Treecode Lookup: B01.050.500.091 (Annelida);Oligochaeta;CT Treecode Lookup: B01.050.500.091 (Oligochaeta)||MM;RC
10.2307/3224475|United States|C0041703|68539|CT|Forced Leaf Node Lookup:american|TI|MM|277^8^0
10.2307/3224475|*Cestode|C1706526|67539|ET|Entry Term Replacement for "Cestoda";RtM via: Class Cestoda;RtM via: Monobothrium;RtM via: Monobothrium ulmeri;Forced Non-Leaf Node Lookup:cestodes|TI|MM;RC|45^7^0;297^12^0;54^19^0
10.2307/3224475|*Fishes|C0016163|9339|MH|RtM via: Fishes;Forced Non-Leaf Node Lookup:fishes|TI|MM;RC|128^6^0
10.2307/3224475|*Oligochaeta|C0028942|4692|MH|RtM via: Limnodrilus hoffmeisteri|TI|MM;RC|160^24^0
10.2307/3224476|Animals|C0003062|40624|CT|Odonata;CT Treecode Lookup: B01.050.500.131 (Odonata);Insect;CT Treecode Lookup: B01.050.500.131 (Insect)||MM;RC
10.2307/3224476|*Odonata|C0998370|39624|MH|RtM via: Odonata;RtM via: Zygoptera;RtM via: Libellula auripennis;RtM via: Anisoptera dragonflies;Forced Lookup:dragonflies;Forced Leaf Node Lookup:damselflies;Forced Leaf Node Lookup:odonata;checkForceMH Boosted|TI|MM;RC|1442^7^0;107^7^0;361^11^0;522^20^0;316^11^0;173^7^0;294^7^0
