41971826|Animals|D000818|2410|CT|Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera)||MM;RC
41972360|*Melastomataceae|D035322|527|MH|RtM via: Sagraea;RtM via: Miconia;Forced Leaf Node Lookup:miconias;checkForceMH Boosted|TI|MM|868^7^0;556^7^0;365^7^0;52^7^0;792^7^0;542^7^0;286^7^0;38^7^0;351^7^0;854^7^0
41972360|Caribbean|D017691|387|ET|Entry Term Replacement for "Caribbean Region";RtM via: Caribbean region;Forced Non-Leaf Node Lookup:caribbean|TI|MM|204^9^0
41972360|*Burkitt Lymphoma|D002051|375|MH|RtM via: African Burkitt's lymphoma|TI|MM|464^7^0;61^7^0
41972360|*Diagnostic Tests, Routine|D003955|318|MH|RtM via: Granzyme B Measurement|TI|MM|862^4^0;550^4^0;359^4^0;46^4^0
41972360|*Ethnic Groups|D005006|276|MH|RtM via: Caribbean natives|TI|MM|204^9^0
41972360|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|969^3^0
41971665|Humans|D006801|23262487|CT|Forced Humans: individuals|TI|MM;RC
41971665|*Asteraceae|D019659|931183|MH|RtM via: Asteraceae;RtM via: Gnaphalieae;RtM via: Antennaria <angniosperm>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:asteraceae|TI|MM|425^10^0;121^10^0;437^11^0;133^11^0;404^10^0;100^10^0
41971665|*SE-30|D012826|930745|ET|Entry Term Replacement for "Silicone Elastomers";RtM via: SE-30;checkForceMH Boosted|TI|MM|326^2^1;387^2^1
41971665|*Diploidy|D004171|468|MH|RtM via: Diploid Cell|TI|MM|61^7^0
41971665|*Chromosomes|D002875|327|MH|RtM via: Chromosome number;Forced Non-Leaf Node Lookup:chromosome|TI|MM|21^18^0
41971665|North America|D009656|1000|MH|Forced Non-Leaf Node Lookup:north america||MM|210^13^0
41971548|*Introduced Species|D058865|3522|MH|RtM via: Invasive Species;Forced Leaf Node Lookup:invasive species;checkForceMH Boosted|TI|MM|1276^16^0
41971548|*Checklist|D057189|1578|MH|RtM via: Checklist;Forced Leaf Node Lookup:checklists|TI|MM|539^10^0
41971548|*Islands|D062312|1989|MH|RtM via: Islands|TI|MM|1074^7^0;897^7^0;750^6^0;238^7^0;63^7^0
41971548|*Geraniaceae|D031314|1737|MH|RtM via: California (plant)|TI|MM|1347^10^0;86^10^0
41971548|*Habitats|D017753|1704|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|2127^7^0;788^8^0
41971548|California|D002140|0|MH|RtM via: California|TI|MM|1347^10^0;86^10^0
41971697|Georgia|D005845|6002|MH|RtM via: Georgia, USA;Forced Leaf Node Lookup:georgia|TI|MM|1507^7^0;462^7^0
41971697|Mississippi|D008922|5669|MH|RtM via: Mississippi (geographic location);Forced Leaf Node Lookup:mississippi|TI|MM|1526^11^0;481^11^0
41971697|Kentucky|D007629|5336|MH|RtM via: Kentucky (geographic area);Forced Leaf Node Lookup:kentucky|TI|MM|1516^8^0;471^8^0
41971697|Virginia|D014768|5195|MH|RtM via: Virginia;Forced Leaf Node Lookup:virginia|TI|MM|1552^8^0;509^8^0
41971697|Florida|D005431|5147|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM|1498^7^0;453^7^0
41971697|North Carolina|D009657|5144|MH|RtM via: North Carolina;Forced Leaf Node Lookup:north carolina|TI|MM|1587^14^0;550^14^0
41971697|Tennessee|D013714|4907|MH|RtM via: Tennessee;Forced Leaf Node Lookup:tennessee|TI|MM|1539^9^0;494^9^0
41971697|Alabama|D000407|4646|MH|RtM via: Alabama;Forced Leaf Node Lookup:alabama|TI|MM|1489^7^0;444^7^0
41971697|Arkansas|D001131|4607|MH|RtM via: Arkansas;Forced Leaf Node Lookup:arkansas|TI|MM|1426^8^0;1337^8^0;391^8^0;298^8^0
41971697|*Tetraploidy|D057891|3206|MH|RtM via: Tetraploidy;Forced Leaf Node Lookup:tetraploids|TI|MM|835^10^0
41971697|*Diploidy|D004171|2861|MH|RtM via: Diploidy;Forced Leaf Node Lookup:diploids|TI|MM|803^7^0;850^7^0
41971697|Oklahoma|D009825|2825|MH|RtM via: Oklahoma (geographic location);Forced Leaf Node Lookup:oklahoma|TI|MM|1347^8^0;308^8^0
41971697|Texas|D013781|2315|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|1412^5^0;1359^5^0;1166^5^0;375^5^0;322^5^0;151^5^0
41971697|*Checklist|D057189|2147|MH|RtM via: Checklist;Forced Leaf Node Lookup:checklists|TI|MM|689^10^0
41971697|Louisiana|D008145|2922|MH|RtM via: Louisiana (geographic location);Forced Non-Leaf Node Lookup:louisiana|TI|MM|1438^9^0;405^9^0
41971697|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1065^3^0
41971728|*Ipomoea|D027741|1259|MH|RtM via: Ipomoea;RtM via: Ipomoea conzattii;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ipomoea|TI|MM|1501^7^0;1463^7^0;1114^7^0;451^7^0;413^7^0;1865^17^0;1562^7^0
41971728|Mexico|D008800|248|MH|RtM via: Mexico;Forced Leaf Node Lookup:mexico|TI|MM;RC|603^6^0
41971728|*Reproduction|D012098|594|MH|RtM via: Reproduction|TI|MM|388^12^0
41971728|*Desert Climate|D003889|495|MH|RtM via: Desert Climate|TI|MM|578^12^0
41971728|*Seed|D012639|378|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds|TI|MM|272^6^0
41971728|*Plant Leaves|D018515|351|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM|931^4^0;668^4^0
41971846|Humans|D006801|1468|CT|Hispanic Americans;CT Treecode Lookup: M01.686 (Hispanic Americans)||MM;RC
41971846|*Schefflera|D027481|137|ET|Entry Term Replacement for "Araliaceae";RtM via: Schefflera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:scheffleras|TI|MM|315^10^0;38^10^0
41971846|*Hispanic Americans|D006630|468|MH|RtM via: venezuelan|TI|MM|181^10^0
41971846|*Research|D012106|78|MH|RtM via: Study Branch|TI|MM|431^5^0;154^5^0
41971409|Animals|D000818|2656|CT|Polychaeta;CT Treecode Lookup: B01.050.500.091 (Polychaeta)||MM;RC
41971409|*Taxus|D020946|1656|MH|RtM via: Taxus;Forced Leaf Node Lookup:taxus;checkForceMH Boosted|TI|MM|1939^5^0;46^5^0
41971409|*Taxaceae|D032490|1377|MH|RtM via: Taxaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:taxaceae|TI|MM|1946^8^0;53^8^0
41971409|*Polychaeta|D011077|456|MH|RtM via: Polychaeta;Forced Leaf Node Lookup:polychaetas;checkForceMH Boosted|TI|MM|3101^10^0;1194^10^0
41971409|*Names|D009275|366|MH|RtM via: Name;RtM via: Person Name|TI|MM|315^5^0
41971409|*Ascomycota|D001203|279|MH|RtM via: Yunnanensis|TI|MM|2851^11^0;964^11^0
41971409|*Ions|D007477|207|MH|RtM via: lithium cation|TI|MM|2540^2^0;651^2^0
41971409|*Lithium|D008094|132|MH|RtM via: lithium cation|TI|MM|2540^2^0;651^2^0
41972430|*Lantana|D032410|15742|MH|RtM via: Lantana;RtM via: Lantana camara;RtM via: Lantana hirsuta;RtM via: Lantana horrida;Forced Leaf Node Lookup:lantanas;checkForceMH Boosted|TI|MM;RC|1959^7^0;1940^7^0;1058^7^0;1041^7^0;944^7^0;925^7^0;56^7^0;39^7^0;1633^14^0;616^14^0;1562^15^0;555^15^0;1776^15^0;759^15^0;655^7^0;688^7^0;722^7^0;794^7^0;826^7^0;873^7^0;974^7^0;1672^7^0;1705^7^0;1739^7^0;1811^7^0;1843^7^0;1890^7^0;1992^7^0
41972430|*Hybridization, Genetic|D006824|642|MH|RtM via: Crossbreeding|TI|MM|285^13^0
41972430|*Nucleic Acid Hybridization|D009693|465|MH|RtM via: Nucleic acid hybridization procedure|TI|MM|285^13^0
41972430|*Environment|D004777|174|MH|RtM via: Para (geographic area)|TI|MM|1338^4^0
41972430|*Names|D009275|84|MH|RtM via: Name;RtM via: Person Name|TI|MM|371^5^0
24621161|Humans|D006801|42737269|CT|Forced Humans: university;Forced Humans: college;Forced Humans: student|TI|MM;RC
24621161|Male|D008297|42737269|CT|CT Text Lookup: he;CT Text Lookup: him|TI|MM;RC|262^2^0;507^3^0
24621161|*Universities|D014495|1802155|MH|RtM via: Universities;RtM via: College (environment);Forced Leaf Node Lookup:university|TI|MM|1128^10^0;345^10^0;757^7^0
24621161|*Nitrogen|D009584|1795564|MH|RtM via: nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM|177^8^0
24621161|Pennsylvania|D010414|1794652|MH|RtM via: Pennsylvania;Forced Leaf Node Lookup:pennsylvania|TI|MM|326^12^0;79^12^0
24621161|Mupirocin|D016712|590841|MH|||RC
24621161|Staphylococcus aureus|D013211|248287|MH|||RC
24621161|*Botany|D001901|5373|MH|RtM via: Botany;Forced Non-Leaf Node Lookup:botany|TI|MM|969^6^0
24621161|*Student|D013334|3510|ET|Entry Term Replacement for "Students";RtM via: student;Forced Non-Leaf Node Lookup:students|TI|MM|927^7^0
24621161|*Horticulture|D000080802|2796|MH|RtM via: Horticulture;Forced Non-Leaf Node Lookup:horticulture|TI|MM|977^12^0
24621161|Germany|D005858|1000|MH|Forced Non-Leaf Node Lookup:germany||MM;RC|601^7^0
24621161|England|D004739|3|MH|RtM via: England|TI|MM|241^7^0
24621151|Colombia|D003105|3673|MH|RtM via: Colombia;Forced Leaf Node Lookup:colombia|TI|MM|839^8^0;299^8^0
24621151|Spectrometry, Mass, Secondary Ion|D018629|25426|MH|||RC
24621151|Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization|D019032|14110|MH|||RC
24621151|*Histological Techniques|D006652|2403|MH|RtM via: Sectioning technique|TI|MM|420^7^0;74^8^0
24621151|*Longitudinal Studies|D008137|102|MH|RtM via: Continuous|TI|MM|319^7^0
41972126|Hawaii|D006254|4609|MH|RtM via: Hawaiian population;Forced Leaf Node Lookup:hawaiian;Forced Leaf Node Lookup:moloka'i;Forced Leaf Node Lookup:kaua'i|TI|MM|316^8^0;165^8^0;491^6^0;90^8^0;432^8^0;48^6^0;394^6^0
41972126|*Festuca|D031751|773|MH|RtM via: Festuca aloha;Forced Leaf Node Lookup:festucas;checkForceMH Boosted|TI|MM|367^13^0;21^13^0;678^7^0;295^7^0
41972126|*Biological Phenomena|D001686|522|MH|RtM via: Tissue Growth|TI|MM|190^4^0
41972126|*Burkitt Lymphoma|D002051|261|MH|RtM via: African Burkitt's lymphoma|TI|MM|150^7^0
41972126|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|459^3^0
41972126|*Islands|D062312|78|MH|RtM via: Islands|TI|MM|325^7^0
41971463|Humans|D006801|36478684|CT|Forced Humans: families|TI|MM;RC
41971463|*Poaceae|D006109|1460938|MH|RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:poaceae|TI|MM|945^7^0;320^7^0
41971463|*Fabaceae|D007887|1460593|MH|RtM via: Fabaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fabaceae|TI|MM|961^8^0;338^8^0
41971463|*Asteraceae|D019659|1460425|MH|RtM via: Asteraceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:asteraceae|TI|MM|928^10^0;294^19^0;303^10^0
41971463|Oklahoma|D009825|1460425|MH|RtM via: Ellis County, OK;RtM via: Oklahoma (geographic location);Forced Leaf Node Lookup:oklahoma|TI|MM|755^12^0;146^12^0;1247^8^0;769^8^0;571^8^0;160^8^0
41971463|*Tracheophyta|D064028|951|MH|RtM via: Tracheophyta|TI|MM|193^15^0;75^15^0
41971463|*Preservation, Biological|D011309|474|MH|RtM via: Biologic Preservation|TI|MM|743^8^0;134^8^0
41971463|*Environment|D004777|459|MH|RtM via: Woods|TI|MM|451^5^0
41971518|Humans|D006801|12750|CT|Ethnic Groups;CT Treecode Lookup: M01.686 (Ethnic Groups)||MM;RC
41971518|*Myrtaceae|D027822|11750|MH|RtM via: Myrtaceae;RtM via: Mosiera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:myrtaceae|TI|MM;RC|320^9^0;68^9^0;478^7^0;379^7^0;234^7^0
41971518|*Psidium|D031647|9346|MH|RtM via: Psidium;Forced Leaf Node Lookup:psidiums;checkForceMH Boosted|TI|MM;RC|367^7^0;113^7^0
41971518|*Eugenia|D000068856|8339|MH|RtM via: Eugenia;checkForceMH Boosted|TI|MM;RC|354^7^0;99^7^0
41971518|Caribbean|D017691|378|ET|Entry Term Replacement for "Caribbean Region";RtM via: Caribbean region;Forced Non-Leaf Node Lookup:caribbean|TI|MM|47^9^0
41971518|*Environment|D004777|75|MH|RtM via: Para (geographic area)|TI|MM|473^4^0;287^4^0
41971518|*Ethnic Groups|D005006|75|MH|RtM via: Caribbean natives|TI|MM|47^9^0
41972155|United States|D014481|2689|CT|RtM via: Americas Ethnicity;Forced Leaf Node Lookup:american|TI|MM|72^8^0
41972155|*Crotalaria|D029864|1282|MH|RtM via: Crotalaria;Forced Leaf Node Lookup:crotalarias;checkForceMH Boosted|TI|MM|619^10^0;36^10^0
41972155|*Fabaceae|D007887|1052|MH|RtM via: Fabaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fabaceae|TI|MM|631^8^0;48^8^0
41972155|South Carolina|D013022|917|MH|RtM via: South Carolina;Forced Leaf Node Lookup:south carolina|TI|MM|472^14^0
41972155|Florida|D005431|833|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM|1150^7^0;549^7^0
41972155|*Confusion|D003221|1689|MH|RtM via: Clouded consciousness;RtM via: Confusion|TI|MM|101^8^0
41972155|*Environment|D004777|381|MH|RtM via: Para (geographic area)|TI|MM|1189^4^0;883^4^0;799^4^0
41972307|*Phylogeography|D058974|6127|MH|RtM via: Phylogeography;Forced Leaf Node Lookup:phylogeography|TI|MM|1271^14^0
41972307|*Haplotypes|D006239|5014|MH|RtM via: Haplotypes;Forced Leaf Node Lookup:haplotypes|TI|MM;RC|1042^9^0;1140^9^0
41972307|*Phylogeny|D010802|3866|MH|RtM via: Phylogeny;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogenetic relationships|TI|MM|217^26^0
41972307|*Erigeron|D049919|3794|MH|RtM via: Erigeron strigosus;Forced Leaf Node Lookup:erigerons;checkForceMH Boosted|TI|MM|1302^18^0;21^18^0
41972307|*Diploidy|D004171|2902|MH|RtM via: Diploidy;Forced Leaf Node Lookup:diploids|TI|MM|810^7^0;365^7^0;257^7^0;110^7^0
41972307|variacin|C099477|2592|NM|RtM via: variacin;Forced SCR Leaf Node Lookup:variacin|TI|MM|2594^8^0
41972307|*Asteraceae|D019659|2518|MH|RtM via: Asteraceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:asteraceae|TI|MM|1322^10^0;41^10^0
41972307|*rDNA|D004275|2257|ET|Entry Term Replacement for "DNA, Ribosomal";RtM via: DNA, Ribosomal;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rdna|TI|MM|2384^4^0;2107^4^0;1037^4^0;739^4^0;1135^4^0;2491^4^0
41972307|Arkansas|D001131|1453|MH|RtM via: Arkansas;Forced Leaf Node Lookup:arkansas|TI|MM|2194^8^0;1906^8^0;1701^8^0;836^8^0;570^8^0;388^8^0
41972307|Missouri|D008923|1234|MH|RtM via: Missouri;Forced Leaf Node Lookup:missouri|TI|MM|2052^8^0;1712^8^0;690^8^0;401^8^0
41972307|*Bacteriocins|D001430|2591|HM|RtM via: variacin|TI|MM|2594^8^0
41972307|*Polyploid|D011123|1758|ET|Entry Term Replacement for "Polyploidy";RtM via: Polyploidy;Forced Non-Leaf Node Lookup:polyploids|TI|MM|132^9^0
41972307|*Environment|D004777|1293|MH|RtM via: Para (geographic area)|TI|MM|1832^4^0
41972307|*Habitats|D017753|1032|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1968^8^0;636^8^0
41972307|*Pollen|D011058|222|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM|424^6^0
41972307|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1877^3^0;2039^3^0
41972307|Southeastern United States|D015144|219|MH|RtM via: Southeastern United States|TI|MM|292^26^0
41971526|*Environment|D004777|1320|MH|RtM via: Coahuila;RtM via: Tamaulipas;RtM via: Para (geographic area)|TI|MM|718^8^0;99^8^0;740^10^0;124^10^0;1282^4^0;1049^4^0;692^4^0
41971526|*Poaceae|D006109|648|MH|RtM via: Muhlenbergia;RtM via: Muhlenbergia spiciformis;RtM via: Muhlenbergiinae;RtM via: Muhlenbergia glomerata|TI|MM|1269^12^0;898^12^0;582^12^0;276^12^0;351^24^0;676^15^0;59^15^0;930^22^0;306^22^0
41971526|*Names|D009275|399|MH|RtM via: Name;RtM via: Person Name|TI|MM|299^5^0
41971526|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1005^3^0
41971393|Humans|D006801|1849|CT|Asian;CT Treecode Lookup: M01.686 (Asian)||MM;RC
41971393|Japan|D007564|839|MH|RtM via: Japan;Forced Leaf Node Lookup:japan|TI|MM|296^5^0
41971393|*Gaultheria|D031282|607|MH|RtM via: Gaultheria;Forced Leaf Node Lookup:gaultherias;checkForceMH Boosted|TI|MM|638^10^0;97^10^0
41971393|Alaska|D000413|272|MH|RtM via: Alaska;Forced Leaf Node Lookup:alaska|TI|MM|883^6^0;627^6^0;315^6^0
41971393|Asia|D001208|849|MH|RtM via: Asia;Forced Non-Leaf Node Lookup:asia|TI|MM|622^4^0
41971393|*Names|D009275|405|MH|RtM via: Name;RtM via: Person Name|TI|MM|222^4^0;186^4^0;31^5^0
41971393|*Asian|D044466|366|ET|Entry Term Replacement for "Asian Continental Ancestry Group";RtM via: Asians|TI|MM|68^5^0
41971393|Russia|D012426|285|MH|RtM via: Russia;Forced Non-Leaf Node Lookup:russia|TI|MM|303^6^0
24621085|Humans|D006801|126145|CT|Ethnic Groups;CT Treecode Lookup: M01.686 (Ethnic Groups)||MM;RC
24621085|Female|D005260|126145|CT|Ovary;CT Treecode Lookup: A05.360.319 (Ovary);CT Text Lookup: ovary|TI|MM;RC|455^5^0
24621085|Animals|D000818|126145|CT|Predatory Behavior;CT Treecode Lookup: F01.145.113.111 (Predatory Behavior);Predatory Behavior;CT Treecode Lookup: F01.145.113.252 (Predatory Behavior)||MM
24621085|*Amber|D018647|41428|MH|RtM via: amber;Forced Leaf Node Lookup:amber;checkForceMH Boosted|TI|MM|834^5^0;107^5^0
24621085|*Angiosperm|D019684|20963|ET|Entry Term Replacement for "Magnoliopsida";RtM via: Angiosperm;RtM via: Magnoliopsida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:angiosperma|TI|MM|780^10^0;1690^11^0
24621085|*Burseraceae|D029403|19649|MH|RtM via: Burseraceae;RtM via: Genus Protium;checkForceMH Boosted;Forced Non-Leaf Node Lookup:burseraceae|TI|MM|909^11^0;42^11^0;1478^7^0;888^7^0;574^7^0;21^7^0
24621085|*Fossils|D005580|18698|MH|RtM via: Fossils;Forced Leaf Node Lookup:fossils|TI|MM|88^6^0
24621085|Dominican Republic|D004293|18587|MH|RtM via: Dominican Republic;Forced Leaf Node Lookup:dominican republic|TI|MM|129^18^0
24621085|*Predatory Behavior|D011235|18494|MH|RtM via: Predatory Behavior;Forced Leaf Node Lookup:predation|TI|MM|302^9^0
24621085|*Ovary|D010053|18173|MH|RtM via: Both ovaries;RtM via: Ovary;Forced Leaf Node Lookup:ovary|TI|MM|455^5^0
24621085|*Protium|D006859|18068|ET|Entry Term Replacement for "Hydrogen";RtM via: Protium;RtM via: hydrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:protium|TI|MM|1478^7^0;888^7^0;574^7^0;21^7^0
24621085|Homeless Youth|D018453|125145|MH|||RC
24621085|Substance-Related Disorders|D019966|37143|MH|||RC
24621085|*Ethnic Groups|D005006|21222|MH|RtM via: Caribbean natives|TI|MM;RC|857^9^0
24621085|*Flower|D035264|1095|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;RtM via: Plant Calyx;Forced Non-Leaf Node Lookup:flowers|TI|MM|153^6^0;95^6^0;220^5^0
24621085|*Insect|D007313|804|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|295^6^0
24621085|*Forests|D065928|315|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|867^7^0
24621085|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1486^3^0
24621047|*Carex Plant|D031255|30619|MH|RtM via: Carex idahoa;RtM via: Carex specuicola;RtM via: Carex hallii;RtM via: Carex parryana;Forced Leaf Node Lookup:carex;checkForceMH Boosted|TI|MM|1292^12^0;631^12^0;745^16^0;115^16^0;1209^12^0;537^12^0;711^14^0;73^14^0
24621047|*Gardens|D000072506|15413|MH|RtM via: Gardens;Forced Leaf Node Lookup:gardens|TI|MM|159^7^0
24621047|*Wetlands|D053833|13838|MH|RtM via: Wetlands;Forced Leaf Node Lookup:wetlands|TI|MM|242^8^0
24621047|Colorado|D003120|13781|MH|RtM via: Colorado;Forced Leaf Node Lookup:colorado|TI|MM|924^8^0;275^8^0
24621047|Utah|D014589|13781|MH|RtM via: Utah;Forced Leaf Node Lookup:utah|TI|MM|895^4^0;254^4^0
24621047|Antigua and Barbuda|D000958|13577|MH|RtM via: Antigua;Forced Leaf Node Lookup:antigua|TI|MM|981^7^0
24621047|Pelvic Bones|D010384|78209|MH|||RC
24621047|Autonomic Dysreflexia|D020211|76213|MH|||RC
24621059|Colombia|D003105|34795|MH|RtM via: Colombia;Forced Leaf Node Lookup:colombian|TI|MM|1181^8^0;777^8^0;474^8^0;79^9^0
24621059|*Poaceae|D006109|26249|MH|RtM via: Arthrostylidiinae;RtM via: Bambuseae;RtM via: Bambusoideae;RtM via: Poaceae;RtM via: Aulonemia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:poaceae|TI|MM|833^17^0;165^17^0;822^9^0;154^9^0;808^12^0;140^12^0;799^7^0;131^7^0;1448^9^0;968^9^0;682^9^0;633^9^0;270^9^0;21^9^0
24621059|Venezuela|D014687|17504|MH|RtM via: Venezuela;Forced Leaf Node Lookup:venezuela|TI|MM|1042^9^0;788^9^0;328^9^0
24621059|aripiprazole lauroxil|C000603935|17292|NM|Forced SCR Leaf Node Lookup:aristada|TI|MM|1261^8^0
24621059|alpha-Linolenic Acid|D017962|64615|MH|||RC
24621059|Fatty Acids, Omega-3|D015525|61264|MH|||RC
24621059|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|714^3^0;1371^3^0
41972524|*Iris Plant|D031323|8762|MH|RtM via: Iris pseudacorus;Forced Leaf Node Lookup:iris pseudacorus;checkForceMH Boosted|TI|MM;RC|98^16^0;21^16^0
41972524|*Iridaceae|D027621|4633|MH|RtM via: Iridaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:iridaceae|TI|MM;RC|119^9^0;42^9^0
41972524|Colorado|D003120|565|MH|RtM via: Colorado;Forced Leaf Node Lookup:colorado|TI|MM|159^8^0;88^8^0
41972524|*Environment|D004777|366|MH|RtM via: Para (geographic area)|TI|MM|154^4^0
41971686|*Senecio|D012674|497|MH|RtM via: Senecio;Forced Leaf Node Lookup:senecios;checkForceMH Boosted|TI|MM|491^7^0;105^7^0
41971686|*Grindelia|D036623|455|MH|RtM via: Grindelia lanceolata;Forced Leaf Node Lookup:grindelias;checkForceMH Boosted|TI|MM|611^20^0;223^20^0
41971686|*Carex Plant|D031255|251|MH|RtM via: Carex arkansana;Forced Leaf Node Lookup:carex;checkForceMH Boosted|TI|MM|673^15^0;287^15^0
41971686|*Panicum|D008897|221|MH|RtM via: Panicum diffusum;Forced Leaf Node Lookup:panicum;checkForceMH Boosted|TI|MM|534^16^0;150^16^0
41971686|*Sagittaria|D034903|197|MH|RtM via: Sagittaria subulata;Forced Leaf Node Lookup:sagittarias;checkForceMH Boosted|TI|MM|470^19^0;84^19^0
41971686|*Arabis|D031214|194|MH|RtM via: Arabis;Forced Leaf Node Lookup:arabis;checkForceMH Boosted|TI|MM|633^6^0;245^6^0
41971686|*Cistaceae|D030601|288|MH|RtM via: Lechea|TI|MM|512^6^0;126^6^0
41971686|*Environment|D004777|153|MH|RtM via: Para (geographic area)|TI|MM|454^4^0
41971686|*Caryophyllaceae|D029748|75|MH|RtM via: Mononeuria minima|TI|MM|652^17^0;264^17^0
41971686|Louisiana|D008145|0|MH|RtM via: Louisiana (geographic location)|TI|MM|459^9^0;73^9^0
41971830|*Publications|D011642|519|MH|RtM via: Scientific Publication|TI|MM|76^9^0
41971830|*Names|D009275|138|MH|RtM via: Scientific Name|TI|MM|25^16^0
41971871|*Poaceae|D006109|672|MH|RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grasses|TI|MM|1552^7^0;938^7^0;947^7^0;85^7^0
41971871|*Geographic Information Systems|D040362|462|MH|Forced Leaf Node Lookup:gis|TI|MM|497^3^0;1289^3^0
41971871|*Environment|D004777|945|MH|RtM via: Zacatecas;RtM via: Para (geographic area)|TI|MM|1563^9^0;961^9^0;586^9^0;108^9^0;301^4^0
41971871|*Research|D012106|771|MH|RtM via: Study|TI|MM|1086^7^0
41971871|*Abstracting and Indexing|D000043|426|MH|RtM via: Index|TI|MM|1431^5^0
41971871|*Burkitt Lymphoma|D002051|345|MH|RtM via: African Burkitt's lymphoma|TI|MM|1599^8^0
41972435|*Convolvulaceae|D027722|15712|MH|RtM via: Dichondra;RtM via: Evolvulus;RtM via: Jacquemontia;RtM via: Merremia;RtM via: Operculina <angiosperm>;RtM via: Cressa <angiosperm>;RtM via: Convolvulaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:convolvulaceae|TI|MM|2202^9^0;257^9^0;2156^9^0;211^9^0;2170^12^0;225^12^0;2188^8^0;243^8^0;2234^10^0;289^10^0;2251^6^0;305^6^0;2997^14^0;2937^14^0;2073^14^0;101^14^0
