10.2307/2963520|Animals|D000818|38668|CT|Predatory Behavior;CT Treecode Lookup: F01.145.113.111 (Predatory Behavior);Predatory Behavior;CT Treecode Lookup: F01.145.113.252 (Predatory Behavior);Thoracica;CT Treecode Lookup: B01.050.500.131 (Thoracica);Gastropoda;CT Treecode Lookup: B01.050.500.644 (Gastropoda);Mussel;CT Treecode Lookup: B01.050.500.644 (Mussel);Mytilus;CT Treecode Lookup: B01.050.500.644 (Mytilus);Invertebrate;CT Treecode Lookup: B01.050.500 (Invertebrate);Mollusca;CT Treecode Lookup: B01.050.500.644 (Mollusca)||MM;RC
10.2307/2937322|*Forests|D065928|50910|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|2637^6^0;2381^6^0;2027^6^0;1929^7^0;1355^6^0;1291^6^0;790^6^0;725^7^0;428^6^0;504^6^0;842^6^0;2117^6^0
10.2307/2937322|*Plant Leaves|D018515|7215|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|2849^6^0;2760^4^0;2474^4^0;2534^4^0;2774^4^0
10.2307/2937322|*Photosynthesis|D010788|4038|MH|RtM via: Photosynthesis;Forced Non-Leaf Node Lookup:photosynthesis|TI|MM|2230^14^0;1396^14^0
10.2307/2937322|*Physical Phenomena|D055585|2871|MH|RtM via: Flow;RtM via: evaporation|TI|MM|620^7^0;2149^11^0
10.2307/2937322|*Nutrients|D000078622|1962|MH|RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|67^9^0;401^9^0
10.2307/2937322|*Respiration|D012119|264|MH|RtM via: Respiration;Forced Non-Leaf Node Lookup:respiration|TI|MM|1462^11^0;176^11^0
27646074|*Seedlings|D036226|12575|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM|1725^9^0
27646074|*Seasons|D012621|9553|MH|RtM via: Summer;Forced Leaf Node Lookup:seasonal|TI|MM;RC|1746^6^0;1141^8^0
27646074|*Phylogeny|D010802|8866|MH|RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic|TI|MM;RC|2023^4^0;1399^4^0;886^12^0;742^12^0
27646074|*Freezing|D005615|5782|MH|RtM via: Freezing;Forced Leaf Node Lookup:freezing|TI|MM|2177^8^0;166^8^0;2218^8^0
27646074|*Biomechanical Phenomena|D001696|5179|MH|RtM via: Biomechanical Phenomena;Forced Leaf Node Lookup:biomechanics|TI|MM;RC|252^12^0
27646074|*Flexural Strength|D000077298|4471|MH|Forced Leaf Node Lookup:modulus of rupture|TI|MM|1322^18^0
27646074|*Xylem|D052584|43017|MH|RtM via: Xylem;Forced Non-Leaf Node Lookup:xylems|TI|MM;RC|2135^5^0;1866^5^0;1496^5^0;1281^5^0;1206^5^0;979^5^0;825^5^0;595^5^0;35^5^0;75^5^0
27646074|*Climate|D002980|9744|MH|RtM via: Climate|TI|MM;RC|425^7^0
27646074|Mediterranean Region|D019083|9501|MH|RtM via: Mediterranean Region|TI|MM|406^13^1;433^6^1
27646074|*Fire|D005390|5952|ET|Entry Term Replacement for "Fires";RtM via: Fire - disasters|TI|MM;RC|2363^4^0;1583^4^0
27646074|*Seed|D012639|2565|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|1623^4^0
27646074|Water|D014867|572|MH|Forced Non-Leaf Node Lookup:water||MM;RC|268^5^0
27646074|Regeneration|D012038|1000|MH|Forced Non-Leaf Node Lookup:regenerations||MM|2368^12^0
27646074|California|D002140|0|MH|RtM via: California|TI|MM|452^10^0
10.2307/1942403|*Soil|D012987|22018|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM;RC|1423^4^0;1089^4^0;1180^5^0;951^4^0;725^5^0;606^4^0;298^5^0
10.2307/1942403|*Conifer|D064028|13957|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:conifers|TI|MM;RC|321^7^0;40^7^0
10.2307/1942403|*Biomass|D018533|13600|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM;RC|1386^7^0;490^7^0
10.2307/1942403|*Aluminum|D000535|11870|MH|RtM via: Dietary Aluminum;RtM via: aluminum;Forced Leaf Node Lookup:aluminum;checkForceMH Boosted|TI|MM;RC|1274^8^0;810^8^0
10.2307/1942403|*Sequoia|D032487|11243|MH|RtM via: California redwood;Forced Leaf Node Lookup:redwoods;checkForceMH Boosted|TI|MM|378^7^0
10.2307/1942403|*Water|D014867|6862|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM;RC|640^5^0
10.2307/1942403|*Feedback|D005246|4654|MH|RtM via: Feedback - evaluative response process;RtM via: Feedback - system communication;Forced Leaf Node Lookup:feedbacks|TI|MM|1202^8^0
10.2307/1942403|*Forests|D065928|29694|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|1118^6^0;718^6^0;48^7^0;1173^6^0
10.2307/1942403|*Nutrients|D000078622|3165|MH|RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM;RC|1428^8^0;1026^8^0;1369^9^0;767^9^0;564^8^0
10.2307/1942403|*Stunting|D006130|2787|ET|Entry Term Replacement for "Growth Disorders";RtM via: Growth Disorders;RtM via: Pygmies;Forced Non-Leaf Node Lookup:stuntings|TI|MM|1337^8^0;1112^5^0;712^5^0;315^5^0
10.2307/1942403|*Analysis, Factor|D005163|1398|ET|Entry Term Replacement for "Factor Analysis, Statistical";RtM via: Analysis, Factor;Forced Non-Leaf Node Lookup:factor analysis|TI|MM|1674^15^0
10.2307/1942403|Hydrogen-Ion Concentration|D006863|1000|MH|Forced Non-Leaf Node Lookup:acidification;Forced Non-Leaf Node Lookup:ph||MM;RC|1044^13^0;502^2^0;941^2^0;1290^2^0
10.2307/1942403|California|D002140|129|MH|RtM via: California;RtM via: Mendocino County, CA|TI|MM|111^10^0;93^16^0
10.2307/1942600|Animals|D000818|1000|CT|Forced Treecode Turn Back On: B01.050.150.900.248.620 (Passeriformes)||MM
10.2307/1942600|*Basal Metabolism|D001481|25303|MH|RtM via: Basal metabolic rate;Forced Leaf Node Lookup:basal metabolic rates|TI|MM;RC|1567^20^0
10.2307/1942600|*Seasons|D012621|7714|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM;RC|3353^6^0;1487^6^0;224^6^0
10.2307/1942600|*Hot Temperature|D006358|6118|MH|RtM via: Heat (physical force);Forced Leaf Node Lookup:heat|TI|MM|2640^4^0;431^4^0
10.2307/1942600|*Temperature|D013696|6109|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|469^11^0
10.2307/1942600|*Wind|D014919|5503|MH|RtM via: Environmental Wind;Forced Leaf Node Lookup:wind|TI|MM|485^4^0
10.2307/1942600|*Water|D014867|4858|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|289^5^0
10.2307/1942600|*Laboratories|D007753|4339|MH|Forced Leaf Node Lookup:laboratory|TI|MM|343^10^0
10.2307/1942600|*Energy Expenditure|D004734|17502|ET|Entry Term Replacement for "Energy Metabolism";RtM via: Energy Balance;RtM via: Energy Metabolism;Forced Non-Leaf Node Lookup:energy expenditures|TI|MM;RC|1285^14^0;3321^18^0;567^18^0;2386^18^0
10.2307/1942600|*Diet|D004032|11076|MH|RtM via: Basal Diet;RtM via: Diet;Forced Non-Leaf Node Lookup:diet|TI|MM;RC|740^4^0
10.2307/1942600|*Food|D005502|7173|MH|RtM via: Food|TI|MM;RC|2990^4^0;1865^4^0;931^4^0
10.2307/1942600|*Production, Heat|D022722|4995|ET|Entry Term Replacement for "Thermogenesis";RtM via: Thermogenesis;Forced Non-Leaf Node Lookup:heat production|TI|MM|380^15^0
10.2307/1942600|*Physical Activity|D015444|4542|ET|Entry Term Replacement for "Exercise";RtM via: Exercise;Forced Non-Leaf Node Lookup:physical activities;Forced Non-Leaf Node Lookup:physical activity|TI|MM;RC|2856^19^0;2458^19^0;628^17^0
10.2307/1942600|*Passeriformes|D046109|3282|MH|RtM via: Junco phaeonotus;Forced Non-Leaf Node Lookup:passerines|TI|MM|2948^18^0;119^16^0;99^18^0;3266^6^0;3072^6^0;2549^6^0;2308^6^0;1881^6^0;1618^6^0;1412^6^0;1246^6^0;898^6^0;2602^9^0
10.2307/1942600|*Insect|D007313|687|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|865^6^0
10.2307/1942600|Resource Allocation|D040841|1000|MH|Forced Non-Leaf Node Lookup:allocation of||MM|44^13^0
10.2307/1942600|*Longitudinal Studies|D008137|1572|MH|RtM via: Continuous|TI|MM|1381^12^0
41739375|Humans|D006801|54527|CT|Patient Discharge;CT Treecode Lookup: E02.760 (Patient Discharge);Patient Discharge;CT Treecode Lookup: N02.421.585 (Patient Discharge)|TI|MM
41739375|*Rivers|D045483|53527|MH|RtM via: Streams;Forced Leaf Node Lookup:streams|TI|MM;RC|1765^6^0;1598^6^0;1522^6^0;1395^6^0;419^6^0;351^6^0;51^6^0;1572^6^0
41739375|*Hydrology|D062070|52463|MH|RtM via: Hydrology;Forced Leaf Node Lookup:hydrologies;Forced Leaf Node Lookup:hydrology|TI|MM;RC|2327^9^0;897^9^0;75^9^0;1642^10^0
41739375|*Phosphorus|D010758|38020|MH|RtM via: phosphorus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phosphorus|TI|MM;RC|1331^3^0;678^10^0;740^10^0
41739375|*Nitrogen|D009584|29734|MH|RtM via: nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM;RC|710^8^0
41739375|*Soil|D012987|21883|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|1064^4^0
41739375|*Droughts|D055864|21485|MH|RtM via: Droughts;Forced Leaf Node Lookup:droughts|TI|MM|2493^8^0;2064^8^0;1812^7^0
41739375|*Water|D014867|13348|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM;RC|426^5^0;58^5^0
41739375|*Climate Change|D057231|12943|MH|RtM via: Climate Change;Forced Lookup:climate change|TI|MM|2351^14^0;2171^17^0
41739375|*Temperature|D013696|10228|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|236^11^0
41739375|*Incidence|D015994|8278|MH|RtM via: Incidence;Forced Leaf Node Lookup:incidences|TI|MM|1999^9^0
41739375|Tennessee|D013714|8218|MH|RtM via: Tennessee;Forced Leaf Node Lookup:tennessee|TI|MM|146^9^0
41739375|*Patient Discharge|D010351|8194|MH|RtM via: Patient Discharge;Forced Leaf Node Lookup:discharge|TI|MM|847^9^0
41739375|*Groundwater|D060587|10074|MH|RtM via: Groundwater;Forced Non-Leaf Node Lookup:ground waters|TI|MM|1141^12^0
41739375|Water Movements|D014872|7014|MH|||RC
41739375|*Forest|D065928|5682|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|305^6^0
41739375|*Nutrients|D000078622|1431|MH|RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|2126^8^0;1748^8^0;1491^8^0;1412^8^0;1348^9^0;1294^8^0;642^9^0
41739375|Carbon|D002244|1000|MH|Forced Non-Leaf Node Lookup:dissolved organic carbon||MM;RC|762^24^0
10.2307/3100083|Humans|D006801|28424862|CT|Forced Humans: human;Forced Leaf Node Lookup:humans;checkForceMH Boosted|TI|MM;RC|3586^5^0
10.2307/3100083|Animals|D000818|28424862|CT|Ants;CT Treecode Lookup: B01.050.500.131 (Ants);Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds)||MM;RC
10.2307/3100083|*Ants|D001000|3206460|MH|RtM via: Ants;Forced Leaf Node Lookup:ants;checkForceMH Boosted|TI|MM|2561^3^0;2748^4^0;1956^3^0;1650^3^0
10.2307/3100083|*Satellite Imagery|D063809|1074160|MH|RtM via: Satellite Imagery;Forced Leaf Node Lookup:satellite imagery|TI|MM|910^17^0
10.2307/3100083|*Linear Models|D016014|1068973|MH|RtM via: Linear Regression;Forced Leaf Node Lookup:linear regressions|TI|MM|1232^17^0
10.2307/3100083|*Temperature|D013696|1068598|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|2495^11^0;2636^11^0
10.2307/3100083|*Radius|D011884|1067857|MH|RtM via: Bone structure of radius;Forced Leaf Node Lookup:radius|TI|MM|2899^6^0;2220^5^0
10.2307/3100083|Ecuador|D004484|1067764|MH|RtM via: Ecuador;Forced Leaf Node Lookup:ecuador|TI|MM|756^7^0
10.2307/3100083|*Biometry|D001699|141810|MH|RtM via: Science of Statistics|TI|MM|1988^13^0
10.2307/3100083|*Habitats|D017753|48948|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|3291^7^0;2622^8^0;228^7^0;52^7^0;268^7^0
10.2307/3100083|*Forest|D065928|48570|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|3540^6^0;3032^6^0;2881^6^0;2229^4^0;2335^6^0;2042^6^0;1901^6^0;1720^6^0;1496^6^0;1379^6^0;1029^6^0;1007^6^0;792^6^0;736^6^0;598^6^0;847^6^0;1205^6^0;2444^6^0
10.2307/3100083|*Birds|D001717|22938|MH|RtM via: Aves;Forced Non-Leaf Node Lookup:birds|TI|MM;RC|3612^5^0;2575^5^0;2451^5^0;1800^5^0;1664^5^0;623^4^0;616^5^0;2721^5^0
10.2307/3100083|Plant Leaves|D018515|1000|MH|Forced Non-Leaf Node Lookup:leaf||MM|2274^4^0
10.2307/1942411|*Seasons|D012621|21356|MH|RtM via: Summer;RtM via: Winter;RtM via: Seasons;Forced Leaf Node Lookup:seasonal;Forced Leaf Node Lookup:seasons|TI|MM;RC|2507^6^0;1903^6^0;2518^6^0;1858^6^0;612^6^0;459^8^0;481^8^0;1363^8^0;1544^8^0;1924^8^0;2307^8^0;2455^8^0
10.2307/1942411|*Islands|D062312|7807|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM|226^7^0
10.2307/1942411|*Diving|D004242|3868|MH|RtM via: Diving (activity);Forced Leaf Node Lookup:divings|TI|MM|385^6^0
10.2307/1942411|New Hampshire|D009513|3766|MH|RtM via: New Hampshire;Forced Leaf Node Lookup:new hampshire|TI|MM|3200^13^0
10.2307/1942411|*Longevity|D008136|3493|MH|RtM via: Longevity;Forced Leaf Node Lookup:longevity|TI|MM|569^9^0
10.2307/1942411|Nova Scotia|D009674|3340|MH|RtM via: Nova Scotia;Forced Leaf Node Lookup:nova scotia|TI|MM|3224^11^0
10.2307/1942411|*Habitat|D017753|17145|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|2019^7^0;1535^7^0
10.2307/1942411|*Rhodophyta|D000461|8346|MH|RtM via: Rhodophyta;Forced Non-Leaf Node Lookup:rhodophyta|TI|MM;RC|1977^9^0;1886^9^0;347^10^0
10.2307/1942411|*Chlorophyta|D000460|7479|MH|RtM via: Chlorophyta;Forced Non-Leaf Node Lookup:chlorophyta|TI|MM;RC|318^11^0
10.2307/1942411|*Ecology|D004463|5709|MH|RtM via: Ecology|TI|MM|161^12^0
10.2307/1942411|*Phaeophyta|D000459|4965|MH|RtM via: Algae, Brown (eukaryote);Forced Non-Leaf Node Lookup:brown algae;Forced Non-Leaf Node Lookup:phaeophyta|TI|MM;RC|2880^11^0;1833^11^0;331^10^0
10.2307/1942411|Massachusetts|D008404|429|MH|RtM via: Massachusetts (geographic location)|TI|MM|3185^13^0
10.2307/2657160|Animals|D000818|25001|CT|Gastropods;CT Treecode Lookup: B01.050.500.644 (Gastropods)|TI|MM
10.2307/2657160|*Chondrus|D044723|24001|MH|RtM via: Chondrus crispus;Forced Leaf Node Lookup:chondrus crispus;checkForceMH Boosted|TI|MM;RC|196^16^0
10.2307/2657160|*Seasons|D012621|13091|MH|RtM via: Autumn;RtM via: Summer;RtM via: spring (season);RtM via: Seasons;RtM via: Winter;Forced Leaf Node Lookup:seasons|TI|MM;RC|2728^5^0;2085^4^0;2077^6^0;2368^6^0;2069^6^0;2450^6^0;2061^6^0;1609^6^0
10.2307/2657160|*Herbivory|D060434|7687|MH|RtM via: Herbivory;Forced Leaf Node Lookup:herbivores;Forced Leaf Node Lookup:herbivory|TI|MM|2137^10^0;1438^9^0
10.2307/2657160|*Gastropods|D049851|4085|ET|Entry Term Replacement for "Gastropoda";RtM via: Gastropoda;checkForceMH Boosted;Forced Non-Leaf Node Lookup:gastropods|TI|MM|1374^10^0
10.2307/2657160|*Water|D014867|3503|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|1937^3^0;776^3^0;453^3^0;78^5^0
10.2307/2657160|*Accidental Falls|D000058|3410|MH|RtM via: Accidental Falls;RtM via: Falls;Forced Leaf Node Lookup:falls|TI|MM|2728^5^0;2085^4^0
10.2307/2657160|*Survivorship|D000073859|3314|MH|RtM via: survivorship;Forced Leaf Node Lookup:survivorship|TI|MM|841^12^0
10.2307/2657160|*Laboratories|D007753|3209|MH|RtM via: Laboratory;Forced Leaf Node Lookup:laboratory|TI|MM|1398^10^0
10.2307/2657160|*Tooth Apex|D019227|2975|MH|Forced Lookup:apical tissue|TI|MM|2322^13^0
10.2307/2657160|*Rhodophyta|D000461|14457|MH|RtM via: Mastocarpus stellatus|TI|MM;RC|217^21^0
10.2307/2657160|*Seaweed|D012624|8832|MH|RtM via: Seaweed;Forced Non-Leaf Node Lookup:seaweed|TI|MM;RC|186^8^0
10.2307/2657160|*Reproduction|D012098|4191|MH|RtM via: Reproduction|TI|MM;RC|1273^12^0
10.2307/2657160|*Transplants|D019737|1932|MH|RtM via: Transplanted;RtM via: Transplanted tissue|TI|MM|714^12^0
10.2307/2657160|*Nutrients|D000078622|675|MH|RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|322^9^0
10.2307/2657160|*Physiological Stress|D013312|672|ET|Entry Term Replacement for "Stress, Physiological";RtM via: Physiological Stress;Forced Non-Leaf Node Lookup:physiological stress|TI|MM|2250^20^0
10.2307/2657160|New England|D009511|336|MH|RtM via: New England|TI|MM|110^11^0
10.2307/1942213|Animals|D000818|102018|CT|Passeriformes;CT Treecode Lookup: B01.050.150.900.248 (Passeriformes)||MM;RC
10.2307/1942213|United States|D014481|102018|CT|Forced Leaf Node Lookup:american|TI|MM|199^8^0
10.2307/1942213|*Clutch Size|D052284|101018|MH|RtM via: Clutch Size;Forced Leaf Node Lookup:clutch sizes|TI|MM;RC|2637^11^0;2469^11^0;2298^11^0;1814^11^0;1745^12^0;1524^11^0;1122^11^0;953^11^0;698^11^0;330^11^0;28^11^0;460^11^0
10.2307/1942213|*Seasons|D012621|27050|MH|RtM via: day length;RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM;RC|1096^9^0;1784^6^0;1575^6^0;1501^6^0;944^7^0
10.2307/1942213|Saskatchewan|D012525|8842|MH|RtM via: Saskatchewan;Forced Leaf Node Lookup:saskatchewan|TI|MM|1732^12^0
10.2307/1942213|*Passeriformes|D046109|32271|MH|RtM via: Calcarius lapponicus;RtM via: Genus Calcarius;RtM via: Plectrophenax nivalis;Forced Non-Leaf Node Lookup:snow buntings|TI|MM;RC|1275^16^0;840^16^0;123^20^0;105^16^0;1707^8^0;1909^12^0;1851^12^0;1296^12^0;163^21^0;149^12^0
10.2307/1942213|*Reproduction|D012098|22524|MH|RtM via: Reproduction|TI|MM;RC|2723^12^0
10.2307/1942213|*Diet|D004032|11394|MH|RtM via: Basal Diet;RtM via: Diet;Forced Non-Leaf Node Lookup:diet|TI|MM;RC|1431^4^0
10.2307/1942213|*Food|D005502|9309|MH|RtM via: Food|TI|MM;RC|2550^4^0;2401^4^0;429^4^0
10.2307/1942213|*Insecta|D007313|3534|MH|RtM via: Class Insecta imago;Forced Non-Leaf Node Lookup:insects|TI|MM;RC|1381^13^0;1387^7^0
10.2307/1942213|*Food Supply|D005523|3354|MH|RtM via: Food Supply;Forced Non-Leaf Node Lookup:food supply|TI|MM|2529^11^0;1652^11^0
10.2307/1942213|*Natural Selection|D012641|2829|ET|Entry Term Replacement for "Selection, Genetic";RtM via: Natural Selection;Forced Non-Leaf Node Lookup:natural selection|TI|MM|2618^17^0
10.2307/1942213|*Probability|D011336|1092|MH|RtM via: Probability;Forced Non-Leaf Node Lookup:probability|TI|MM|2757^11^0
10.2307/1942213|Biology|D001695|1000|MH|Forced Non-Leaf Node Lookup:biology||MM|72^7^0
10.2307/1942213|*Islands|D062312|3315|MH|RtM via: Islands|TI|MM|1958^6^0;1327^6^0;631^6^0
10.2307/1942173|Animals|D000818|44173|CT|Strongylocentrotus;CT Treecode Lookup: B01.050.500.408 (Strongylocentrotus);CT Text Lookup: animal;CT Text Lookup: animals|TI|MM;RC|1586^7^0;1662^7^0;2356^7^0
10.2307/1942173|*Food Preferences|D005518|34876|MH|RtM via: Food Preferences;Forced Leaf Node Lookup:food preferences|TI|MM;RC|1089^15^0;781^16^0
10.2307/1942173|*Diatoms|D017377|22381|MH|RtM via: Diatoms;Forced Leaf Node Lookup:diatoms;checkForceMH Boosted|TI|MM|3776^7^0
10.2307/1942173|*Ulva|D044445|21538|MH|RtM via: Ulva;Forced Leaf Node Lookup:ulva;checkForceMH Boosted|TI|MM|2648^4^0
10.2307/1942173|*Laminaria|D007795|21043|MH|RtM via: Laminaria;Forced Leaf Node Lookup:laminarias;checkForceMH Boosted|TI|MM|4943^9^0;3224^9^0;271^9^0
10.2307/1942173|*Herbivory|D060434|16853|MH|RtM via: Herbivory;Forced Leaf Node Lookup:herbivores|TI|MM;RC|5074^9^0
10.2307/1942173|*Biomass|D018533|12002|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM;RC|3184^7^0;2872^7^0
10.2307/1942173|*Strongylocentrotus|D047269|11861|MH|RtM via: Strongylocentrotus droebachiensis;checkForceMH Boosted;Forced Non-Leaf Node Lookup:strongylocentrotus|TI|MM|28^32^0
10.2307/1942173|*Islands|D062312|10865|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM|5232^7^0
10.2307/1942173|*Physiognomy|D010826|10523|MH|RtM via: Physiognomy;Forced Leaf Node Lookup:physiognomy|TI|MM|3656^11^0
10.2307/1942173|*Artifacts|D016477|10112|MH|RtM via: Morphologic artifacts;Forced Leaf Node Lookup:artifacts|TI|MM|958^8^0
10.2307/1942173|*Laboratories|D007753|9515|MH|RtM via: Laboratory;Forced Leaf Node Lookup:laboratory|TI|MM|5039^10^0;4744^10^0;3926^10^0;119^10^0
10.2307/1942173|*Phaeophyta|D000459|43173|MH|RtM via: Alaria <Phaeophyceae>;RtM via: Alaria <trematode>;RtM via: Costaria;RtM via: Costaria costata;RtM via: Neoagarum fimbriatum;RtM via: Nereocystis;RtM via: Nereocystis luetkeana (organism);RtM via: Saccharina latissima;RtM via: Agarum|TI|MM|4030^6^0;2936^6^0;4929^8^0;4073^8^0;1199^8^0;253^16^0;353^17^0;4916^11^0;3628^11^0;3270^11^0;3126^11^0;2602^11^0;2397^11^0;2290^11^0;2078^11^0;1500^11^0;1175^11^0;537^11^0;230^21^0;271^20^0;4962^6^0;4227^6^0;2483^6^0;1622^6^0;698^6^0;3740^10^0;1518^10^0;1223^10^0
10.2307/1942173|*Green Algae|D000460|25215|ET|Entry Term Replacement for "Chlorophyta";RtM via: Chlorophyta;RtM via: Monostroma;Forced Non-Leaf Node Lookup:green algae|TI|MM;RC|2723^11^0;2637^10^0;310^10^0
10.2307/1942173|*Diet|D004032|19722|MH|RtM via: Basal Diet;RtM via: Diet;Forced Non-Leaf Node Lookup:diet|TI|MM;RC|2779^4^0;2475^4^0;2282^4^0;1853^4^0;1698^4^0
10.2307/1942173|*Feeding Behavior|D005247|19290|MH|RtM via: Feeding behaviors;Forced Non-Leaf Node Lookup:feeding behavior|TI|MM;RC|6465^16^0;5702^16^0
10.2307/1942173|*Caloric Intake|D002149|8745|ET|Entry Term Replacement for "Energy Intake";RtM via: Energy Intake;Forced Non-Leaf Node Lookup:caloric intake|TI|MM|918^14^0
10.2307/1942173|*Nutritional Value|D009753|5292|ET|Entry Term Replacement for "Nutritive Value";RtM via: Nutritive Value;Forced Non-Leaf Node Lookup:nutritional values|TI|MM|6172^17^0
10.2307/1942173|*Reproduction|D012098|1182|MH|RtM via: Reproduction;Forced Non-Leaf Node Lookup:reproduction|TI|MM|6357^9^0;5885^12^0;5595^12^0;4985^12^0;4484^12^0;2168^12^0
10.2307/1942173|*Gonad|D006066|828|ET|Entry Term Replacement for "Gonads";RtM via: Gonadal structure;Forced Non-Leaf Node Lookup:gonads|TI|MM|4509^5^0;2189^5^0;2208^5^0
10.2307/1942173|Social Responsibility|D012941|1000|MH|Forced Non-Leaf Node Lookup:future generations||MM|6409^18^0
27646028|Female|D005260|266159|CT|Forced Lookup:female|TI|MM|1305^6^0;1624^6^0
27646028|Animals|D000818|266159|CT|Antelopes;CT Treecode Lookup: B01.050.150.900.649.313.500 (Antelopes)|TI|MM
27646028|South Africa|D013019|124207|MH|RtM via: South Africa;Forced Leaf Node Lookup:south africa|TI|MM|638^12^0
27646028|*Antelopes|D000866|78257|MH|RtM via: Genus Connochaetes (organism);RtM via: Wildebeest;Forced Leaf Node Lookup:wildebeest;checkForceMH Boosted|TI|MM|656^10^0
27646028|*Rosa|D027826|75881|MH|RtM via: Rosa;Forced Leaf Node Lookup:rose;checkForceMH Boosted|TI|MM|1242^4^0;1142^4^0
27646028|Tanzania|D013636|51517|MH|RtM via: Tanzania;Forced Leaf Node Lookup:tanzania|TI|MM;RC|711^8^0
27646028|*Population Density|D011156|45331|MH|RtM via: Population Density;Forced Leaf Node Lookup:population density|TI|MM|86^18^0
27646028|*Population Growth|D011158|42529|MH|RtM via: Population Growth;Forced Leaf Node Lookup:population growth|TI|MM|2268^17^0;1779^17^0;1472^17^0;903^17^0;59^17^0
27646028|*Parks, Recreational|D000068316|39106|MH|RtM via: National Parks;Forced Leaf Node Lookup:national parks|TI|MM|623^13^0;696^13^0
27646028|*Herbivory|D060434|38281|MH|RtM via: Herbivory;Forced Leaf Node Lookup:herbivores|TI|MM|220^10^0
27646028|Poliomyelitis|D011051|265159|MH|||RC
27646028|Disease Eradication|D060740|195406|MH|||RC
27646028|*Fertility|D005298|2205|MH|RtM via: Fertility;Forced Non-Leaf Node Lookup:fertility|TI|MM|1151^9^0
4539106|Humans|D006801|69840298|CT|Forced Humans: individuals|TI|MM;RC
4539106|Animals|D000818|69840298|CT|Isopoda;CT Treecode Lookup: B01.050.500.131 (Isopoda)||MM;RC
