43519415|Humans|D006801|10474417|CT|Forced Humans: man|TI|MM;RC
43519239|*Plant Leaves|D018515|6822|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM;RC|875^4^0
43519239|Ecology|D004463|1000|MH|Forced Non-Leaf Node Lookup:interspecific competition||MM;RC|264^25^0
43519433|*Judgment|D007600|1009|MH|RtM via: Judgment;Forced Leaf Node Lookup:judgments|TI|MM|387^8^0
43519433|*Grassland|D065948|826|MH|Forced Leaf Node Lookup:grasslands|TI|MM|57^9^0
43519433|*Research Design|D012107|5130|MH|RtM via: Random Sampling;RtM via: Simple Random Sampling|TI|MM;RC|256^15^0;546^20^0
43519433|*Probability|D011336|3690|MH|RtM via: Chance|TI|MM|293^7^0
43519433|*Forest|D065928|585|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|49^6^0
43504897|*Lotus|D000070116|9930|MH|RtM via: Lotus corniculatus;RtM via: Lotus japonicus;Forced Leaf Node Lookup:lotus corniculatus;checkForceMH Boosted|TI|MM;RC|1165^18^0;38^18^0
43504897|*Zea mays|D003313|5763|MH|RtM via: Maize;RtM via: Zea;RtM via: Zea mays;Forced Leaf Node Lookup:corn;checkForceMH Boosted|TI|MM|1279^4^0
43504897|*Seasons|D012621|3201|MH|RtM via: Autumn;RtM via: Seasons;RtM via: Summer;Forced Leaf Node Lookup:seasons|TI|MM|1656^6^0;1729^6^0;1722^6^0
43504897|*Tetraploidy|D057891|3156|MH|RtM via: Tetraploidy;Forced Leaf Node Lookup:tetraploids|TI|MM|1117^10^0
43504897|*Diploidy|D004171|2943|MH|RtM via: Diploidy;Forced Leaf Node Lookup:diploids|TI|MM|1002^7^0
43504897|Hungary|D006814|1638|MH|RtM via: Hungary;Forced Leaf Node Lookup:hungary|TI|MM|79^7^0
43504897|*Color|D003116|1635|MH|Forced Leaf Node Lookup:colours|TI|MM|481^6^0
43504897|*Temperature|D013696|1635|MH|Forced Leaf Node Lookup:temperatures|TI|MM|418^11^0
43504897|*Plant Leaves|D018515|5892|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|1381^6^0;319^6^0
43504897|*Flowers|D035264|4122|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|1542^6^0;1478^7^0;1366^6^0;337^7^0
43504897|*Desiccation|D003890|2850|MH|RtM via: Desiccation|TI|MM;RC|390^6^0
43504897|*Glycosides|D006027|2109|MH|RtM via: Plant cyanogenic glycoside|TI|MM;RC|140^20^0
43504897|*Chromosomes|D002875|408|MH|RtM via: Chromosome number;Forced Non-Leaf Node Lookup:chromosome|TI|MM|1048^17^0;913^17^0
43504897|Glucosides|D005960|1000|MH|Forced Non-Leaf Node Lookup:glucosides||MM;RC|151^9^0
43519256|*Grass|D006109|26804|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grasses|TI|MM;RC|1034^7^0;866^7^0;551^7^0;352^5^0;250^5^0;25^5^0
43519256|*Nitrogen|D009584|8933|MH|RtM via: nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM;RC|967^8^0;1063^8^0
43519256|*Grassland|D065948|4099|MH|Forced Leaf Node Lookup:grasslands|TI|MM;RC|486^10^0
43519256|*Temperature|D013696|2862|MH|Forced Leaf Node Lookup:temperatures|TI|MM;RC|823^11^0
43519256|Hungary|D006814|2510|MH|RtM via: Hungary;Forced Leaf Node Lookup:hungary|TI|MM|42^7^0
43519256|*Habitat|D017753|12171|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|1046^8^0;852^7^0;802^8^0;320^8^0
43519256|*Seasons|D012621|4263|MH|RtM via: Summer|TI|MM;RC|635^6^0
43519256|*Hot Temperature|D006358|1365|MH|RtM via: High temperature of physical object|TI|MM|816^18^0
43519189|*Data Analysis|D000078332|1246|MH|RtM via: Data Analysis;Forced Leaf Node Lookup:data analysis|TI|MM|163^13^0
43519189|Computer Graphics|D003196|620|MH|||RC
43519189|Software|D012984|452|MH|||RC
43519418|*Gramineae|D006109|429|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:gramineae|TI|MM|3999^9^0;3148^9^0;3041^9^0;2990^9^0;2352^9^0;2289^9^0;445^9^0;543^9^0
43519418|*Diploidy|D004171|192|MH|Forced Leaf Node Lookup:diploidies|TI|MM|135^9^0
43519418|*Death|D003643|186|MH|RtM via: Cessation of life|TI|MM|3764^4^0;3779^3^0;3599^3^0;3290^3^0;3144^3^0;3218^3^0;3037^3^0;3125^3^0;2974^3^0;2818^3^0;2694^3^0;2624^3^0;2456^3^0;2330^3^0;2057^3^0;1985^3^0;1632^3^0;1081^3^0;987^3^0;874^3^0;799^3^0;662^3^0;411^3^0
43519418|Verloes Bourguignon syndrome|C536538|175|NM|RtM via: Verloes Bourguignon syndrome|TI|MM|3594^4^0
43519418|*Amelogenesis Imperfecta|D000567|174|HM|RtM via: Verloes Bourguignon syndrome|TI|MM|3594^4^0
43519418|*Osteochondrodysplasias|D010009|60|HM|RtM via: Verloes Bourguignon syndrome|TI|MM|3594^4^0
43519418|Polyploidy|D011123|1000|MH|Forced Non-Leaf Node Lookup:polyploidies||MM|145^11^0;1659^11^0
43519257|*Computer Simulation|D003198|2119|MH|RtM via: Computer simulation;Forced Lookup:computer simulation|TI|MM|650^19^0
43519257|*Artifacts|D016477|2017|MH|RtM via: Morphologic artifacts;Forced Leaf Node Lookup:artifacts|TI|MM|885^9^0
43519257|*Ecology|D004463|12012|MH|RtM via: Ecology|TI|MM;RC|674^12^0
43519257|Ecosystem|D017753|1276|MH|||RC
43519257|*Research Design|D012107|747|MH|RtM via: Test Method|TI|MM|1050^6^0;861^6^0;455^6^0
43519097|*Seasons|D012621|30264|MH|RtM via: Summer;RtM via: spring (season);RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM;RC|676^6^0;493^6^0;415^6^0;702^6^0;401^6^0;587^6^0
43519097|*Soil|D012987|27420|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|907^4^0;217^4^0
43519097|*Droughts|D055864|25596|MH|RtM via: Droughts;Forced Leaf Node Lookup:droughts|TI|MM;RC|780^7^0
43519097|*Festuca|D031751|20754|MH|RtM via: Festuca glauca;RtM via: Festuca vaginata;Forced Leaf Node Lookup:festucas;checkForceMH Boosted|TI|MM|377^14^0;1308^16^0;952^16^0;87^16^0
43519097|*Water|D014867|18534|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM;RC|1032^5^0;850^5^0;735^5^0;516^5^0;25^5^0
43519097|*Mycorrhizae|D038821|17241|MH|RtM via: Mycorrhizae;Forced Leaf Node Lookup:mycorrhizae;checkForceMH Boosted|TI|MM|1391^11^0
43519097|*Temperature|D013696|14940|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM;RC|181^11^0
43519097|*Lighting|D008029|7926|MH|RtM via: Lighting;Forced Leaf Node Lookup:illumination|TI|MM|236^12^0
43519097|*Humidity|D006813|7092|MH|Forced Leaf Node Lookup:humidity|TI|MM;RC|207^8^0;938^8^0
43519097|*Habitats|D017753|16749|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|1258^8^0
43519097|*Photosynthesis|D010788|16284|MH|RtM via: Photosynthesis;Forced Non-Leaf Node Lookup:photosynthesis|TI|MM;RC|1290^14^0
43519097|*Plant Leaves|D018515|10188|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|863^6^0;321^6^0;77^6^0
43519091|*Computers, Mainframe|D003204|19059|MH|RtM via: Computers, Mainframe;Forced Leaf Node Lookup:mainframe computers|TI|MM;RC|65^19^0
43519091|*Computer|D003201|22308|ET|Entry Term Replacement for "Computers";RtM via: Computer Hardware Device;RtM via: Computers;Forced Non-Leaf Node Lookup:computers|TI|MM;RC|420^8^0;462^8^0
43519091|*Microcomputers|D008838|11739|MH|RtM via: Microcomputers;Forced Non-Leaf Node Lookup:microcomputers|TI|MM;RC|137^14^0
43519091|*Algorithms|D000465|2547|MH|RtM via: algorithm;Forced Non-Leaf Node Lookup:algorithms|TI|MM;RC|404^10^0
43519442|*Carex Plant|D031255|5743|MH|RtM via: Carex digitata;Forced Leaf Node Lookup:carex;checkForceMH Boosted|TI|MM|1529^14^0
43519442|*Lathyrus|D027807|4927|MH|RtM via: Lathyrus vernus;Forced Leaf Node Lookup:lathyrus;checkForceMH Boosted|TI|MM|2127^15^0
43519442|*Galium|D032061|4636|MH|RtM via: Galium aparine;RtM via: Galium odoratum;Forced Leaf Node Lookup:galium aparine;checkForceMH Boosted|TI|MM|2246^14^0;2144^16^0
43519442|*Trifolium|D029921|3844|MH|RtM via: Trifolium medium;Forced Leaf Node Lookup:trifoliums;checkForceMH Boosted|TI|MM|1606^16^0
43519442|*Geranium|D031315|3604|MH|RtM via: Geranium robertianum;Forced Leaf Node Lookup:geraniums;checkForceMH Boosted|TI|MM|2201^20^0
43519442|*Urtica dioica|D026982|3046|MH|RtM via: Urtica dioica;Forced Leaf Node Lookup:urtica dioicas;checkForceMH Boosted|TI|MM|2262^13^0
43519442|*Quercus|D029963|2920|MH|Forced Leaf Node Lookup:oak;checkForceMH Boosted|TI|MM|129^3^0
43519442|*Veronica|D032264|2540|MH|RtM via: Veronica officinalis (plant);checkForceMH Boosted|TI|MM|1624^20^0
43519442|*Campanulaceae|D029422|8577|MH|RtM via: Campanula persicifolia;RtM via: Campanula rapunculoides;Forced Non-Leaf Node Lookup:campanulas|TI|MM;RC|1545^22^0;2277^23^0
43519442|*Habitat|D017753|6615|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|1496^7^0;592^7^0
43519442|*Asteraceae|D019659|1935|MH|RtM via: Hieracium lachenalii|TI|MM|1569^20^0
43519442|*Apiaceae|D019661|1878|MH|RtM via: Chaerophyllum temulum|TI|MM|2223^21^0
43519442|*Spatial Behavior|D013037|603|MH|RtM via: Spatial Behavior;Forced Non-Leaf Node Lookup:spatial behaviour|TI|MM|913^17^0
43519204|Humans|D006801|7944790|CT|Forced Humans: families|TI|MM;RC
43519204|*Lichens|D008011|671295|MH|RtM via: Lichen - organism;Forced Leaf Node Lookup:lichens;checkForceMH Boosted|TI|MM;RC|749^7^0;114^10^0
43519204|Argentina|D001118|324321|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|816^9^0;368^9^0;134^9^0
43519204|Brazil|D001938|323913|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM;RC|218^6^0
43519204|Paraguay|D010239|323913|MH|RtM via: Paraguay;Forced Leaf Node Lookup:paraguay|TI|MM;RC|196^8^0
43519204|Calenia monospora|C000664563|322084|NM|Forced New Lookup:calenia monospora|TI|MM|455^17^0
43519204|*Ascomycota|D001203|13575|MH|RtM via: Calenia monospora;RtM via: Byssoloma;RtM via: Fellhanera;RtM via: Gyalectidium;RtM via: Porina;RtM via: Trichothelium|TI|MM;RC|455^17^0;404^9^0;474^10^0;510^12^0;552^6^0;612^13^0
43519204|*Plants|D010944|5553|MH|RtM via: Algae|TI|MM;RC|758^5^0
43519204|*Bryophyta|D044002|4356|MH|RtM via: Mosses|TI|MM|768^10^0
43519204|*Forests|D065928|4191|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|303^7^0
43519448|*Reading|D011932|775|MH|RtM via: Reading (activity);Forced Leaf Node Lookup:reading|TI|MM|685^7^0
43519448|*Biological Evolution|D005075|1554|MH|RtM via: Biological Evolution|TI|MM;RC|951^12^0
43519448|*Models, Theoretical|D008962|1074|MH|RtM via: physical model|TI|MM;RC|23^8^1;44^5^1
43519448|*Biological Phenomena|D001686|1002|MH|RtM via: Tissue Growth|TI|MM|639^7^0
43519448|*Plant Structures|D018514|810|MH|RtM via: Plant Structures;Forced Non-Leaf Node Lookup:plant structures|TI|MM|528^15^0;436^16^0
43519227|Humans|D006801|53187219|CT|Forced Humans: individuals;Forced Humans: human;Forced Leaf Node Lookup:humans;checkForceMH Boosted|TI|MM;RC|427^5^0
43519227|*Entropy|D019277|1971568|MH|RtM via: Entropy;Forced Leaf Node Lookup:entropy|TI|MM|408^7^0;153^7^0
43519227|*Cause of Death|D002423|1970527|MH|Forced Leaf Node Lookup:death causes|TI|MM|433^12^0
43519227|Biological Evolution|D005075|8534|MH|||RC
43519227|*Algorithms|D000465|579|MH|RtM via: Polynomial|TI|MM|141^10^0
43519227|*Reproductive Period|D012098|405|ET|Entry Term Replacement for "Reproduction";RtM via: Reproductive Period|TI|MM|276^12^1;294^6^1
43519348|*Humidity|D006813|35150|MH|RtM via: Exposure to Humidity;RtM via: Humidity;Forced Leaf Node Lookup:humidity|TI|MM;RC|322^8^0
43519348|*Temperature|D013696|15790|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM;RC|138^11^0;223^12^0;340^12^0;405^12^0
43519348|*Cold Temperature|D003080|3486|MH|RtM via: Cold Temperature|TI|MM|334^18^0
43519348|*Hot Temperature|D006358|3054|MH|RtM via: High temperature of physical object|TI|MM|398^19^0;216^19^0
43519348|*Physical Phenomena|D055585|351|MH|RtM via: Saturated|TI|MM|358^10^0;256^10^0;155^10^0;84^10^0
43519100|*Malus|D027845|2600|MH|RtM via: Apple;RtM via: Genus Malus;Forced Leaf Node Lookup:apples;checkForceMH Boosted|TI|MM|226^5^0;279^5^0
43519100|*Multidimensional Scaling Analysis|D000084142|2404|MH|RtM via: Multidimensional Scaling Analysis;Forced New Lookup:multidimensional scaling|TI|MM|1085^24^0
43519100|*Entropy|D019277|1867|MH|RtM via: Entropy;Forced Leaf Node Lookup:entropy|TI|MM|601^7^0
43519100|*Language|D007802|1366|MH|RtM via: Languages;Forced Leaf Node Lookup:languages|TI|MM|51^8^0
43519100|*Data Analysis|D000078332|1180|MH|Forced Leaf Node Lookup:data analysis|TI|MM|1374^13^0
43519100|*Personal Computer|D008838|6765|ET|Entry Term Replacement for "Microcomputers";RtM via: Personal Computers;Forced Non-Leaf Node Lookup:personal computers|TI|MM;RC|245^18^0;60^17^0
43519100|*Cluster Analysis|D016000|4017|MH|RtM via: statistical cluster;Forced Non-Leaf Node Lookup:cluster analysis|TI|MM|985^16^0
43519100|*Distributions, Statistical|D016008|3387|ET|Entry Term Replacement for "Statistical Distributions";RtM via: Continuous Distribution;RtM via: Statistical Distributions;Forced Non-Leaf Node Lookup:statistical distributions|TI|MM|741^24^0;693^25^0
43519100|*Canonical Correlation|D015999|2478|ET|Entry Term Replacement for "Multivariate Analysis";RtM via: Canonical Correlation;Forced Non-Leaf Node Lookup:canonical correlations|TI|MM|1164^21^0
43519100|*Probability|D011336|1230|MH|RtM via: Probability;Forced Non-Leaf Node Lookup:probability|TI|MM|636^11^0;660^11^0
43519100|Software|D012984|858|MH|Forced Non-Leaf Node Lookup:computer programs||MM;RC|69^17^0
43519375|Verloes Bourguignon syndrome|C536538|88|NM|RtM via: Verloes Bourguignon syndrome|TI|MM|1006^4^0
43519375|*Amelogenesis Imperfecta|D000567|87|HM|RtM via: Verloes Bourguignon syndrome|TI|MM|1006^4^0
43519375|cetraxate|C000665|76|NM|RtM via: Neuer|TI|MM|889^5^0
43519375|*Tranexamic Acid|D014148|75|HM|RtM via: Neuer|TI|MM|889^5^0
43519375|*Osteochondrodysplasias|D010009|51|HM|RtM via: Verloes Bourguignon syndrome|TI|MM|1006^4^0
43519310|*Soil|D012987|14886|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|894^4^0;749^4^0;520^4^0;294^4^0;548^4^0
43519310|*Nitrogen|D009584|8499|MH|RtM via: nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM;RC|654^8^0;733^8^0
43519310|*Farms|D000072480|3231|MH|RtM via: Farming environment;Forced Leaf Node Lookup:farm|TI|MM|72^4^0
43519310|Hungary|D006814|1350|MH|RtM via: Hungary;Forced Leaf Node Lookup:hungary|TI|MM|108^7^0
43519310|*Nutrient|D000078622|2418|ET|Entry Term Replacement for "Nutrients";RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM;RC|812^8^0
43519310|Ecosystem|D017753|1275|MH|||RC
43519310|*Physiological Phenomena|D010829|411|MH|RtM via: Reflecting|TI|MM|430^10^0
43519310|Hydrogen-Ion Concentration|D006863|1000|MH|Forced Non-Leaf Node Lookup:ph||MM;RC|594^2^0
43519420|Cattle|D002417|41558|CT|RtM via: Cattle;Forced Leaf Node Lookup:cattle;CT Text Lookup: cattle|TI|MM;RC|326^6^0;457^6^0
43519420|Rabbits|D011817|41558|CT|RtM via: Rabbits;Forced Leaf Node Lookup:rabbits;CT Text Lookup: rabbit|TI|MM|342^6^0
43519420|Swine|D013552|41558|CT|RtM via: Porcine species;RtM via: Subfamily Suinae;Forced Non-Leaf Node Lookup:pig|TI|MM;RC|334^3^0
43519420|Animals|D000818|41558|CT|RtM via: Subfamily Suinae;RtM via: Cattle;CT Text Lookup: cattle;CT Text Lookup: rabbit;Forced Animals Added: Cattle;Rabbits;Swine|TI|MM;RC|334^3^0;326^6^0;342^6^0
43519420|*Lolium|D008129|40558|MH|RtM via: Festuca pratensis;RtM via: Lolium perenne;Forced Leaf Node Lookup:lolium;checkForceMH Boosted|TI|MM;RC|192^17^0;211^14^0
43519420|*Fertilizers|D005308|36738|MH|RtM via: Fertilizers;Forced Leaf Node Lookup:fertilizers;checkForceMH Boosted|TI|MM;RC|398^11^0;95^10^0
43519420|*Manure|D008372|35656|MH|RtM via: Manure;Forced Leaf Node Lookup:manure;checkForceMH Boosted|TI|MM;RC|1561^6^0;893^6^0;737^6^0;316^6^0;65^6^0;471^6^0;1621^6^0
43519420|*Phleum|D031784|28453|MH|RtM via: Phleum pratense;Forced Leaf Node Lookup:phleums;checkForceMH Boosted|TI|MM|227^15^0
43519420|*Soil|D012987|24713|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|1162^4^0;642^4^0
43519420|*Festuca|D031751|22441|MH|RtM via: Festuca pratensis;Forced Leaf Node Lookup:festucas;checkForceMH Boosted|TI|MM|192^17^0
43519420|*Poa|D031785|22279|MH|RtM via: Poa pratensis;Forced Leaf Node Lookup:poa pratensis;checkForceMH Boosted|TI|MM|244^13^0
43519420|*Farms|D000072480|9872|MH|RtM via: Farming environment;Forced Leaf Node Lookup:farm|TI|MM|149^4^0
43519420|*Seasons|D012621|7057|MH|Forced Leaf Node Lookup:seasonal|TI|MM;RC|1215^8^0
43519420|*Habitat|D017753|8184|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|1404^7^0
43519420|*Allergens|D000485|7095|MH|RtM via: Festuca pratensis allergenic extract;RtM via: Lolium perenne allergenic extract|TI|MM;RC|192^17^0;211^14^0
43519420|*Water Table|D060587|2475|ET|Entry Term Replacement for "Groundwater";RtM via: Water Table|TI|MM|1262^5^1;1276^5^1
43519420|*Water Supply|D014881|2310|MH|RtM via: Water Supply;Forced Non-Leaf Node Lookup:water supply|TI|MM|1262^12^0
43519524|*Probability|D011336|1173|MH|RtM via: Probability;Forced Non-Leaf Node Lookup:probability|TI|MM;RC|100^11^0
43519524|*Abstracting and Indexing|D000043|393|MH|RtM via: Index|TI|MM|36^5^0
43519524|*Computer Systems|D003199|249|MH|RtM via: Computer Grid|TI|MM|329^4^0
43519524|*Physical Phenomena|D055585|243|MH|RtM via: Affinity|TI|MM|43^8^0
43519498|Czechoslovakia|D003604|77|MH|RtM via: Czechoslovakia;Forced Leaf Node Lookup:czechoslovakia|TI|MM|110^14^0
43519498|*Hepatophyta|D035926|228|MH|RtM via: Marchantiophyta|TI|MM|64^8^0
43519498|*Computer|D003201|39|ET|Entry Term Replacement for "Computers";RtM via: Computers;Forced Non-Leaf Node Lookup:computers|TI|MM|254^8^0
43504895|*Rivers|D045483|2977|MH|RtM via: Streams;Forced Leaf Node Lookup:streams|TI|MM;RC|600^6^0;495^6^0;329^6^0;87^6^0
43504895|*Seasons|D012621|410|MH|Forced Leaf Node Lookup:seasonal|TI|MM;RC|275^8^0
43504895|Hungary|D006814|394|MH|RtM via: Hungary;Forced Leaf Node Lookup:hungary|TI|MM|262^7^0;139^7^0
43504895|*Hyphomycetes|D003904|4014|ET|Entry Term Replacement for "Mitosporic Fungi";RtM via: Hyphomycetes;Forced Non-Leaf Node Lookup:hyphomycetes|TI|MM;RC|29^12^0
43504895|*Specificities, Species|D013045|903|ET|Entry Term Replacement for "Species Specificity";RtM via: Species Specificity|TI|MM;RC|627^7^1;657^7^1
43504895|*Aerosols|D000336|72|MH|RtM via: Aerosol Foam Dosage Form|TI|MM|45^4^0
43519086|*Universities|D014495|691|MH|RtM via: Universities;Forced Leaf Node Lookup:universities|TI|MM;RC|267^12^0
43519086|London|D008131|61|MH|RtM via: London;Forced Leaf Node Lookup:london|TI|MM|283^6^0
43519086|*Chronic Disease|D002908|168|MH|RtM via: Recurrent Disease, Distant Site|TI|MM|178^7^0
43519086|*Plant|D010944|159|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|157^5^0
43519086|Italy|D007558|63|MH|RtM via: Italy;Forced Non-Leaf Node Lookup:italy|TI|MM;RC|312^5^0
43519086|Canada|D002170|6|MH|RtM via: Canada|TI|MM|291^6^0
43518943|*Fagus|D029964|3523|MH|RtM via: Beech;Forced Leaf Node Lookup:beechs;checkForceMH Boosted|TI|MM|513^5^0
43518943|*Fractals|D017709|2321|MH|RtM via: Fractals;Forced Leaf Node Lookup:fractals|TI|MM;RC|208^7^0;23^7^0
43518943|*Forest|D065928|7884|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|519^6^0
43518943|Biodiversity|D044822|1067|MH|||RC
43518943|*Research Design|D012107|549|MH|RtM via: Test Method|TI|MM|472^6^0;103^6^0
43518943|*Entropy|D019277|531|MH|RtM via: Entropy|TI|MM|439^7^0;142^7^0
43518943|Italy|D007558|0|MH|RtM via: Italy|TI|MM|581^5^0
43519285|*Longevity|D008136|1323|MH|RtM via: Life Span;RtM via: Longevity;Forced Leaf Node Lookup:life spans|TI|MM|719^9^0
43519285|*Biological Phenomena|D001686|1434|MH|RtM via: Tissue Growth|TI|MM|850^6^0;658^6^0;463^6^0;361^6^0
43519285|*Plant Structures|D018514|1251|MH|RtM via: Grains|TI|MM|953^5^0
43519496|*Museums|D009144|3357|MH|RtM via: Museums;Forced Leaf Node Lookup:museums|TI|MM;RC|191^6^0
43519496|Ireland|D007494|2535|MH|RtM via: Ireland;Forced Leaf Node Lookup:ireland|TI|MM;RC|829^7^0
43519496|*Natural History|D019021|7803|MH|RtM via: Natural History|TI|MM;RC|199^15^0
43519496|*Touch Perception|D055698|3411|MH|RtM via: Touch Perception|TI|MM|625^7^0
43519496|*Touch|D014110|2664|MH|RtM via: Tactile;RtM via: Touch sensation|TI|MM|625^7^0
43519496|United Kingdom|D006113|1470|MH|RtM via: Great Britain|TI|MM;RC|811^13^0
43519496|*Publishing|D011643|603|MH|RtM via: Publishing;Forced Non-Leaf Node Lookup:publishing|TI|MM|126^10^0
43519486|Animals|D000818|5933|CT|Viverridae;CT Treecode Lookup: B01.050.150.900.649.313.750 (Viverridae)|TI|MM
43519486|*Orchidaceae|D029595|4933|MH|RtM via: Orchidaceae;RtM via: Cypripedium calceolus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:cypripedium|TI|MM;RC|75^11^0;49^21^0
43519486|*Population Density|D011156|2974|MH|RtM via: Population Size;Forced Leaf Node Lookup:population sizes|TI|MM|540^15^0
43519486|*Viverridae|D045949|1787|MH|RtM via: Genets;Forced Leaf Node Lookup:genets;checkForceMH Boosted|TI|MM|591^5^0;462^5^0;339^5^0;368^6^0;183^6^0;21^5^0
43519486|*Isoenzymes|D007527|629|MH|Forced Leaf Node Lookup:isozymes|TI|MM;RC|219^7^0
43519486|Estonia|D004957|625|MH|RtM via: Estonia;Forced Leaf Node Lookup:estonia|TI|MM|166^7^0
43519486|*Reproduction|D012098|1089|MH|RtM via: Reproduction;Forced Non-Leaf Node Lookup:reproduction|TI|MM;RC|781^12^0;859^12^0
43519486|*Clones|D002999|324|ET|Entry Term Replacement for "Clone Cells";RtM via: Clone Cells;Forced Non-Leaf Node Lookup:clones|TI|MM|175^6^0
