10.2307/2484573|Female|D005260|5409|CT|Ovary;CT Treecode Lookup: A05.360.319 (Ovary);Genitalia, Female;CT Treecode Lookup: A05.360.319 (Genitalia, Female)|TI|MM
10.2307/2995981|*Silicon Dioxide|D012822|3532485|HM|RtM via: granite|TI|MM|1048^7^0;830^7^0;535^7^0;404^7^0;50^7^0
10.2307/2995981|Species Specificity|D013045|387297|MH|||RC
10.2307/2995981|*Adaptation, Physiological|D000222|42126|MH|RtM via: Adaptation|TI|MM;RC|740^7^0
10.2307/2995981|*Climate|D002980|14034|MH|RtM via: Climate|TI|MM;RC|923^7^0
10.2307/2995981|Southeastern United States|D015144|3|MH|RtM via: Southeastern United States|TI|MM|583^26^0
10.2307/2484106|*Karyotyping|D007621|10194|MH|RtM via: Karyotype determination procedure|TI|MM;RC|157^9^0;90^10^0
10.2307/2484106|*Karyotype|D059785|7953|MH|RtM via: Karyotype (cell structure);Forced Non-Leaf Node Lookup:karyotypes|TI|MM;RC|157^9^0;90^10^0
10.2307/2484106|*Lamiales|D000068378|1050|MH|RtM via: Byblis <angiosperm>;RtM via: Byblis gigantea|TI|MM|698^6^0;73^6^0;209^15^0
10.2307/2484106|*Aneuploid|D000782|552|ET|Entry Term Replacement for "Aneuploidy";RtM via: Aneuploidy;Forced Non-Leaf Node Lookup:aneuploids|TI|MM|714^9^0
10.2307/2484589|*Sphagnopsida|D044003|16330|MH|RtM via: Sphagnum;Forced Leaf Node Lookup:sphagnums;checkForceMH Boosted|TI|MM;RC|273^8^0
10.2307/2484589|*Wetlands|D053833|9712|MH|RtM via: Bog;Forced Leaf Node Lookup:bogs|TI|MM;RC|288^3^0;42^4^0
10.2307/2484589|*Droughts|D055864|2816|MH|RtM via: Droughts;Forced Leaf Node Lookup:droughts|TI|MM;RC|154^7^0
10.2307/2484589|*Depression|D003863|1217|MH|Forced Leaf Node Lookup:depressions|TI|MM|59^11^0
10.2307/2484589|*Water Table|D060587|4866|ET|Entry Term Replacement for "Groundwater";RtM via: Water Table;Forced Non-Leaf Node Lookup:water tables|TI|MM;RC|122^11^0
10.2307/2484589|*Biological Phenomena|D001686|621|MH|RtM via: Tissue Growth|TI|MM|263^6^0
10.2307/2484377|*Gametogenesis, Plant|D056130|12391|MH|RtM via: Megasporogenesis;RtM via: Microsporogenesis;Forced Leaf Node Lookup:microsporogenesis;Forced Leaf Node Lookup:megasporogenesis|TI|MM;RC|263^16^0;383^17^0
10.2307/2484377|*Pollination|D054817|4307|MH|RtM via: Pollination;Forced Leaf Node Lookup:pollination|TI|MM|425^11^0
10.2307/2484377|*Rivers|D045483|1715|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM;RC|236^5^0
10.2307/2484377|Texas|D013781|1190|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM;RC|180^5^0;256^5^0
10.2307/2484377|*Gametogenesis|D005718|3933|MH|RtM via: Gametogenesis;Forced Non-Leaf Node Lookup:gametogenesis|TI|MM|65^13^0
10.2307/2484377|*Reproduction|D012098|3309|MH|RtM via: sporogenesis;RtM via: Reproduction|TI|MM|51^12^0;154^12^0
10.2307/2484377|*Biological Phenomena|D001686|1596|MH|RtM via: gametophyte development;RtM via: megagametogenesis;RtM via: microgametogenesis|TI|MM|65^13^0;284^17^0;405^18^0
10.2307/2484377|*Eye, Artificial|D005137|912|MH|RtM via: Ophthalmic conformer|TI|MM|320^7^0
10.2307/2484377|*Embryo Development|D047108|819|ET|Entry Term Replacement for "Embryonic Development";RtM via: Embryonic Development;Forced Non-Leaf Node Lookup:embryo development|TI|MM|447^18^0
10.2307/2483012|*Soybeans|D013025|4592|MH|RtM via: Soybeans;Forced Leaf Node Lookup:soybeans;checkForceMH Boosted|TI|MM;RC|30^7^0
10.2307/2483012|*Fabaceae|D007887|2172|MH|RtM via: Glycine max|TI|MM;RC|30^7^0
10.2307/2483012|Genes, Plant|D017343|180|MH|||RC
10.2307/2482390|*Lichens|D008011|12479|MH|RtM via: Lichen - organism;Forced Leaf Node Lookup:lichens;checkForceMH Boosted|TI|MM;RC|82^6^0
10.2307/2482390|stictic acid|C522101|3453|NM|RtM via: stictic acid;Forced SCR Leaf Node Lookup:stictic acid|TI|MM|368^12^0
10.2307/2482390|*Parmeliaceae|D000068837|13623|MH|RtM via: Parmelia|TI|MM;RC|51^8^0
10.2307/2482390|*Oxepins|D010082|3452|HM|RtM via: stictic acid|TI|MM|368^12^0
10.2307/2482390|*Heterocyclic Compounds, 4 or More Rings|D006576|2399|HM|RtM via: stictic acid|TI|MM|368^12^0
10.2307/2482390|*Pruritus|D011537|705|MH|RtM via: Lichen disease|TI|MM|82^6^0
10.2307/2482390|North America|D009656|141|MH|RtM via: North America|TI|MM|118^13^0
10.2307/2482182|Arabidopsis|D017360|96|MH|||RC
10.2307/2482182|Plant Roots|D018517|60|MH|||RC
10.2307/2996761|Animals|D000818|41119|CT|Bird;CT Treecode Lookup: B01.050.150.900.248 (Bird)||MM;RC
10.2307/2996761|*Trees|D014197|40119|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|1016^4^0;1080^5^0;841^5^0;549^4^0;221^5^0;48^5^0;321^5^0;1152^5^0;1260^5^0;683^4^0;765^4^0
10.2307/2996761|*Juniperus|D018653|16767|MH|RtM via: Juniperus virginiana;Forced Leaf Node Lookup:juniperus virginianas;checkForceMH Boosted|TI|MM;RC|373^20^0
10.2307/2996761|*Populus|D032107|9105|MH|RtM via: Populus deltoides;Forced Leaf Node Lookup:populus;checkForceMH Boosted|TI|MM|485^17^0
10.2307/2996761|*Wind|D014919|9066|MH|RtM via: Environmental Wind;Forced Leaf Node Lookup:wind|TI|MM;RC|1091^4^0
10.2307/2996761|*Gleditsia|D031501|9021|MH|RtM via: Gleditsia triacanthos;Forced Leaf Node Lookup:gleditsias;checkForceMH Boosted|TI|MM|507^21^0
10.2307/2996761|*Geographic Information Systems|D040362|5160|MH|RtM via: Geographic Information Systems;Forced Leaf Node Lookup:geographical information system|TI|MM|123^31^0
10.2307/2996761|*Grassland|D065948|4255|MH|Forced Leaf Node Lookup:prairies|TI|MM;RC|75^7^0;1285^7^0
10.2307/2996761|Kansas|D007615|3861|MH|RtM via: Kansas (geographic location);Forced Leaf Node Lookup:kansas|TI|MM|89^6^0
10.2307/2996761|*Seed Dispersal|D058614|21939|MH|RtM via: Seed Dispersal|TI|MM;RC|1096^15^0
10.2307/2996761|*Habitat|D017753|11148|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|1349^7^0
10.2307/2996761|*Bird|D001717|5424|ET|Entry Term Replacement for "Birds";RtM via: Aves;Forced Non-Leaf Node Lookup:bird|TI|MM;RC|1163^4^0;871^4^0
10.2307/2996761|*Eating|D004435|1779|MH|RtM via: Adequate Daily Fluid Intake;RtM via: Adequate Daily Salt Intake|TI|MM|181^8^0
10.2307/2996761|*Ulmaceae|D034401|1557|MH|RtM via: Celtis occidentalis;Forced Non-Leaf Node Lookup:celtis|TI|MM|398^19^0
10.2307/2996761|Seeds|D012639|1000|MH|Forced Non-Leaf Node Lookup:seeds||MM;RC|1106^5^0;1178^5^0
10.2307/2483718|*Coreopsis|D031945|1024|MH|RtM via: Coreopsis;Forced Leaf Node Lookup:coreopsis;checkForceMH Boosted|TI|MM;RC|342^9^0;69^9^0
10.2307/2483718|Georgia|D005845|440|MH|RtM via: Georgia, USA;Forced Leaf Node Lookup:georgia|TI|MM;RC|175^7^0
10.2307/2483718|*Specimen Handling|D013048|120|MH|RtM via: Sampling|TI|MM|305^7^0
10.2307/2483718|*Candy|D002182|90|MH|RtM via: Sugar candy|TI|MM|438^5^0
10.2307/2483718|*Taste|D013649|36|MH|RtM via: sweet taste perception|TI|MM|438^5^0
10.2307/2484227|Ecosystem|D017753|1005|MH|||RC
10.2307/2484227|Biodiversity|D044822|823|MH|||RC
10.2307/2484227|*Generalization, Psychological|D005793|324|MH|RtM via: Generalization, Psychological|TI|MM|800^10^0
10.2307/2482083|Humans|D006801|11883724|CT|Forced Humans: university;Forced Humans: college;Forced Humans: patient;Forced Humans: staff;RtM via: Patients|TI|MM;RC|2190^7^0
10.2307/2482083|Female|D005260|11883724|CT|CT Text Lookup: her|TI|MM;RC|1475^3^0
10.2307/2482083|*Magnolia|D031566|1001491|MH|RtM via: Magnolia grandiflora;Forced Leaf Node Lookup:magnolia grandifloras;checkForceMH Boosted|TI|MM|1211^20^0
10.2307/2482083|*Clematis|D039324|1001338|MH|RtM via: Clematis;Forced Leaf Node Lookup:clematis;checkForceMH Boosted|TI|MM|1059^8^0
10.2307/2482083|*Universities|D014495|501941|MH|RtM via: College (environment);RtM via: Universities;Forced Leaf Node Lookup:university|TI|MM|2358^7^0;1410^7^0;1527^10^0
10.2307/2482083|*Wood|D014934|501056|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|934^4^0;360^4^0
10.2307/2482083|*Librarians|D016245|500942|MH|RtM via: Librarians;Forced Leaf Node Lookup:librarians|TI|MM|2235^9^0
10.2307/2482083|*Angiosperms|D019684|500903|ET|Entry Term Replacement for "Magnoliopsida";RtM via: Angiosperm;RtM via: Magnoliopsida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:angiosperms|TI|MM|296^11^0
10.2307/2482083|*Chalk|D002119|500783|ET|Entry Term Replacement for "Calcium Carbonate";RtM via: Chalk;checkForceMH Boosted;Forced Non-Leaf Node Lookup:chalk|TI|MM|1168^5^0
10.2307/2482083|New York|D009518|500747|MH|RtM via: New York (geographic location);Forced Leaf Node Lookup:new york|TI|MM;RC|1850^8^0;1673^8^0
10.2307/2482083|Washington|D014861|500675|MH|RtM via: Washington state;Forced Leaf Node Lookup:washington|TI|MM|2464^10^0
10.2307/2482083|Sweden|D013548|500618|MH|RtM via: Swedish ethnic group;Forced Leaf Node Lookup:swedish|TI|MM|143^7^0
10.2307/2482083|*Schools|D012574|1563|MH|RtM via: High Schools;Forced Non-Leaf Node Lookup:schools|TI|MM|2475^11^0;2480^6^0
10.2307/2482083|*Xylem|D052584|1032|MH|RtM via: Xylem;Forced Non-Leaf Node Lookup:xylems|TI|MM|543^5^0
10.2307/2482083|*Biological Sciences|D001690|939|ET|Entry Term Replacement for "Biological Science Disciplines";RtM via: Biological Science Disciplines;Forced Non-Leaf Node Lookup:biological sciences|TI|MM|2328^19^0
10.2307/2482083|*Educational Status|D004522|756|MH|RtM via: College Completion|TI|MM|2358^7^0;1410^7^0
10.2307/2996832|*Temperature|D013696|5884|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|547^11^0;315^12^0;203^11^0;53^12^0
10.2307/2996832|*Grassland|D065948|3797|MH|Forced Leaf Node Lookup:prairies|TI|MM;RC|83^7^0;533^7^0
10.2307/2996832|Kansas|D007615|2756|MH|RtM via: Kansas (geographic location);Forced Leaf Node Lookup:kansas|TI|MM;RC|132^6^0
10.2307/2996832|Florida|D005431|2618|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM|175^7^0
10.2307/2996832|*Fires|D005390|22380|MH|RtM via: Fire - disasters|TI|MM;RC|542^4^0;460^5^0;48^4^0
10.2307/2996832|*Forest|D065928|16998|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|112^6^0
10.2307/2996832|*Habitats|D017753|16284|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|406^8^0;292^8^0
10.2307/2996832|*Light|D008027|519|MH|RtM via: Light intensity|TI|MM|446^13^0
10.2307/2996832|Plants|D010944|999|MH|Forced Non-Leaf Node Lookup:herbaceous||MM;RC|482^10^0
10.2307/2483792|*Viburnum|D027925|3791|MH|RtM via: Viburnum;Forced Leaf Node Lookup:viburnums;checkForceMH Boosted|TI|MM;RC|770^8^0;133^8^0
10.2307/2483792|DNA, Ribosomal Spacer|D021903|700|MH|||RC
10.2307/2483792|Phylogeny|D010802|473|MH|||RC
10.2307/2483792|*Diffusion|D004058|165|MH|RtM via: Diffusion|TI|MM|168^9^0
10.2307/2482752|*Cellobiose|D002475|27708|MH|RtM via: Cellobiose;Forced Leaf Node Lookup:cellobiose;checkForceMH Boosted|TI|MM;RC|290^10^0
10.2307/2482752|*Maltose|D008320|23874|MH|RtM via: maltose;Forced Leaf Node Lookup:maltose;checkForceMH Boosted|TI|MM;RC|281^7^0
10.2307/2482752|*Trehalose|D014199|23421|MH|RtM via: trehalose;Forced Leaf Node Lookup:trehalose;checkForceMH Boosted|TI|MM;RC|213^9^0
10.2307/2482752|*Lactose|D007785|22656|MH|RtM via: lactose;Forced Leaf Node Lookup:lactose;checkForceMH Boosted|TI|MM;RC|314^7^0
10.2307/2482752|*Sucrose|D013395|17409|MH|RtM via: sucrose;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sucrose|TI|MM;RC|302^7^0
10.2307/2482752|*Disaccharide|D004187|17283|ET|Entry Term Replacement for "Disaccharides";RtM via: Disaccharides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:disaccharides|TI|MM;RC|236^12^0
10.2307/2482752|*Galactose|D005690|13701|MH|RtM via: galactose;Forced Leaf Node Lookup:galactose;checkForceMH Boosted|TI|MM|194^9^0
10.2307/2482752|*Ammonium Sulfate|D000645|13632|MH|RtM via: ammonium sulfate;Forced Leaf Node Lookup:ammonium sulfate;checkForceMH Boosted|TI|MM;RC|323^16^0
10.2307/2482752|*Mannose|D008358|13398|MH|RtM via: mannose;Forced Leaf Node Lookup:mannose;checkForceMH Boosted|TI|MM|165^7^0
10.2307/2482752|*Glucose|D005947|11679|MH|RtM via: glucose;checkForceMH Boosted;Forced Non-Leaf Node Lookup:glucose|TI|MM;RC|143^7^0
10.2307/2482752|*Nitrogen|D009584|11325|MH|RtM via: nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM;RC|392^8^0;64^8^0
10.2307/2482752|*Carbon|D002244|11316|MH|RtM via: Carbon;checkForceMH Boosted;Forced Non-Leaf Node Lookup:carbon|TI|MM;RC|53^6^0
10.2307/2482752|*Asparagine|D001216|11019|MH|RtM via: asparagine;Forced Leaf Node Lookup:asparagine;checkForceMH Boosted|TI|MM|341^10^0
10.2307/2482752|*Fructose|D005632|9216|MH|RtM via: fructose;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fructose|TI|MM|152^8^0
10.2307/2482752|*Mucorales|D009090|6474|MH|RtM via: Mucorales;RtM via: Radiomyces;checkForceMH Boosted;Forced Non-Leaf Node Lookup:mucorales|TI|MM|117^9^0;105^10^0
10.2307/2482752|casein hydrolysate|C475729|5536|NM|RtM via: casein hydrolysate|TI|MM|356^18^0
10.2307/2482752|*Caseins|D002364|5535|MH|RtM via: casein hydrolysate;Forced Leaf Node Lookup:caseins|TI|MM|356^18^0
10.2307/2482752|*Biological Phenomena|D001686|1146|MH|RtM via: Tissue Growth|TI|MM|262^6^0;183^6^0
10.2307/2483181|*Water|D014867|356|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|154^5^0
10.2307/2483181|India|D007194|780|MH|RtM via: India;Forced Non-Leaf Node Lookup:india|TI|MM;RC|187^5^0
10.2307/2483181|*Biological Phenomena|D001686|615|MH|RtM via: Tissue Growth|TI|MM|99^7^0
10.2307/2483181|*Poaceae|D006109|426|MH|RtM via: Iseilema|TI|MM|124^8^0
10.2307/2483181|*Plant Leaves|D018515|372|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|114^6^0
10.2307/2483364|Female|D005260|13801|CT|Forced Lookup:female;CT Text Lookup: female;Forced Non-Leaf Node Lookup:females|TI|MM;RC|445^6^0
10.2307/2483364|*Stains|D004396|2019|ET|Entry Term Replacement for "Coloring Agents";RtM via: Stains;checkForceMH Boosted|TI|MM|427^12^0
10.2307/2483364|North Carolina|D009657|1611|MH|RtM via: North Carolina;Forced Leaf Node Lookup:north carolina|TI|MM|192^14^0
10.2307/2483364|*Hybridization, Genetic|D006824|12801|MH|RtM via: Crossbreeding|TI|MM;RC|521^13^0
10.2307/2483364|*Pollen|D011058|5889|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM;RC|420^6^0
10.2307/2483364|*Poaceae|D006109|4119|MH|RtM via: Sphenopholis obtusata;RtM via: Trisetum|TI|MM|53^21^0;1012^12^0;869^12^0;1030^8^0;643^8^0;79^8^0
10.2307/2483364|*Chromosomes|D002875|3780|MH|RtM via: Chromosome number;Forced Non-Leaf Node Lookup:chromosome|TI|MM;RC|549^18^0;622^17^0;401^17^0
10.2307/2483364|*Fertility|D005298|813|MH|RtM via: Fertility;Forced Non-Leaf Node Lookup:fertility|TI|MM;RC|710^9^0;452^9^0
10.2307/2482088|*Cypress, Bald|D032489|11016|ET|Entry Term Replacement for "Taxodium";RtM via: Taxodium;RtM via: Taxodium distichum;checkForceMH Boosted|TI|MM;RC|283^12^0;35^12^0
10.2307/2482088|*Cupressus|D029781|7401|MH|RtM via: Cypress;Forced Leaf Node Lookup:cypresses;checkForceMH Boosted|TI|MM;RC|337^7^0;381^9^0;253^7^0;57^7^0;40^7^0;288^7^0
10.2307/2482088|*Wood|D014934|2619|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM;RC|304^4^0;188^5^0;156^5^0
10.2307/2482088|*Ponds|D061005|966|MH|RtM via: Natural pond;Forced Leaf Node Lookup:pond|TI|MM|248^4^0;52^4^0
10.2307/2996285|Humans|D006801|72752|CT|CT Text Lookup: human|TI|MM|547^5^0
10.2307/2996285|*Pinus|D028223|71752|MH|RtM via: Pinus caribaea;RtM via: Pinus pungens;RtM via: Pinus rigida;RtM via: Pinus mugo;RtM via: Pinus <genus>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM;RC|291^10^0;272^13^0;303^12^0;257^13^0;864^4^0;391^4^0
10.2307/2996285|*Trees|D014197|39404|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|202^5^0
10.2307/2996285|*Quercus|D029963|36639|MH|RtM via: Quercus;Forced Leaf Node Lookup:quercus;Forced Leaf Node Lookup:oak;checkForceMH Boosted|TI|MM;RC|423^3^0;442^7^0;437^3^0
10.2307/2996285|*Seedlings|D036226|15578|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM|717^8^0
10.2307/2996285|Pennsylvania|D010414|6718|MH|RtM via: Pennsylvania;Forced Leaf Node Lookup:pennsylvania|TI|MM|987^12^0;60^12^0;151^12^0
10.2307/2996285|*Forest|D065928|33486|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|667^6^0;501^6^0
10.2307/2996285|*Human Activity|D006802|3981|ET|Entry Term Replacement for "Human Activities";RtM via: Human Activities;Forced Non-Leaf Node Lookup:human activity|TI|MM|547^14^0
10.2307/2996285|*Conservation of Natural Resources|D003247|3699|MH|RtM via: Natural regeneration|TI|MM|869^12^0
10.2307/2996285|*Nuts|D009754|1644|MH|RtM via: Chestnut, Dietary|TI|MM|428^8^0
10.2307/2996285|Regeneration|D012038|1000|MH|Forced Non-Leaf Node Lookup:regenerations||MM|869^12^0
10.2307/2482754|Animals|D000818|8226|CT|Cestoda;CT Treecode Lookup: B01.050.500.500 (Cestoda)||MM;RC
10.2307/2482754|*Grasses|D006109|7226|ET|Entry Term Replacement for "Poaceae";RtM via: Bouteloua;RtM via: Buchloe;RtM via: Poaceae;RtM via: Bouteloua stolonifera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grasses|TI|MM;RC|368^9^0;480^7^0;92^7^0;157^21^0
10.2307/2482754|*Hyalin|D006818|578|MH|RtM via: Hyalin;Forced Leaf Node Lookup:hyaline|TI|MM|385^7^0
10.2307/2482754|Mexico|D008800|569|MH|RtM via: Mexico;Forced Leaf Node Lookup:mexico|TI|MM|113^6^0
10.2307/2482754|*Pistils|D035264|3609|ET|Entry Term Replacement for "Flowers";RtM via: Pistil|TI|MM;RC|219^10^0
10.2307/2482754|*Cestoda|D002589|84|MH|RtM via: Ligula|TI|MM|393^6^0
10.2307/2484540|*Germination|D018525|13661|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM;RC|1060^11^0;374^11^0
10.2307/2484540|*Soil|D012987|8195|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|340^4^0
10.2307/2484540|*Amaranthus|D027721|6127|MH|RtM via: Amaranthus retroflexus;Forced Leaf Node Lookup:amaranthus;checkForceMH Boosted|TI|MM|855^22^0
10.2307/2484540|*Triticum|D014908|5848|MH|RtM via: Triticum aestivum;Forced Leaf Node Lookup:triticum aestivum;checkForceMH Boosted|TI|MM|925^17^0
10.2307/2484540|*Portulaca|D031822|5839|MH|RtM via: Portulaca oleracea;Forced Leaf Node Lookup:portulaca oleraceas;checkForceMH Boosted|TI|MM|1015^18^0
10.2307/2484540|*Convolvulus|D031254|5764|MH|RtM via: Convolvulus sepium;Forced Leaf Node Lookup:convolvulus;checkForceMH Boosted|TI|MM|188^18^0
10.2307/2484540|*Digitaria|D031746|5710|MH|RtM via: Digitaria sanguinalis;Forced Leaf Node Lookup:digitarias;checkForceMH Boosted|TI|MM|898^21^0
10.2307/2484540|*Chenopodium album|D027463|5392|MH|RtM via: Chenopodium album;Forced Leaf Node Lookup:chenopodium albums;checkForceMH Boosted|TI|MM|879^17^0
10.2307/2484540|*Seedlings|D036226|4352|MH|Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM;RC|1076^8^0
10.2307/2484540|New Jersey|D009515|1976|MH|RtM via: New Jersey;Forced Leaf Node Lookup:new jersey|TI|MM|249^10^0
10.2307/2484540|*Allelopathy|D064089|11358|MH|RtM via: Allelopathy|TI|MM;RC|1204^12^0;789^12^0;93^12^0
10.2307/2484540|*Biological Phenomena|D001686|2613|MH|RtM via: seedling development;RtM via: Tissue Growth|TI|MM|1076^20^0;523^7^0;390^6^0
10.2307/2484540|*Calystegia|D031253|1521|MH|RtM via: Convolvulus sepium|TI|MM|188^18^0
10.2307/2484540|*Environment, Controlled|D004780|1176|MH|RtM via: Environment, Controlled;Forced Non-Leaf Node Lookup:controlled environments|TI|MM|1148^22^0
10.2307/2483857|Animals|D000818|15841|CT|Echinodermata;CT Treecode Lookup: B01.050.500.408 (Echinodermata)||MM;RC
10.2307/2483857|United States|D014481|15841|CT|RtM via: Americas Ethnicity;Forced Leaf Node Lookup:american|TI|MM|453^8^0
10.2307/2483857|*Gossypium|D003368|5331|MH|RtM via: Gossypium;Forced Leaf Node Lookup:gossypiums;checkForceMH Boosted|TI|MM;RC|653^9^0
10.2307/2483857|*Chromosomes|D002875|14841|MH|RtM via: Chromosome number;RtM via: Chromosomes;RtM via: Chiasma;Forced Non-Leaf Node Lookup:chromosomes|TI|MM;RC|245^17^0;28^18^0;562^11^0;778^11^0;489^7^0
10.2307/2483857|*Pollen|D011058|2271|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM;RC|931^6^0
10.2307/2483857|*Malvaceae|D019660|1098|MH|RtM via: Cienfuegosia;RtM via: Hampea|TI|MM|834^12^0;577^12^0;512^12^0;318^12^0;85^12^0;203^6^0
10.2307/2483857|*Echinodermata|D004447|678|MH|RtM via: Articulata|TI|MM|360^10^0
10.2307/2483857|*Sterility|D007246|108|ET|Entry Term Replacement for "Infertility";RtM via: Infertility;RtM via: Sterility, Reproductive;Forced Non-Leaf Node Lookup:sterility|TI|MM|938^9^0
10.2307/2484031|*Tobacco|D014026|18274|MH|RtM via: Nicotiana;RtM via: Nicotiana tabacum;Forced Leaf Node Lookup:tobaccos;checkForceMH Boosted|TI|MM;RC|264^7^0
10.2307/2484031|*Scopoletin|D012603|13798|MH|RtM via: Scopoletin;Forced Leaf Node Lookup:scopoletin;checkForceMH Boosted|TI|MM;RC|314^10^0;33^10^0
10.2307/2484031|*Chlorogenic Acid|D002726|6241|MH|RtM via: chlorogenic acid;Forced Leaf Node Lookup:chlorogenic acid;checkForceMH Boosted|TI|MM;RC|328^16^0;48^16^0
10.2307/2484031|*Helianthus|D006368|6031|MH|RtM via: Helianthus annuus;Forced Leaf Node Lookup:sunflowers;checkForceMH Boosted|TI|MM;RC|276^9^0
10.2307/2484031|*Seedlings|D036226|4978|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM|286^9^0
10.2307/2484031|*Growth Inhibitors|D006131|2027|MH|RtM via: Growth Inhibitors;checkForceMH Boosted;Forced Non-Leaf Node Lookup:growth inhibitors|TI|MM|77^17^0
10.2307/2484031|*Tobacco Use|D064424|3576|MH|RtM via: Tobacco use|TI|MM|264^7^0
10.2307/2484031|*Epidermal Cells|D000078404|1374|MH|RtM via: Epidermal cells|TI|MM|480^9^0
10.2307/2484031|*Asteraceae|D019659|1092|MH|RtM via: Helianthus species|TI|MM|276^9^0
10.2307/2484031|*Epidermis|D004817|495|MH|RtM via: Epidermis;Forced Non-Leaf Node Lookup:epidermis|TI|MM|480^9^0
10.2307/2484031|*Nutrient|D000078622|327|ET|Entry Term Replacement for "Nutrients";RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|350^8^0
10.2307/2482229|Humans|D006801|26936|CT|ASC-US;CT Treecode Lookup: C13.351.500.852 (ASC-US)||MM;RC
10.2307/2482229|Female|D005260|26936|CT|ASC-US;CT Treecode Lookup: C13.351.500.852 (ASC-US)||MM;RC
10.2307/2482229|*Metaphase|D008677|25936|MH|RtM via: Metaphase;RtM via: Mitotic Metaphase;Forced Leaf Node Lookup:metaphase|TI|MM;RC|844^9^0
10.2307/2482229|*Anaphase|D000705|15868|MH|RtM via: Anaphase;RtM via: Mitotic Anaphase;Forced Leaf Node Lookup:anaphases|TI|MM|964^8^0
10.2307/2482229|*Carmine|D002329|5309|MH|RtM via: Carmine;Forced Leaf Node Lookup:carmine;checkForceMH Boosted|TI|MM|554^7^0;430^7^0
