43739795|Humans|D006801|43327867|CT|Forced Humans: people|TI|MM;RC
42609341|*Research and Development|D012106|918|ET|Entry Term Replacement for "Research";RtM via: Research and Development;Forced Non-Leaf Node Lookup:research and development|TI|MM|634^24^0
43739700|Humans|D006801|1000|CT|Forced Humans:D Farmers||MM
43739700|*Trees|D014197|3066|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1957^5^0;1015^4^0;801^4^0;782^5^0;366^4^0;82^4^0
43739700|*Farms|D000072480|1874|MH|RtM via: Farming environment;Forced Leaf Node Lookup:farms|TI|MM|950^7^0;553^5^0;953^4^0
43739700|*Farmers|D000067565|1357|MH|RtM via: Farmers;Forced Leaf Node Lookup:farmers|TI|MM|625^7^0
43739700|*Vernonia|D035741|1022|MH|Forced Leaf Node Lookup:vernonias;checkForceMH Boosted|TI|MM|432^8^0;1528^8^0;2821^8^0
43739700|Uganda|D014454|616|MH|RtM via: Uganda;Forced Leaf Node Lookup:uganda|TI|MM|2597^6^0;244^6^0
43739700|*Forest|D065928|1749|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|222^6^0;174^6^0
43739700|*Technology|D013672|600|MH|RtM via: Technology|TI|MM|2156^12^0;1868^12^0;1468^12^0;936^12^0;726^12^0;383^12^0
43739700|*Reproduction|D012098|483|MH|RtM via: Reproduction|TI|MM|958^11^0
43740948|*Forestry|D016468|40157|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM;RC|995^8^0;486^8^0;155^8^0;1078^8^0
43740948|*Sustainable Development|D000076502|7694|MH|RtM via: Sustainable Development;Forced Leaf Node Lookup:sustainable development|TI|MM|882^23^0
43740948|*Conservation of Natural Resources|D003247|5113|MH|Forced Leaf Node Lookup:deforestation|TI|MM;RC|393^13^0
43740948|*Biodiversity|D044822|4461|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM|910^12^0
43740948|*Policy|D057766|3192|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM;RC|1301^6^0
43740948|*Investments|D007449|1557|MH|RtM via: Investments|TI|MM|1057^8^0
43740948|*Knowledge|D019359|1329|MH|RtM via: Knowledge|TI|MM|1363^9^0
43739701|Humans|D006801|1000|CT|Forced Humans:D Educational Personnel||MM
43739701|*Colonialism|D018595|1185|MH|RtM via: Colonialism;Forced Leaf Node Lookup:colonialism|TI|MM|2803^8^0;2490^8^0;2214^8^0;1372^8^0;617^8^0;504^8^0;294^8^0;237^8^0;55^11^0
43739701|*Policy|D057766|1377|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policies|TI|MM|633^6^0;524^8^0;310^6^0
43739701|*Government|D006076|1266|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|513^10^0
43739701|*Educational Personnel|D000071195|924|MH|RtM via: Teaching principal|TI|MM|1102^9^0
43739701|India|D007194|546|MH|RtM via: India;Forced Non-Leaf Node Lookup:india|TI|MM|3012^5^0;2192^5^0;129^5^0
43739701|*Forest|D065928|90|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|626^6^0;586^6^0;303^6^0;226^6^0;103^6^0;356^6^0;723^6^0
43739760|*Negotiating|D017008|3384|MH|RtM via: Mediation;Forced Leaf Node Lookup:negotiations|TI|MM|3471^12^0;3274^11^0;1475^11^0;1305^11^0
43739760|*Ownership|D010067|2913|MH|RtM via: Property Rights;Forced Leaf Node Lookup:property rights|TI|MM|1385^15^0;839^15^0
43739760|*Forestry|D016468|2862|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|868^8^0;352^8^0;207^8^0;956^8^0
43739760|*Capacity Building|D057191|2547|MH|RtM via: Capacity Building;Forced Leaf Node Lookup:capacity building|TI|MM|1724^17^0
43739760|*Dissent and Disputes|D034462|1992|MH|RtM via: Disputes;Forced Leaf Node Lookup:disputes|TI|MM|2427^7^0;654^6^0;512^8^0
43739760|Peru|D010568|1200|MH|RtM via: Peru;Forced Leaf Node Lookup:peru|TI|MM;RC|3032^4^0;2277^4^0
43739760|*Automobiles|D001336|1014|MH|Forced Leaf Node Lookup:car|TI|MM|2657^3^0
43739760|*Conservation of Natural Resources|D003247|1014|MH|Forced Leaf Node Lookup:deforestation|TI|MM|1114^13^0;3055^13^0
43739760|Indonesia|D007214|1014|MH|RtM via: Sumatra;Forced Leaf Node Lookup:sumatra|TI|MM|4195^7^0;2169^7^0;319^7^0
43739760|*Life Style|D008019|1740|MH|RtM via: communes|TI|MM|612^8^0
43739760|*Learning|D007858|1575|MH|RtM via: Learning|TI|MM|1331^8^0
43739760|*Resource, Natural|D000067936|1545|ET|Entry Term Replacement for "Natural Resources";RtM via: Natural Resources;Forced Non-Leaf Node Lookup:natural resources|TI|MM|1906^3^0;41^16^0
43739760|*Vincristine|D014750|1527|MH|RtM via: VIT Regimen|TI|MM|3571^4^0
43739760|*Government|D006076|1044|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|779^10^0
43739760|*Forest|D065928|492|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1280^6^0;696^6^0;621^6^0;521^6^0
43739760|Politics|D011057|1000|MH|Forced Non-Leaf Node Lookup:decentralization||MM|21^16^0;255^16^0;376^16^0;1367^16^0;1598^16^0;1826^16^0
43739760|Perception|D010465|1000|MH|Forced Non-Leaf Node Lookup:perception||MM|1056^10^0;2972^10^0
43739760|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|5933^3^0
43740309|Humans|D006801|3244|CT|Ethnic Groups;CT Treecode Lookup: M01.686 (Ethnic Groups)||MM;RC
43740309|*Parks, Recreational|D000068316|2057|MH|RtM via: National Parks;Forced Leaf Node Lookup:national parks|TI|MM|226^13^0
43740309|*Ethnic Groups|D005006|1652|MH|RtM via: Ethnic group;RtM via: Iban (ethnic group);Forced Leaf Node Lookup:ethnic groups|TI|MM|282^13^0;2525^4^0;1333^4^0;303^4^0
43740309|Indonesia|D007214|590|MH|RtM via: Indonesia;Forced Leaf Node Lookup:indonesia|TI|MM|2455^9^0;241^9^0
43740309|Malaysia|D008296|590|MH|Forced Leaf Node Lookup:malays|TI|MM|312^5^0;1341^5^0
43740309|*Diagnostic Tests, Routine|D003955|1251|MH|RtM via: Examination;RtM via: DNA Fragmentation Index|TI|MM|1622^7^0;1643^4^0
43740309|*Communication|D003142|798|MH|RtM via: Communication;Forced Non-Leaf Node Lookup:communication|TI|MM|1791^13^0;662^13^0
43740309|*Face|D005145|675|MH|RtM via: Face|TI|MM|1671^4^0;1545^4^0;579^4^0
43740309|*Forest|D065928|147|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|370^6^0
24309852|*Mushroom|D000363|32624|ET|Entry Term Replacement for "Agaricales";RtM via: Mushroom - dietary;RtM via: Agaricales;checkForceMH Boosted|TI|MM|434^8^0;1515^10^0
24309852|Tricholoma matsutake|C000684582|31938|NM|Forced New Lookup:matsutake mushroom|TI|MM|424^18^0
24309852|China|D002681|534|MH|RtM via: China;Geo Lookup:yunnan;Forced Non-Leaf Node Lookup:china|TI;AB|MM|2815^5^0;2304^5^0;480^5^0;49^5^0
24309852|Antipsychotic Agents|D014150|268133|MH|||RC
24309852|Schizophrenia|D012559|176649|MH|||RC
24309852|*Recognition, Psychology|D021641|2640|MH|RtM via: Recognition, Psychology|TI|MM|77^11^0
24309852|*Attention|D001288|3678|MH|RtM via: Attention;Forced Non-Leaf Node Lookup:attention|TI|MM|260^9^0;1309^9^0
24309852|*Commerce|D003132|366|MH|RtM via: Commerce;Forced Non-Leaf Node Lookup:commerce|TI|MM|1637^8^0
24309852|*Forest|D065928|141|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|150^6^0;195^6^0
42609210|Humans|D006801|1000|CT|Forced Humans:D Farmers||MM
42609210|*Fertilizers|D005308|4440|MH|RtM via: Fertilizers;Forced Leaf Node Lookup:fertilizers;checkForceMH Boosted|TI|MM|491^11^0
42609210|*Farmers|D000067565|2616|MH|RtM via: Farmers;Forced Leaf Node Lookup:farmers|TI|MM|845^7^0;436^7^0;348^7^0
42609210|*Soil|D012987|2307|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|561^4^0
42609210|*Mucuna|D031299|2214|MH|RtM via: Mucuna;RtM via: Mucuna pruriens (plant);Forced Leaf Node Lookup:mucunas;checkForceMH Boosted|TI|MM|1712^6^0;1454^6^0;1224^6^0;724^6^0;451^6^0;296^6^0;1232^15^0;304^15^0
42609210|*Motivation|D009042|1761|MH|RtM via: Incentives;Forced Leaf Node Lookup:incentives|TI|MM|747^10^0
42609210|*Herbicides|D006540|1410|MH|RtM via: Herbicides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:herbicides|TI|MM|1501^10^0
42609210|*Natural Resources|D000067936|2520|MH|RtM via: Natural Resources;Forced Non-Leaf Node Lookup:natural resources|TI|MM|65^17^0
42609210|*Agriculture|D000383|2439|MH|RtM via: Agriculture;Forced Non-Leaf Node Lookup:agriculture|TI|MM|105^11^0;1016^11^0
42609210|*Technology|D013672|1896|MH|RtM via: Technology;Forced Non-Leaf Node Lookup:technology|TI|MM|824^10^0
42609210|*Organizations|D009938|1578|MH|RtM via: Organization administrative structures|TI|MM|660^13^0
42609210|Socioeconomic Factors|D012959|1000|MH|Forced Non-Leaf Node Lookup:land tenure||MM|871^11^0
42609210|Perception|D010465|1000|MH|Forced Non-Leaf Node Lookup:perception||MM|357^10^0;1328^10^0
42609210|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1513^3^0
43740168|Humans|D006801|1000|CT|Forced Humans:D Farmers||MM
43740168|*Forestry|D016468|3374|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|775^8^0;448^8^0;544^8^0;227^8^0;21^8^0
43740168|*Farms|D000072480|1298|MH|RtM via: Farming environment;Forced Leaf Node Lookup:farm|TI|MM|354^4^0
43740168|*Farmers|D000067565|1247|MH|RtM via: Farmers;Forced Leaf Node Lookup:farmers|TI|MM|667^7^0;501^7^0
43740168|xylometazoline|C009695|1169|NM|RtM via: Snup;Forced SCR Leaf Node Lookup:stas|TI|MM|2571^4^0
43740168|*Poverty|D011203|536|MH|Forced Leaf Node Lookup:poverty|TI|MM|34^7^0
43740168|*Imidazoles|D007093|1168|HM|RtM via: Snup|TI|MM|2571^4^0
43740168|China|D002681|975|MH|RtM via: China;Forced Non-Leaf Node Lookup:china|TI|MM|2241^5^0;1798^5^0;441^5^0;54^5^0
43740168|*Forested Areas|D065928|714|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|119^6^1;131^5^1
43740168|*Mycobacterium avium Complex|D015269|687|MH|RtM via: Mycobacterium avium Complex|TI|MM|1370^4^0
24310535|*Forestry|D016468|3053|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|249^8^0
24310535|*Government|D006076|2817|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|956^10^0;656^10^0;427^10^0
24310535|*Households|D005191|2343|ET|Entry Term Replacement for "Family Characteristics";RtM via: Households|TI|MM|464^10^0
24310535|*Investments|D007449|2292|MH|RtM via: Investments|TI|MM|502^6^0
24310535|*Organization|D009938|2067|ET|Entry Term Replacement for "Organizations";RtM via: Organization administrative structures|TI|MM|144^12^0
24310535|*Forests|D065928|465|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forestlands;Forced Non-Leaf Node Lookup:forests|TI|MM|771^6^0;545^6^0;450^10^0;307^7^0;356^7^0
43739459|*Trees|D014197|7681|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|776^5^0;631^5^0;332^5^0
43739459|*Ecosystem|D017753|5501|MH|RtM via: Ecosystem;Forced Lookup:ecosystems|TI|MM|347^10^0
43739459|*Fossils|D005580|4072|MH|RtM via: Fossils;Forced Leaf Node Lookup:fossils|TI|MM|623^6^0;21^7^0
43739459|relacin|C580565|3374|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|3417^7^0
43739459|*Carbon|D002244|2927|MH|RtM via: Carbon;checkForceMH Boosted;Forced Non-Leaf Node Lookup:carbon|TI|MM|723^6^0;597^6^0;368^6^0
43739459|Antarctic Regions|D000864|2528|MH|RtM via: Antarctic (geographic area);RtM via: Antarctica;Forced Leaf Node Lookup:antarctic|TI|MM|87^9^0
43739459|*Darkness|D003624|2411|MH|RtM via: Darkness;Forced Leaf Node Lookup:darkness|TI|MM|470^8^0
43739459|*Forests|D065928|4596|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|917^7^0;158^7^0;55^7^0;1055^7^0
43739459|*Climate|D002980|4344|MH|RtM via: polar climate|TI|MM|657^13^0
43739459|*Dipeptides|D004151|3373|HM|RtM via: relacin|TI|MM|3417^7^0
43739459|*Seasons|D012621|3192|MH|RtM via: day length;RtM via: Winter|TI|MM|219^9^0;590^6^0;489^6^0
43739459|*Deoxyguanosine|D003849|1814|HM|RtM via: relacin|TI|MM|3417^7^0
43739459|*Mathematical Model|D008962|2166|ET|Entry Term Replacement for "Models, Theoretical";RtM via: Mathematical Model;Forced Non-Leaf Node Lookup:mathematical model|TI|MM;RC|866^18^0
43739459|*Habit|D006184|2097|ET|Entry Term Replacement for "Habits";RtM via: Behaviorial Habits;Forced Non-Leaf Node Lookup:habits|TI|MM;RC|1032^5^0
43739459|*Plant Leaves|D018515|711|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM|1027^4^0;436^4^0;756^6^0
43739459|*Aura|D004827|342|ET|Entry Term Replacement for "Epilepsy";RtM via: Aura;Forced Non-Leaf Node Lookup:aura|TI|MM|2199^4^0
43739459|*Respiration|D012119|174|MH|RtM via: Respiration;Forced Non-Leaf Node Lookup:respiration|TI|MM|1981^11^0;1526^11^0;810^11^0;391^11^0
24310708|Humans|D006801|289348|CT|CT Text Lookup: children;CT Text Lookup: individuals|TI|MM;RC|323^8^0;457^11^0
24310708|Female|D005260|289348|CT|Mothers;CT Treecode Lookup: F01.829.263.500.320.200 (Mothers);Mothers;CT Treecode Lookup: I01.880.853.150.500.340.270 (Mothers);Mothers;CT Treecode Lookup: M01.620.630 (Mothers)||MM;RC
24310708|United States|D014481|289348|CT|Patient Protection and Affordable Care Act;CT Treecode Lookup: N03.219.521.576.343.918 (Patient Protection and Affordable Care Act);Patient Protection and Affordable Care Act;CT Treecode Lookup: N03.706.615.806 (Patient Protection and Affordable Care Act)||MM;RC
24310708|Child|D002648|289348|CT|Forced Leaf Node Lookup:children;CT Text Lookup: children|TI|MM|323^8^0
24310708|Animals|D000818|289348|CT|Forced Non-Leaf Node Lookup:animals||MM|561^6^0;3747^6^0
24310708|*Trees|D014197|120267|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|1126^4^0;805^4^0;635^4^0;359^4^0;714^4^0;884^4^0
24310708|origen|C009784|119050|NM|RtM via: origen;Forced SCR Leaf Node Lookup:origen|TI|MM|3740^6^0
24310708|relacin|C580565|118969|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|3543^7^0
24310708|*Mothers|D009035|63567|MH|RtM via: Mother (person);Forced Leaf Node Lookup:mothers|TI|MM|342^7^0
24310708|*Motivation|D009042|60543|MH|RtM via: Motivation;Forced Leaf Node Lookup:motivations|TI|MM|2676^10^0;1018^10^0
24310708|*Food Insecurity|D000084884|59415|MH|RtM via: Food Insecurity;Forced New Lookup:food insecurity|TI|MM|21^15^0
24310708|*Conservation of Natural Resources|D003247|59412|MH|Forced Leaf Node Lookup:deforestation|TI|MM|102^13^0;1064^19^0
24310708|Tanzania|D013636|59412|MH|RtM via: Tanzania;Forced Leaf Node Lookup:tanzania|TI|MM|3363^8^0;253^8^0
24310708|Patient Protection and Affordable Care Act|D058991|288348|MH|||RC
24310708|Medically Uninsured|D017057|252452|MH|||RC
24310708|*Azocines|D001392|119049|HM|RtM via: origen|TI|MM|3740^6^0
24310708|*Deoxyguanosine|D003849|59559|HM|RtM via: relacin|TI|MM|3543^7^0
24310708|*Dipeptides|D004151|118968|HM|RtM via: relacin|TI|MM|3543^7^0
24310708|*Diet|D004032|6681|MH|RtM via: Basal Diet;RtM via: Diet;Forced Non-Leaf Node Lookup:diets|TI|MM|451^4^0;163^4^0;609^5^0;528^7^0;271^7^0
24310708|*Malnutrition|D044342|4182|MH|RtM via: Malnutrition;Forced Non-Leaf Node Lookup:malnutrition|TI|MM|1364^12^0;41^12^0
24310708|*Nutrient|D000078622|3240|ET|Entry Term Replacement for "Nutrients";RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|594^8^0
24310708|*Forest|D065928|1767|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1064^6^0;780^6^0;729^6^0;486^6^0;436^6^0;200^6^0;1319^6^0
24309817|Animals|D000818|76148|CT|Camelids, New World;CT Treecode Lookup: B01.050.150.900.649.313.500 (Camelids, New World)||MM;RC
24309817|*Camelids, New World|D002161|27287|MH|RtM via: Llamas;Forced Leaf Node Lookup:llamas;checkForceMH Boosted|TI|MM|2194^5^0
24309817|*Motivation|D009042|14065|MH|RtM via: Incentives;Forced Leaf Node Lookup:incentives|TI|MM|593^10^0;309^10^0
24309817|*Forestry|D016468|13411|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|782^8^0
24309817|*Feasibility Studies|D005240|13141|MH|Forced Leaf Node Lookup:feasibility|TI|MM|924^11^0
24309817|Indonesia|D007214|13141|MH|RtM via: Indonesia;Forced Leaf Node Lookup:indonesia|TI|MM|2177^9^0;85^9^0
24309817|Genes, Homeobox|D005801|75148|MH|||RC
24309817|Amino Acid Sequence|D000595|27732|MH|||RC
24309817|*Policy|D057766|672|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|820^6^0;733^6^0;577^6^0;673^6^0
24309817|*Government|D006076|435|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|262^10^0
43739799|Humans|D006801|3036|CT|Asian Continental Ancestry Group;CT Treecode Lookup: M01.686 (Asian Continental Ancestry Group)||MM;RC
43739799|*Social Isolation|D012934|2036|MH|RtM via: Social isolation;Forced Leaf Node Lookup:social exclusions|TI|MM|1068^16^0
43739799|*Poverty|D011203|509|MH|Forced Leaf Node Lookup:poverty|TI|MM|1056^7^0
43739799|Tanzania|D013636|509|MH|RtM via: Tanzania;Forced Leaf Node Lookup:tanzania|TI|MM|3657^8^0;2484^8^0;956^8^0;88^8^0
43739799|*Psychological Distance|D012929|1641|MH|RtM via: Social Rejection|TI|MM|1068^16^0
43739799|*Asian Continental Ancestry Group|D044466|777|MH|RtM via: Asians|TI|MM|2751^8^0
43739799|*Income|D007182|528|MH|RtM via: Income|TI|MM|839^6^0
43739799|*Physical Examination|D010808|504|MH|RtM via: Physical Examination|TI|MM|572^8^0
43739799|*Forests|D065928|126|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|3839^4^0;3650^3^0;3446^4^0;3527^3^0;3018^3^0;2992^4^0;2927^3^0;2893^3^0;2546^3^0;2394^4^0;2207^3^0;2031^4^0;2100^3^0;1832^3^0;1636^3^0;1553^4^0;1501^3^0;1467^3^0;1201^3^0;1105^4^0;934^3^0;978^6^0;801^4^0;827^3^0;787^7^0;613^3^0;617^7^0;458^3^0;362^6^0;307^3^0;35^6^0;318^6^0
43739799|Conservation of Natural Resources|D003247|1000|MH|Forced Non-Leaf Node Lookup:forest conservation||MM|978^19^0
43739799|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2285^3^0
43739507|Humans|D006801|28149100|CT|Forced Humans: men|TI|MM;RC
43739507|Male|D008297|28149100|CT|CT Text Lookup: men|TI|MM;RC|1231^3^0
43739507|Armenia|D001136|2253021|MH|RtM via: armenians;RtM via: Armenia;Forced Leaf Node Lookup:armenians|TI|MM|75^8^0;2795^7^0;2552^7^0;2026^7^0;793^7^0;648^7^0
43739507|Antigua and Barbuda|D000958|1126509|MH|Forced Leaf Node Lookup:antigua|TI|MM|2396^7^0
43739507|*Conservation of Natural Resources|D003247|1126509|MH|Forced Leaf Node Lookup:deforestation|TI|MM|774^13^0
43739507|*Geography|D005843|1200|MH|RtM via: Geography|TI|MM|373^12^0;48^12^0
43739507|VMBP protocol|C036046|1198|NM|RtM via: VMBP protocol|TI|MM|2229^4^0
43739507|*Vincristine|D014750|1197|HM|RtM via: VMBP protocol|TI|MM|2229^4^0
43739507|*Antineoplastic Combined Chemotherapy Protocols|D000971|264|HM|RtM via: VMBP protocol|TI|MM|2229^4^0
43739507|*Bleomycin|D001761|378|HM|RtM via: VMBP protocol|TI|MM|2229^4^0
43739507|*Cisplatin|D002945|864|HM|RtM via: VMBP protocol|TI|MM|2229^4^0
43739507|*Methotrexate|D008727|630|HM|RtM via: VMBP protocol|TI|MM|2229^4^0
43739507|*Forests|D065928|207|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|875^12^0;537^6^0;586^6^0;452^6^0;262^7^0;84^7^0
43739298|Humans|D006801|28121827|CT|Forced Humans: clients|TI|MM;RC
43739298|relacin|C580565|2250722|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|3458^7^0
43739298|*Constriction|D003250|1125989|MH|RtM via: Constriction procedure;Forced Leaf Node Lookup:constrictions|TI|MM|1185^12^0
43739298|*Uncertainty|D035501|1125917|MH|RtM via: Uncertainty;Forced Leaf Node Lookup:uncertainty|TI|MM|94^11^0
43739298|*Dipeptides|D004151|2250721|HM|RtM via: relacin|TI|MM|3458^7^0
43739298|*Deoxyguanosine|D003849|1125428|HM|RtM via: relacin|TI|MM|3458^7^0
43739298|*Social Ecology|D012931|1704|ET|Entry Term Replacement for "Social Environment";RtM via: Social Ecology|TI|MM|594^6^1;613^10^1
43739298|*Confusion|D003221|1071|MH|RtM via: Clouded consciousness;RtM via: Confusion|TI|MM|1408^9^0;110^9^0
43739298|*Forest|D065928|114|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|247^6^0
43739298|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2861^3^0
43739298|Brazil|D001938|378|MH|RtM via: brazilian;RtM via: Amazonia|TI|MM|426^9^0;3402^8^0
43740131|Humans|D006801|1000|CT|Forced Humans:D Government Employees||MM
43740131|*Private Sector|D017149|2649|MH|RtM via: Private Sector;Forced Leaf Node Lookup:private sector|TI|MM|247^14^0
43740131|*Government Employees|D000071296|2523|MH|RtM via: Government Officials;Forced Leaf Node Lookup:government officials|TI|MM|563^20^0
43740131|*Forestry|D016468|990|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|99^8^0
43740131|*Democracy|D003709|831|MH|Forced Leaf Node Lookup:democracy|TI|MM|927^9^0
43740131|*Explosions|D005107|831|MH|Forced Leaf Node Lookup:explosions|TI|MM|1665^9^0
43740131|Indonesia|D007214|831|MH|RtM via: Indonesia;Forced Leaf Node Lookup:indonesia|TI|MM|3733^9^0;3054^9^0;982^9^0;384^9^0
43740131|*Piedra|D010854|831|MH|RtM via: Piedra;Forced Leaf Node Lookup:piedras|TI|MM|3877^7^0
43740131|*Government|D006076|3507|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|1018^10^0;758^11^0
43740131|*Liberalism|D011057|1614|ET|Entry Term Replacement for "Politics";RtM via: Liberalism|TI|MM|526^14^0
