10.2307/2395210|Animals|D000818|8867|CT|Spiders;CT Treecode Lookup: B01.050.500.131 (Spiders)||MM;RC
10.2307/2399288|*Mammal|D008322|2379|ET|Entry Term Replacement for "Mammals";RtM via: Mammals;Forced Non-Leaf Node Lookup:mammals|TI|MM|1386^6^0
10.2307/2394839|*Malvaceae|D019660|99|MH|RtM via: Cienfuegosia|TI|MM|41^12^0
10.2307/2394839|Phylogeny|D010802|81|MH|||RC
10.2307/2394839|*Histological Techniques|D006652|3|MH|RtM via: Sectioning technique|TI|MM|218^8^0
10.2307/2399225|*Grass|D006109|8880|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grass|TI|MM;RC|182^5^0
10.2307/2399225|*Microscopy, Electron, Scanning|D008855|2364|MH|RtM via: Scanning Electron Microscopy;Forced Leaf Node Lookup:scanning electron microscopy|TI|MM|383^28^0
10.2307/2399225|*Seasons|D012621|1982|MH|Forced Leaf Node Lookup:seasonal|TI|MM;RC|830^8^0
10.2307/2399225|*Plant Leaves|D018515|14250|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|739^6^0;471^6^0;281^4^0;28^4^0;54^4^0;125^4^0
10.2307/2399225|*Habitats|D017753|4677|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|768^8^0;563^8^0;434^8^0;223^8^0
10.2307/2399225|*Water Supply|D014881|1662|MH|RtM via: Water Supply;Forced Non-Leaf Node Lookup:water supply|TI|MM|786^12^0
10.2307/2399225|Canada|D002170|0|MH|RtM via: Canada|TI|MM|243^6^0
10.2307/2395309|*Diploidy|D004171|4887|MH|RtM via: Diploidy;Forced Leaf Node Lookup:diploids|TI|MM;RC|30^7^0
10.2307/2395309|*Karyotyping|D007621|11010|MH|RtM via: Karyotype determination procedure|TI|MM;RC|220^10^0
10.2307/2395309|*Karyotypes|D059785|10953|ET|Entry Term Replacement for "Karyotype";RtM via: Karyotype (cell structure);Forced Non-Leaf Node Lookup:karyotypes|TI|MM;RC|220^10^0
10.2307/2395309|*Amaryllidaceae|D000070378|2718|MH|RtM via: Carpolyza;RtM via: Hessea;RtM via: Hessea zeyheri;RtM via: Strumaria|TI|MM|71^9^0;148^6^0;528^14^0;318^14^0;177^14^0;105^9^0
10.2307/3298558|*Phylogeny|D010802|14856|MH|RtM via: Phylogeny;RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogeny|TI|MM;RC|831^9^0;1096^12^0
10.2307/3298558|*Biodiversity|D044822|7518|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM;RC|674^12^0
10.2307/3298558|*Biology|D001695|4035|MH|RtM via: systematic biology;Forced Non-Leaf Node Lookup:biology|TI|MM;RC|244^18^0;255^7^0;361^7^0
10.2307/3298558|*Biological Phenomena|D001686|879|MH|RtM via: Tissue Growth|TI|MM|411^6^0
10.2307/3298558|*Information Systems|D007256|66|MH|RtM via: Information Systems;Forced Non-Leaf Node Lookup:information systems|TI|MM|191^19^0
3298605|United States|D014481|18442|CT|RtM via: Americas Ethnicity;Forced Leaf Node Lookup:american|TI|MM|637^8^0
3298605|*Paspalum|D031781|13238|MH|RtM via: Paspalum;RtM via: Paspalum erianthum;Forced Leaf Node Lookup:paspalums;checkForceMH Boosted|TI|MM|1080^8^0;655^8^0;525^8^0;41^8^0;1144^18^0;575^18^0;777^8^0
3298605|Bolivia|D001838|7612|MH|RtM via: Bolivia;Forced Leaf Node Lookup:bolivia|TI|MM|734^7^0;216^7^0
3298605|Paraguay|D010239|7612|MH|RtM via: Paraguay;Forced Leaf Node Lookup:paraguay|TI|MM|743^8^0;225^8^0
3298605|Mexico|D008800|7378|MH|RtM via: Mexico;Forced Leaf Node Lookup:mexico|TI|MM|699^6^0
3298605|Brazil|D001938|7333|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM|726^6^0;208^6^0
3298605|Uruguay|D014583|7321|MH|RtM via: Uruguay;Forced Leaf Node Lookup:uruguay|TI|MM|768^7^0;247^7^0
3298605|Argentina|D001118|7294|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM|753^9^0;235^9^0
3298605|Sterilization|D013242|17442|MH|||RC
3298605|Endotoxins|D004731|15086|MH|||RC
3298605|North America|D009656|1371|MH|RtM via: North America|TI|MM|709^13^0
10.2307/2399199|United States|D014481|45106|CT|Forced Leaf Node Lookup:american|TI|MM|332^8^0
10.2307/2399199|*Microscopy, Electron, Scanning|D008855|2383|MH|Forced Leaf Node Lookup:scanning electron microscope|TI|MM;RC|426^28^0
10.2307/2399199|*Campanulaceae|D029422|44106|MH|RtM via: Campanula;RtM via: Campanula americana;RtM via: Campanula reverchonii;RtM via: Campanulaceae;RtM via: Githopsis;RtM via: Heterocodon;RtM via: Triodanis;RtM via: Triodanis coloradoensis;Forced Non-Leaf Node Lookup:campanulaceae|TI|MM;RC|1248^10^0;768^9^0;699^19^0;1159^21^0;28^13^0;851^9^0;873^11^0;1115^9^0;862^9^0;1199^23^0;913^9^0
10.2307/2399199|*Seeds|D012639|1650|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM;RC|1310^4^0;1150^5^0;924^5^0;690^5^0;479^5^0;291^5^0;243^5^0;541^4^0
10.2307/2399199|North America|D009656|9|MH|RtM via: North America|TI|MM|69^13^0
40035760|*Phylogeny|D010802|31446|MH|RtM via: Phylogenetic Trees;RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogenetic analysis;Forced Leaf Node Lookup:phylogenetic trees|TI|MM;RC|87^17^0;907^4^0;787^21^1;813^9^1;666^12^0;256^12^0;1011^12^0
40035760|*Metaphor|D019365|2587|MH|RtM via: Metaphor;Forced Leaf Node Lookup:metaphors|TI|MM;RC|72^9^0
40035760|*Biological Evolution|D005075|16521|MH|RtM via: Biological Evolution|TI|MM;RC|937^12^0;737^12^0;434^12^0
40035760|*Phylogenetic Biogeography|D058974|6888|ET|Entry Term Replacement for "Phylogeography";RtM via: Phylogeography|TI|MM|978^15^1;1011^12^1
40035760|*Algorithm|D000465|3045|ET|Entry Term Replacement for "Algorithms";RtM via: algorithm;Forced Non-Leaf Node Lookup:algorithms|TI|MM;RC|776^9^0
10.2307/2399143|Humans|D006801|23279662|CT|Forced Humans: families|TI|MM;RC
10.2307/2399143|*Capsicum|D002212|1876735|MH|RtM via: Capsicum;RtM via: Chili Pepper (dietary);Forced Leaf Node Lookup:capsicum;checkForceMH Boosted|TI|MM|948^8^0
10.2307/2399143|*Solanaceae|D019657|963251|MH|RtM via: Lycianthes;RtM via: Solanaceae;RtM via: Witheringia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:solanaceae|TI|MM;RC|1416^10^0;919^10^0;68^10^0;1323^10^0;931^11^0
10.2307/2399143|*Inflorescence|D056626|939530|MH|RtM via: Inflorescence;Forced Leaf Node Lookup:inflorescences|TI|MM|1158^13^0
10.2307/2399143|*Ericaceae|D029791|937508|MH|RtM via: Ericaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ericaceae|TI|MM|1608^9^0
10.2307/2399143|*Flower|D035264|9030|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;RtM via: Plant Calyx;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|1148^6^0;754^6^0;1545^5^0;1247^5^0;962^5^0;823^5^0;527^5^0;225^5^0;57^7^0
10.2307/2399143|*Lacerations|D022125|1953|MH|RtM via: Laceration|TI|MM|902^7^0
10.2307/2399143|*Lacrimal Apparatus Diseases|D007766|1749|MH|RtM via: Excessive tearing;RtM via: Lacrimation|TI|MM|902^7^0
10.2307/2399143|*Kidney Calices|D007670|1707|MH|RtM via: Structure of calyx|TI|MM;RC|1545^5^0;1247^5^0;962^5^0;823^5^0;527^5^0;225^5^0;57^7^0
10.2307/2399143|*Ribs|D012272|669|MH|RtM via: Bone structure of rib;Forced Non-Leaf Node Lookup:ribs|TI|MM|726^4^0
40035762|Animals|D000818|33352|CT|Fishes;CT Treecode Lookup: B01.050.150.900.493 (Fishes);Vertebrate;CT Treecode Lookup: B01.050.150.900 (Vertebrate);CT Text Lookup: fish|TI|MM;RC|171^4^0
40035762|*Phylogeny|D010802|32352|MH|RtM via: Phylogeny;RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogeny|TI|MM;RC|568^9^0;382^12^0;335^12^0;951^12^0
40035762|*Fishes|D005399|11490|MH|RtM via: Fishes|TI|MM;RC|529^4^0;171^4^0
40035762|*Habitats|D017753|9327|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|1182^8^0;106^8^0
40035762|*Freshwater|D005618|8880|ET|Entry Term Replacement for "Fresh Water";RtM via: Fresh Water;Forced Non-Leaf Node Lookup:freshwaters|TI|MM;RC|1171^10^0;84^10^0
40035762|*Vertebrate|D014714|4866|ET|Entry Term Replacement for "Vertebrates";RtM via: Vertebrates;Forced Non-Leaf Node Lookup:vertebrates|TI|MM|556^10^0
40035762|Oceans and Seas|D009792|1000|MH|Forced Non-Leaf Node Lookup:oceans||MM;RC|1224^5^0;1253^5^0
40035762|Invertebrates|D007448|1000|MH|Forced Non-Leaf Node Lookup:invertebrates||MM|180^12^0
10.2307/2398867|Animals|D000818|4021|CT|Colubridae;CT Treecode Lookup: B01.050.150.900.833 (Colubridae)||MM;RC
10.2307/2398867|United States|D014481|4021|CT|Forced Leaf Node Lookup:american|TI|MM|88^8^0
10.2307/2398867|*Compositae|D019659|3021|ET|Entry Term Replacement for "Asteraceae";RtM via: Asteraceae;RtM via: Borrichia arborescens;RtM via: Borrichia frutescens;RtM via: Heliantheae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:compositae|TI|MM|46^10^0;322^21^0;203^20^0;58^11^0;620^9^0;550^9^0;28^9^0
10.2307/2398867|Florida|D005431|1182|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM;RC|418^7^0
10.2307/2398867|Virginia|D014768|819|MH|RtM via: Virginia;Forced Leaf Node Lookup:virginia|TI|MM|298^8^0
10.2307/2398867|*Habitats|D017753|1944|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|249^8^0
10.2307/2398867|*Hybridization, Genetic|D006824|897|MH|RtM via: Crossbreeding|TI|MM|435^10^0
10.2307/2398867|*Biological Phenomena|D001686|552|MH|RtM via: Tissue Growth|TI|MM|233^5^0
10.2307/2398867|*Colubridae|D017812|534|MH|RtM via: Virginia (Reptile)|TI|MM|298^8^0
10.2307/2398867|West Indies|D014900|447|MH|RtM via: Caribbean Islands|TI|MM|393^11^0
10.2307/2398819|Humans|D006801|4197|CT|Hispanic Americans;CT Treecode Lookup: M01.686 (Hispanic Americans)||MM;RC
10.2307/2398819|Costa Rica|D003364|3197|MH|RtM via: Costa Rica;Forced Leaf Node Lookup:costa rica|TI|MM;RC|165^10^0
10.2307/2398819|Panama|D010176|2805|MH|RtM via: Panama;Forced Non-Leaf Node Lookup:panama|TI|MM;RC|213^6^0;105^6^0
10.2307/2398819|*Campanulaceae|D029422|2214|MH|RtM via: Burmeistera obtusifolia|TI|MM;RC|113^23^0;256^11^0;28^11^0
10.2307/2398819|*Record|D011996|78|ET|Entry Term Replacement for "Records";RtM via: Records|TI|MM|180^8^0
10.2307/2398819|*Hispanic Americans|D006630|54|MH|RtM via: Panamanian|TI|MM|234^10^0
10.2307/2398989|Humans|D006801|9224|CT|Chinese;CT Treecode Lookup: M01.686 (Chinese)|TI|MM
10.2307/2398989|*Liquidambar|D031317|8224|MH|RtM via: Liquidambar styraciflua;Forced Leaf Node Lookup:liquidambar styraciflua;checkForceMH Boosted|TI|MM;RC|77^23^0
10.2307/2398989|*Liriodendron|D031567|6718|MH|RtM via: Liriodendron tulipifera;Forced Leaf Node Lookup:liriodendron tulipiferas;checkForceMH Boosted|TI|MM;RC|130^23^0
10.2307/2398989|*Electrophoresis, Starch Gel|D004592|620|MH|RtM via: Electrophoresis, Starch Gel;Forced Leaf Node Lookup:starch gel electrophoresis|TI|MM|244^26^0
10.2307/2398989|China|D002681|617|MH|Forced Leaf Node Lookup:chinese|TI|MM;RC|161^7^0
10.2307/2398989|*Pollination|D054817|462|MH|RtM via: Pollination|TI|MM|36^10^0
10.2307/2398989|*Cambium|D058506|444|MH|RtM via: Cambium|TI|MM|274^7^0
10.2307/2398989|*Chinese|D044466|270|ET|Entry Term Replacement for "Asian Continental Ancestry Group";RtM via: Chinese People|TI|MM|161^7^0
10.2307/2398989|Plant Extracts|D010936|1000|MH|Forced Non-Leaf Node Lookup:extracts||MM;RC|282^8^0
10.2307/2398811|United States|D014481|39207|CT|RtM via: United States;Forced Leaf Node Lookup:american;Forced Non-Leaf Node Lookup:united states|TI|MM|681^13^0;954^8^0;1195^8^0
10.2307/2398811|Sheep|D012756|39207|CT|RtM via: Sheep;Forced Non-Leaf Node Lookup:sheep|TI|MM|1176^5^0
10.2307/2398811|Animals|D000818|39207|CT|RtM via: Sheep;Bison;CT Treecode Lookup: B01.050.150.900.649.313.500 (Bison);Mammals;CT Treecode Lookup: B01.050.150.900.649 (Mammals);Perissodactyla;CT Treecode Lookup: B01.050.150.900.649.313.984 (Perissodactyla);CT Text Lookup: mammal;CT Text Lookup: mammalian;CT Text Lookup: sheep|TI|MM;RC|1176^5^0;528^7^0;121^9^0
10.2307/2398811|*Fossils|D005580|38207|MH|RtM via: Fossils;Forced Leaf Node Lookup:fossils|TI|MM;RC|462^7^0;46^10^0;131^7^0;248^7^0
10.2307/2398811|*Grass|D006109|14993|ET|Entry Term Replacement for "Poaceae";RtM via: Andropogoneae;RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grasses|TI|MM;RC|1040^13^0;906^7^0;456^5^0;106^7^0;993^7^0
10.2307/2398811|*Bison|D016164|12559|MH|RtM via: Bison;Forced Leaf Node Lookup:bisons;checkForceMH Boosted|TI|MM|1166^5^0
10.2307/2398811|*Grassland|D065948|8830|MH|Forced Leaf Node Lookup:grasslands;Forced Leaf Node Lookup:savannas|TI|MM|963^10^0;325^8^0
10.2307/2398811|*Rivers|D045483|7439|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM|369^6^0
10.2307/2398811|*Fruit|D005638|4898|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|616^6^0;482^6^0
10.2307/2398811|*Silica|D012822|4544|ET|Entry Term Replacement for "Silicon Dioxide";RtM via: silicon dioxide;checkForceMH Boosted;Forced Non-Leaf Node Lookup:silica|TI|MM|57^6^0
10.2307/2398811|*Biological Evolution|D005075|11859|MH|RtM via: Biological Evolution|TI|MM;RC|1216^12^0
10.2307/2398811|*Habitats|D017753|11457|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|396^8^0
10.2307/2398811|*Mammals|D008322|8520|MH|RtM via: Mammals;Forced Non-Leaf Node Lookup:mammals|TI|MM;RC|528^7^0;121^9^0
10.2307/2398811|*Perissodactyla|D010527|8070|MH|RtM via: Genus Rhinoceros;RtM via: Rhinoceros unicornis|TI|MM|566^12^0
10.2307/2398811|*Plant Leaves|D018515|2244|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM;RC|88^4^0
10.2307/2398811|*Epidermis|D004817|504|MH|RtM via: Epidermis;Forced Non-Leaf Node Lookup:epidermis|TI|MM|93^9^0
10.2307/2398811|North America|D009656|3600|MH|RtM via: North America|TI|MM|409^13^0
10.2307/2398811|South America|D013020|1899|MH|RtM via: South America|TI|MM|859^13^0
10.2307/2399806|Colombia|D003105|9605|MH|RtM via: Colombia;Forced Leaf Node Lookup:colombia|TI|MM;RC|1510^8^0;882^8^0;538^8^0;322^8^0;152^8^0
10.2307/2399806|Ecuador|D004484|6986|MH|RtM via: Ecuador;Forced Leaf Node Lookup:ecuador|TI|MM;RC|194^7^0
10.2307/2399806|*Rainforest|D065947|4829|MH|RtM via: Rainforest;Forced Leaf Node Lookup:rainforests|TI|MM;RC|657^10^0
10.2307/2399806|*Araceae|D029064|1616|MH|RtM via: Araceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:araceae|TI|MM|1140^7^0;365^7^0;61^7^0
10.2307/2399806|South America|D013020|7803|MH|RtM via: South America;Forced Non-Leaf Node Lookup:south america|TI|MM;RC|97^13^0
10.2307/2399806|*Climacteric|D002979|1692|MH|RtM via: Climacteric|TI|MM|565^9^1;585^4^1
10.2307/2399806|*Forests|D065928|1185|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|803^7^0;695^6^0;313^7^0
40390048|Antarctic Regions|D000864|9608|MH|RtM via: Antarctic (geographic area);RtM via: Antarctica;Forced Leaf Node Lookup:antarctic|TI|MM;RC|256^9^0
40390048|*Altitude|D000531|3653|MH|RtM via: Altitude;Forced Leaf Node Lookup:altitudes|TI|MM;RC|360^8^0
40390048|*Psychotria|D032069|3349|MH|RtM via: Psychotria;Forced Leaf Node Lookup:psychotrias;checkForceMH Boosted|TI|MM|525^10^0
40390048|*Rubiaceae|D019666|3155|MH|RtM via: Rubiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM;RC|1384^9^0;1094^9^0;945^9^0;567^9^0;395^9^0;177^9^0;93^9^0;147^9^0
40390048|*Angiosperm|D019684|3128|ET|Entry Term Replacement for "Magnoliopsida";RtM via: Angiosperm;RtM via: Magnoliopsida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:angiosperms|TI|MM|611^10^0;506^10^0
40390048|*Checklist|D057189|1316|MH|RtM via: Checklist;Forced Leaf Node Lookup:checklists|TI|MM|157^9^0
40390048|*Forests|D065928|2676|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|375^7^0
40390048|*Data Management|D000079803|1371|MH|RtM via: Databases|TI|MM|167^8^0
10.2307/2399813|*Rivers|D045483|23683|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM;RC|457^5^0;238^5^0;79^5^0;498^5^0
10.2307/2399813|*Water|D014867|2809|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM;RC|395^5^0
10.2307/2399813|Texas|D013781|1381|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM;RC|86^5^0
10.2307/2399813|*Bays|D061006|1372|MH|Forced Leaf Node Lookup:bay|TI|MM|434^3^0
10.2307/2399813|*Spores|D013170|1761|MH|RtM via: Plant spore;RtM via: Reproduction spores;Forced Non-Leaf Node Lookup:spores|TI|MM|144^6^0
10.2307/2399813|*Industry|D007221|1302|MH|RtM via: Industry|TI|MM|318^8^0
10.2307/2399813|*Pollen|D011058|348|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM|136^6^0
10.2307/2395201|Humans|D006801|1000|CT|Forced Humans:D Transients and Migrants||MM
10.2307/2395201|*Saxifragaceae|D031995|12415|MH|RtM via: Saxifragaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:saxifragaceae|TI|MM;RC|304^13^0;122^13^0;469^9^0;186^9^0;547^9^0;695^9^0
10.2307/2395201|*Puccinia|D000084643|3662|MH|RtM via: Puccinia;Forced New Lookup:puccinia;checkForceMH Boosted|TI|MM|61^8^0
10.2307/2395201|*Transients and Migrants|D014171|3509|MH|RtM via: Migrants;Forced Leaf Node Lookup:migrants|TI|MM|430^7^0;346^8^0;497^8^0;608^8^0;759^8^0
10.2307/2395201|Japan|D007564|2659|MH|RtM via: Japan;Forced Leaf Node Lookup:japan|TI|MM|490^5^0;511^5^0
10.2307/2395201|*Biological Evolution|D005075|14241|MH|RtM via: Biological Evolution|TI|MM;RC|242^12^0
10.2307/2395201|Phylogeny|D010802|2275|MH|||RC
10.2307/2395201|Eastern Asia|D005202|2205|ET|Entry Term Replacement for "Far East";RtM via: Far East;Forced Non-Leaf Node Lookup:eastern asia|TI|MM;RC|332^12^0
10.2307/2395201|North America|D009656|1704|MH|RtM via: North America;Forced Non-Leaf Node Lookup:north america|TI|MM;RC|406^13^0;443^13^0;593^13^0;726^13^0
10.2307/2395201|Europe|D005060|1557|MH|RtM via: Europe|TI|MM|715^6^0
10.2307/2398838|Animals|D000818|79421|CT|Ants;CT Treecode Lookup: B01.050.500.131 (Ants);Beak;CT Treecode Lookup: A13.114 (Beak)||MM;RC
10.2307/2398838|*Plant Nectar|D057048|78421|MH|RtM via: Plant Nectar;Forced Leaf Node Lookup:nectars;checkForceMH Boosted|TI|MM;RC|794^9^0;625^6^0;351^9^0;282^6^0
10.2307/2398838|*Pollination|D054817|72188|MH|RtM via: Pollination;Forced Leaf Node Lookup:pollination|TI|MM;RC|695^11^0;397^10^0;195^11^0
10.2307/2398838|*Ants|D001000|21457|MH|RtM via: Ants;Forced Leaf Node Lookup:ants;checkForceMH Boosted|TI|MM;RC|831^4^0
10.2307/2398838|*Trees|D014197|20443|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|559^5^0
10.2307/2398838|*Inflorescence|D056626|17900|MH|RtM via: Inflorescence;Forced Leaf Node Lookup:inflorescences|TI|MM;RC|708^14^0
10.2307/2398838|*Erythrina|D004895|17155|MH|RtM via: Erythrina;Forced Leaf Node Lookup:erythrina;checkForceMH Boosted|TI|MM|77^9^0
10.2307/2398838|*Herbivory|D060434|15176|MH|RtM via: Herbivory;Forced Leaf Node Lookup:herbivores|TI|MM;RC|763^10^0
10.2307/2398838|*Seasons|D012621|11003|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM;RC|226^7^0
10.2307/2398838|Trinidad and Tobago|D014300|8477|MH|RtM via: Trinidad;RtM via: Tobago;Forced Leaf Node Lookup:trinidad and tobago|TI|MM|28^8^0;41^6^0
10.2307/2398838|Plant Breeding|D000069600|2218|MH|Replacement of Breeding Plants Found||MM
10.2307/2398838|*Pollen|D011058|25539|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM;RC|531^6^0;268^6^0
10.2307/2398838|*Flowers|D035264|21342|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|613^7^0
10.2307/2398838|*Reproduction|D012098|3111|MH|RtM via: flowering|TI|MM;RC|216^9^0
10.2307/2398838|*Beak|D001502|1548|MH|RtM via: Beak|TI|MM|428^6^0
10.2307/2398838|Passeriformes|D046109|1000|MH|Forced Non-Leaf Node Lookup:passerines||MM;RC|464^9^0
10.2307/2398861|Humans|D006801|32140150|CT|Forced Humans: families|TI|MM;RC
10.2307/2398861|*Angiosperms|D019684|1301933|ET|Entry Term Replacement for "Magnoliopsida";RtM via: Angiosperm;RtM via: Magnoliopsida;RtM via: Subclass Magnoliidae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:angiosperms|TI|MM;RC|545^11^0;1007^11^0;1023^7^0;960^11^0
10.2307/2398861|*Phylogeny|D010802|1296917|MH|RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic|TI|MM;RC|285^12^0
10.2307/2398861|*Islands|D062312|1292801|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM|831^7^0
10.2307/2398861|Madagascar|D008270|1292168|MH|RtM via: Madagascar;Forced Leaf Node Lookup:madagascar|TI|MM;RC|809^10^0
10.2307/2398861|Africa, Southern|D000353|2835|MH|RtM via: Africa, Southern;Forced Non-Leaf Node Lookup:southern africa|TI|MM;RC|852^15^0
10.2307/2398861|*Physical Phenomena|D055585|864|MH|RtM via: Affinity|TI|MM|425^8^0
10.2307/2398861|*Preservation, Biological|D011309|546|MH|RtM via: Biologic Preservation|TI|MM|203^9^0
10.2307/2399088|*Fossils|D005580|4554|MH|RtM via: Fossils;Forced Leaf Node Lookup:fossils|TI|MM;RC|747^6^0;122^6^0
10.2307/2399088|Oregon|D009922|2661|MH|RtM via: Oregon (geographic location);Forced Leaf Node Lookup:oregon|TI|MM;RC|205^6^0
10.2307/2399088|Idaho|D007061|2649|MH|RtM via: Idaho (geographic location);Forced Leaf Node Lookup:idaho|TI|MM;RC|224^5^0
10.2307/2399088|*Gases|D005740|1992|MH|RtM via: Gases;checkForceMH Boosted;Forced Non-Leaf Node Lookup:gases|TI|MM|306^7^0;431^5^0
10.2307/2399088|*Volcanic Eruptions|D018707|1962|MH|Forced Leaf Node Lookup:volcanism|TI|MM;RC|1068^9^0
10.2307/2399088|*Accidental Falls|D000058|1899|MH|RtM via: Accidental Falls;RtM via: Falls;Forced Leaf Node Lookup:falls|TI|MM|492^5^0
10.2307/2399088|*Forests|D065928|9537|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|1366^7^0
10.2307/2399088|*Fire|D005390|8724|ET|Entry Term Replacement for "Fires";RtM via: Fire - disasters|TI|MM;RC|1102^4^0
10.2307/2399088|*Climate Change|D057231|5091|MH|RtM via: Climate Change|TI|MM;RC|694^21^0
10.2307/2399088|*Plants|D010944|3156|MH|RtM via: Plants|TI|MM;RC|260^5^0;370^6^0
10.2307/2399088|*Rain|D011891|2490|MH|RtM via: Rain;Forced Non-Leaf Node Lookup:rain|TI|MM|717^4^0
10.2307/2399088|*Burial|D002048|930|MH|RtM via: Burial;Forced Non-Leaf Node Lookup:burials|TI|MM|446^6^0
10.2307/2395090|Costa Rica|D003364|2331|MH|RtM via: Costa Rica;Forced Leaf Node Lookup:costa rica|TI|MM;RC|90^10^0
10.2307/2395090|*Marantaceae|D032426|1632|MH|RtM via: Calathea;RtM via: Marantaceae;Forced Leaf Node Lookup:marantaceae;Forced Leaf Node Lookup:calatheas;checkForceMH Boosted|TI|MM|48^8^0;58^11^0
10.2307/2395090|*Pollination|D054817|636|MH|RtM via: Pollination;Forced Leaf Node Lookup:pollination|TI|MM|178^11^0
10.2307/2395090|Panama|D010176|1920|MH|RtM via: Panama;Forced Non-Leaf Node Lookup:panama|TI|MM;RC|113^6^0
10.2307/2399492|*Melastomataceae|D035322|5976|MH|RtM via: Votomita;RtM via: Mouriri|TI|MM;RC|184^8^0;67^8^0;196^7^0;107^7^0;48^7^0
10.2307/2399492|*Seed|D012639|291|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|252^4^0
