42606754|Humans|D006801|3619|CT|Community Involvement;CT Treecode Lookup: N02.421.143 (Community Involvement)||MM;RC
42603789|*Soil|D012987|29770|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|1924^4^0;1339^4^0;968^4^0;436^4^0;93^4^0;148^4^0
42603789|*Nitrogen|D009584|23791|MH|RtM via: nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM;RC|321^8^0;195^8^0
42603789|*Forestry|D016468|21772|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|73^8^0
42603789|*Pinus radiata|D028223|17662|ET|Entry Term Replacement for "Pinus";RtM via: Pinus radiata;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus radiata|TI|MM;RC|660^13^0
42603789|New South Wales|D009517|7003|MH|RtM via: New South Wales;Forced Leaf Node Lookup:new south wales|TI|MM|688^15^0
42603789|*Depression|D003863|7000|MH|Forced Leaf Node Lookup:depression|TI|MM|1071^10^0
42603789|*Forests|D065928|34155|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|493^7^0
42603789|*Agriculture|D000383|5940|MH|RtM via: Agriculture;Forced Non-Leaf Node Lookup:agriculture|TI|MM|35^11^0
42603789|*Research|D012106|1611|MH|RtM via: Study|TI|MM|1028^7^0
42603789|Fertilization|D005306|1000|MH|Forced Non-Leaf Node Lookup:fertilisations||MM|1529^13^0
42604640|*Reproduction|D012098|240|MH|RtM via: Reproduction;Forced Non-Leaf Node Lookup:reproduction|TI|MM|264^13^0
42610003|Animals|D000818|3186|CT|Lepidoptera;CT Treecode Lookup: B01.050.500.131 (Lepidoptera)||MM;RC
42610003|*Forestry|D016468|2186|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|69^8^0
42610003|*Lepidoptera|D007915|1017|MH|RtM via: Problema|TI|MM|1091^8^0
42610003|*Biological Phenomena|D001686|642|MH|RtM via: Tissue Growth|TI|MM|150^6^0
42610003|*Forest|D065928|465|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|379^6^0;105^6^0;143^6^0
42604303|Animals|D000818|33262|CT|Weevils;CT Treecode Lookup: B01.050.500.131 (Weevils);Beetles;CT Treecode Lookup: B01.050.500.131 (Beetles)||MM;RC
42604303|Pacific Islands|D010139|32262|MH|RtM via: Pacific Islands;Forced Leaf Node Lookup:pacific islands|TI|MM;RC|1017^15^0;244^15^0
42604303|*Weevils|D048889|10092|MH|RtM via: Hylurdrectonus;Forced Leaf Node Lookup:ambrosia beetles;checkForceMH Boosted|TI|MM|453^14^0;575^16^0
42604303|Fiji|D005367|8412|MH|RtM via: Fiji;Forced Leaf Node Lookup:fiji|TI|MM;RC|534^4^0;139^4^0
42604303|New Caledonia|D009510|8355|MH|RtM via: New Caledonia;Forced Leaf Node Lookup:new caledonia|TI|MM;RC|972^13^0;163^13^0
42604303|Papua New Guinea|D010219|7482|MH|RtM via: Papua New Guinea;Forced Leaf Node Lookup:papua new guinea|TI|MM;RC|404^16^0;178^16^0
42604303|*Islands|D062312|7017|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM|867^7^0
42604303|Tonga|D014058|6549|MH|RtM via: Tonga (Geographic Area);Forced Leaf Node Lookup:tonga|TI|MM|987^5^0
42604303|*Incidence|D015994|6489|MH|RtM via: Incidence;Forced Leaf Node Lookup:incidences|TI|MM;RC|610^9^0
42604303|*Beetles|D001517|5778|ET|Entry Term Replacement for "Coleoptera";RtM via: Order Coleoptera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:beetles|TI|MM|633^6^0;584^7^0
42604303|American Samoa|D018948|5616|MH|RtM via: American Samoa;Forced Leaf Node Lookup:american samoa|TI|MM|876^14^0;85^14^0
42604303|Independent State of Samoa|D014905|5532|MH|RtM via: Independent State of Samoa;Forced Leaf Node Lookup:western samoa|TI|MM|196^13^0
42604303|*Ambrosia|D031164|5454|MH|RtM via: Ambrosia;checkForceMH Boosted|TI|MM|575^8^0
42604303|*Trust|D035502|4494|MH|RtM via: Trust (Social Behavior);Forced Leaf Node Lookup:trust|TI|MM|994^5^0;221^5^0
42604303|Cook Islands|D011114|23946|ET|Entry Term Replacement for "Polynesia";RtM via: Cook Islands;RtM via: French Polynesia;RtM via: Wallis and Futuna Islands;Forced Non-Leaf Node Lookup:wallis and futuna islands|TI|MM;RC|930^12^0;555^16^0;145^16^0;1044^25^0
42604303|British Solomon Islands|D008542|11652|ET|Entry Term Replacement for "Melanesia";RtM via: British Solomon Islands;Forced Non-Leaf Node Lookup:british solomon islands|TI|MM;RC|892^23^0;101^23^0
42604303|Ellice Islands|D008849|9564|ET|Entry Term Replacement for "Micronesia";RtM via: Tuvalu;Forced Non-Leaf Node Lookup:ellice islands|TI|MM;RC|956^14^0
42604303|*Pinus|D028223|1329|MH|RtM via: Pinus <genus>|TI|MM|366^4^0
42604303|*Forest|D065928|855|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|829^6^0;21^6^0
42604747|*Abstracting and Indexing|D000043|5787|MH|RtM via: Abstracting;Forced Leaf Node Lookup:abstracting and indexing|TI|MM;RC|491^11^0
42604747|*Forestry|D016468|1941|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM;RC|361^8^0;273^8^0;43^8^0
42604747|*Microfilming|D008843|534|MH|RtM via: Microfilming;Forced Leaf Node Lookup:microfilmings|TI|MM|577^12^0
42604747|*Documentation|D004282|1926|MH|RtM via: Documentation;Forced Non-Leaf Node Lookup:documentations|TI|MM;RC|52^13^0
42604747|*Publications|D011642|1068|MH|RtM via: Publications;RtM via: Card (document)|TI|MM|330^10^0;560^4^0
42604747|*Biological Phenomena|D001686|807|MH|RtM via: Tissue Growth|TI|MM|320^6^0
42604747|*Record|D011996|663|ET|Entry Term Replacement for "Records";RtM via: Records|TI|MM|172^8^0
42604747|*Linguistic|D008037|174|ET|Entry Term Replacement for "Linguistics";RtM via: Linguistics;Forced Non-Leaf Node Lookup:linguistics|TI|MM|413^10^0
42603016|*Rotation|D012399|1080|MH|RtM via: Musculoskeletal rotation;Forced Leaf Node Lookup:rotation|TI|MM;RC|415^8^0
42603016|*Cambium|D058506|573|MH|RtM via: Cambium;Forced Leaf Node Lookup:cambiums|TI|MM|244^7^0
42603016|*Hand|D006225|954|MH|RtM via: Structure of right hand|TI|MM;RC|49^12^0
42603016|*Plant Structures|D018514|303|MH|RtM via: Grains|TI|MM|289^5^0;114^5^0
42603016|*Antisocial Personality Disorder|D000987|63|MH|RtM via: Withdrawal (dysfunction)|TI|MM|464^10^0
42603016|*Edible Grain|D002523|57|MH|RtM via: Cereals|TI|MM|289^5^0;114^5^0
42605218|United States|D014481|8536|CT|Forced Leaf Node Lookup:american|TI|MM|79^8^0
42605218|*Forests|D065928|7536|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|192^7^0
42605218|*Adaptation, Physiological|D000222|1026|MH|RtM via: Adaptation|TI|MM;RC|446^10^0
42605218|*Acclimatization|D000064|849|MH|RtM via: Acclimatization|TI|MM|446^10^0
42606413|*Forestry|D016468|367|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|168^8^0
42606413|*Surface Plasmon Resonance|D020349|337|MH|Forced Leaf Node Lookup:spr|TI|MM|36^3^0;281^3^0;556^3^0
42606413|*Health Services|D006296|1134|MH|RtM via: Test Method|TI|MM|156^6^0
42606413|*Research Design|D012107|858|MH|RtM via: Test Method|TI|MM|156^6^0
42606413|*Cisplatin|D002945|576|MH|RtM via: cisplatin/cyclophosphamide/doxorubicin/teniposide protocol|TI|MM|294^4^0
42606413|*Cyclophosphamide|D003520|396|MH|RtM via: cisplatin/cyclophosphamide/doxorubicin/teniposide protocol|TI|MM|294^4^0
42607759|Animals|D000818|7384|CT|Isoptera;CT Treecode Lookup: B01.050.500.131 (Isoptera)|TI|MM
42607759|*Isoptera|D020049|5667|MH|RtM via: Isoptera;Forced Leaf Node Lookup:termites;checkForceMH Boosted|TI|MM|5430^8^0;2916^8^0;614^7^0
42607759|*Trees|D014197|4118|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1569^5^0
42607759|*Creosote|D003407|4019|MH|RtM via: creosote;Forced Leaf Node Lookup:creosote;checkForceMH Boosted|TI|MM|876^9^0
42607759|*Salts|D012492|3806|MH|RtM via: Salts;Forced Leaf Node Lookup:salts;checkForceMH Boosted|TI|MM|899^5^0
42607759|*Arsenic|D001151|3728|MH|RtM via: arsenic;Forced Leaf Node Lookup:arsenic;checkForceMH Boosted|TI|MM|3298^7^0;927^7^0
42607759|*Copper|D003300|3644|MH|RtM via: copper;Forced Leaf Node Lookup:copper;checkForceMH Boosted|TI|MM|5783^5^0;3284^6^0;913^6^0
42607759|relacin|C580565|3327|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|7367^7^0
42607759|*Wood|D014934|3031|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|570^4^0;401^4^0;21^4^0;794^4^0;2066^4^0
42607759|*Cellulose|D002482|2509|MH|RtM via: cellulose;checkForceMH Boosted;Forced Non-Leaf Node Lookup:cellulose|TI|MM|2637^9^0;353^9^0
42607759|Australia|D001315|2413|MH|RtM via: Australia;Forced Leaf Node Lookup:australian;Geo Lookup:australian|TI;AB|MM|7022^9^0;5238^9^0;438^9^0;2179^10^0;1874^9^0
42607759|Tasmania|D013648|2221|MH|RtM via: Tasmania (Island);Forced Leaf Node Lookup:tasmania|TI|MM|6760^8^0;1691^8^0
42607759|Queensland|D011793|2200|MH|RtM via: Queensland;Forced Leaf Node Lookup:queensland|TI|MM|6747^10^0;4206^10^0;1676^10^0
42607759|*Polymer|D011108|2197|ET|Entry Term Replacement for "Polymers";RtM via: Polymers;checkForceMH Boosted;Forced Non-Leaf Node Lookup:polymers|TI|MM|374^7^0
42607759|*Automobiles|D001336|1591|MH|Forced Leaf Node Lookup:car|TI|MM|4233^3^0
42607759|*Dipeptides|D004151|3326|HM|RtM via: relacin|TI|MM|7367^7^0
42607759|*Climate|D002980|2730|MH|RtM via: Climate|TI|MM|467^7^0
42607759|*Industry|D007221|2436|MH|RtM via: Industry|TI|MM|5535^10^0;2190^8^0;1379^8^0
42607759|*Deoxyguanosine|D003849|1978|HM|RtM via: relacin|TI|MM|7367^7^0
42607759|*Geography|D005843|1677|MH|RtM via: Geography;Forced Non-Leaf Node Lookup:geography|TI|MM|453^9^0
42607759|*Technology|D013672|1449|MH|RtM via: Technology;Forced Non-Leaf Node Lookup:technology|TI|MM|1335^10^0
42607759|*Bandages|D001458|534|MH|RtM via: Bandage;Forced Non-Leaf Node Lookup:bandages|TI|MM|4327^8^0;1781^8^0
42607759|*Solvents|D012997|498|MH|RtM via: Organic solvent product;Forced Non-Leaf Node Lookup:solvents|TI|MM|940^15^0;948^7^0
42607759|Research|D012106|1000|MH|Forced Non-Leaf Node Lookup:research and development||MM|2037^24^0
42607759|Water|D014867|1000|MH|Forced Non-Leaf Node Lookup:water||MM|887^5^0
42607759|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|5935^3^0;6267^3^0;6331^3^0;7303^3^0
42608630|Animals|D000818|30740|CT|Moths;CT Treecode Lookup: B01.050.500.131 (Moths);Lepidoptera;CT Treecode Lookup: B01.050.500.131 (Lepidoptera);Insect;CT Treecode Lookup: B01.050.500.131 (Insect)||MM;RC
42608630|*Moths|D009036|29740|MH|RtM via: Dioryctria;RtM via: Moths;RtM via: Areas <moth>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:moths|TI|MM;RC|698^10^0;1537^5^0;1293^5^0;692^4^0;469^5^0;1461^5^0
42608630|*Trees|D014197|28575|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|955^5^0;1096^5^0;895^4^0
42608630|*Pinus|D028223|14668|MH|RtM via: Pinus <genus>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM;RC|749^4^0;90^5^0
42608630|*Altitude|D000531|14504|MH|RtM via: Altitude;RtM via: Low altitude;Forced Leaf Node Lookup:altitudes|TI|MM|822^8^0;1155^13^0;1159^9^0
42608630|*Soil|D012987|11437|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM;RC|1213^5^0;832^4^0
42608630|Philippines|D010679|6346|MH|RtM via: Philippines;Forced Leaf Node Lookup:philippines|TI|MM|533^11^0
42608630|Thailand|D013785|6004|MH|RtM via: Thailand;Forced Leaf Node Lookup:thailand|TI|MM|583^8^0
42608630|Vietnam|D014744|6004|MH|RtM via: Vietnam;Forced Leaf Node Lookup:vietnam|TI|MM|596^7^0
42608630|*Incidence|D015994|5086|MH|RtM via: Incidence;Forced Leaf Node Lookup:incidences|TI|MM|1121^9^0
42608630|*Plant Bark|D024301|4852|MH|Forced Leaf Node Lookup:bark|TI|MM|1065^4^0
42608630|*Climate|D002980|9630|MH|RtM via: Climate|TI|MM;RC|1239^7^0;841^7^0
42608630|*Insect|D007313|8835|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM;RC|344^6^0
42608630|*Forest|D065928|7800|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|28^6^0
42608630|*Reproduction|D012098|699|MH|RtM via: Reproduction;Forced Non-Leaf Node Lookup:reproduction|TI|MM|1273^12^0
42608630|Biology|D001695|1000|MH|Forced Non-Leaf Node Lookup:biology||MM|630^7^0
42607495|*Trees|D014197|4971|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1554^5^0;845^4^0;522^5^0;413^5^0;226^4^0
42607495|*Touch|D014110|3212|MH|RtM via: Tactile;RtM via: Touch sensation;Forced Leaf Node Lookup:touch|TI|MM|1836^5^0
42607495|*Conifers|D064028|2396|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:conifers|TI|MM|1374^7^0;878^7^0;962^8^0
42607495|*Dihydroergotamine|D004087|2248|MH|Forced Leaf Node Lookup:agit;checkForceMH Boosted|TI|MM|2662^4^0
42607495|*Pinus|D028223|1958|MH|RtM via: Pinus patula;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM|3524^12^0;1670^12^0;85^12^0
42607495|*Rotation|D012399|1199|MH|RtM via: Musculoskeletal rotation;Forced Leaf Node Lookup:rotation|TI|MM|3014^8^0
42607495|Uganda|D014454|1124|MH|RtM via: Uganda;Forced Leaf Node Lookup:uganda|TI|MM|4458^6^0;3547^6^0;974^6^0;114^6^0
42607495|*Touch Perception|D055698|2532|MH|RtM via: Touch Perception|TI|MM|1836^5^0
42607495|*Forests|D065928|1884|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1357^7^0
42607495|VMBP protocol|C036046|1279|NM|RtM via: VMBP protocol|TI|MM|3504^4^0
42607495|*Vincristine|D014750|1278|HM|RtM via: VMBP protocol|TI|MM|3504^4^0
42607495|*Antineoplastic Combined Chemotherapy Protocols|D000971|303|HM|RtM via: VMBP protocol|TI|MM|3504^4^0
42607495|*Bleomycin|D001761|441|HM|RtM via: VMBP protocol|TI|MM|3504^4^0
42607495|*Cisplatin|D002945|1005|HM|RtM via: VMBP protocol|TI|MM|3504^4^0
42607495|*Methotrexate|D008727|582|HM|RtM via: VMBP protocol|TI|MM|3504^4^0
42607495|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|4718^3^0
42605219|Humans|D006801|7824004|CT|Forced Humans: families|TI|MM
42605219|*Antiaris|D031621|636426|MH|RtM via: Antiaris;Forced Leaf Node Lookup:antiaris;checkForceMH Boosted|TI|MM|293^8^0
42605219|*Sterculiaceae|D019660|320610|ET|Entry Term Replacement for "Malvaceae";RtM via: Malvaceae;RtM via: Triplochiton scleroxylon;RtM via: Nesogordonia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sterculiaceae|TI|MM|480^13^0;343^24^0;314^12^0
42605219|*Combretaceae|D029764|320133|MH|RtM via: Combretaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:combretaceae|TI|MM|571^12^0
42605219|*Moraceae|D029586|318927|MH|RtM via: Moraceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:moraceae|TI|MM|558^8^0
42605219|Sierra Leone|D012807|318069|MH|RtM via: Sierra Leone;Forced Leaf Node Lookup:sierra leone|TI|MM|71^12^0
42605219|*Forest|D065928|15684|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|531^6^0;262^6^0;44^6^0;104^6^0;136^6^0;608^6^0
42605219|Trees|D014197|2264|MH|||RC
42605219|*Malvales|D000077142|1113|MH|RtM via: Family Sterculiaceae|TI|MM|480^13^0
42605219|*Ochnaceae|D043842|1056|MH|RtM via: Lophira alata|TI|MM|212^13^0
42607279|Animals|D000818|5328|CT|Bass;CT Treecode Lookup: B01.050.150.900.493 (Bass)|TI|MM
42607279|*Forestry|D016468|4328|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|207^8^0
42607279|*Biomass|D018533|3802|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomasses|TI|MM|702^7^0;2861^8^0
42607279|*Fossil Fuels|D005579|3350|MH|RtM via: Fossil Fuels;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fossil fuels|TI|MM|1464^12^0;1347^11^0;802^11^0
42607279|*Biofuels|D056804|3136|MH|RtM via: Biofuels;Forced Leaf Node Lookup:biofuels;checkForceMH Boosted|TI|MM|2908^8^0;735^8^0
42607279|*Wood|D014934|2357|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|1400^4^0;614^4^0;759^4^0
42607279|*Bass|D001492|2242|MH|RtM via: Bass;Forced Leaf Node Lookup:bass;checkForceMH Boosted|TI|MM|2993^4^0
42607279|*Climate Change|D057231|2225|MH|RtM via: Climate Change;Forced Lookup:climate change|TI|MM|1726^15^0;2104^14^0
42607279|*Carbon|D002244|2030|MH|RtM via: Carbon;checkForceMH Boosted;Forced Non-Leaf Node Lookup:carbon|TI|MM|1785^6^0;311^6^0;2060^6^0
42607279|*SE-30|D012826|1241|ET|Entry Term Replacement for "Silicone Elastomers";RtM via: SE-30;checkForceMH Boosted|TI|MM|6086^2^1;6110^2^1
42607279|*Automobiles|D001336|1061|MH|Forced Leaf Node Lookup:car|TI|MM|4167^3^0
42607279|*Carbon Sequestration|D057965|1061|MH|Forced Leaf Node Lookup:sequester carbon|TI|MM|301^16^0
42607279|*Conservation of Natural Resources|D003247|1061|MH|Forced Leaf Node Lookup:deforestation|TI|MM|391^13^0;1037^13^0
42607279|*Goals|D006040|1061|MH|Forced Leaf Node Lookup:goal|TI|MM|25^4^0
42607279|*Forests|D065928|2280|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1971^7^0;1098^6^0;1245^8^0;695^6^0;259^7^0;123^7^0;449^7^0;566^7^0;2081^7^0
42607279|*Motivation|D009042|1392|MH|RtM via: Act Mood - Goal|TI|MM|25^4^0
42607279|*Charcoal|D002606|957|MH|RtM via: activated charcoal|TI|MM|6432^7^0;4751^7^0
42607757|Humans|D006801|5554|CT|Forced Lookup:population level;checkForceMH Boosted|TI|MM|1155^16^0
42607757|*Trees|D014197|4554|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1617^4^0;589^4^0;608^5^0;80^5^0;981^4^0
42607757|*Agricultural Crops|D018556|2326|ET|Entry Term Replacement for "Crops, Agricultural";RtM via: Agricultural Crops;checkForceMH Boosted;Forced Non-Leaf Node Lookup:agricultural crops|TI|MM|1636^17^0;498^18^0
42607757|xylometazoline|C009695|1866|NM|RtM via: Snup;Forced SCR Leaf Node Lookup:stas|TI|MM|4891^4^0
42607757|Plant Breeding|D000069600|2434|MH|Replacement of Breeding Plants Found||MM
42607757|*Imidazoles|D007093|1865|HM|RtM via: Snup|TI|MM|4891^4^0
42607757|*Forests|D065928|1695|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|39^6^0;121^7^0
42607757|*Industry|D007221|1671|MH|RtM via: Industry|TI|MM|428^10^0
42607757|*Phenotype|D010641|1587|MH|RtM via: Trait|TI|MM|3011^6^0
42607757|*Genotype|D005838|1251|MH|RtM via: Genotype;Forced Non-Leaf Node Lookup:genotypes|TI|MM|1622^8^0;1736^8^0
42607757|*Technology|D013672|684|MH|RtM via: Technology;Forced Non-Leaf Node Lookup:technology|TI|MM|900^10^0
42607757|*Cytogenetic Analysis|D020732|675|MH|RtM via: Cytogenetic Analysis;Forced Non-Leaf Node Lookup:cytogenetics|TI|MM|2043^12^0
42607757|*Seed|D012639|621|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|2029^4^0
42607757|*Manpower|D000078329|504|ET|Entry Term Replacement for "Workforce";RtM via: Workforce - population group;Forced Non-Leaf Node Lookup:manpowers|TI|MM|1909^8^0
42607757|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|4896^3^0;6445^3^0;6540^3^0;6642^3^0;6723^3^0
42603017|*Forestry|D016468|30880|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM;RC|896^8^0
42603017|*Trees|D014197|25883|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|1101^5^0
42603017|*Soils|D012987|6733|ET|Entry Term Replacement for "Soil";RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM;RC|1068^5^0;918^5^0
42603017|*Uncertainty|D035501|4309|MH|RtM via: Uncertainty;Forced Leaf Node Lookup:uncertainty|TI|MM|393^11^0
42603017|*Conflict of Interest|D016265|3358|MH|Forced Leaf Node Lookup:conflict of interest|TI|MM;RC|1157^20^0
42603017|Ghana|D005869|3337|MH|RtM via: Ghana;Forced Leaf Node Lookup:ghana|TI|MM;RC|648^5^0;55^5^0
42603017|*Forests|D065928|17286|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|1035^6^0;822^7^0;198^6^0
42603017|*Policy|D057766|1365|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|872^6^0
42603017|*Biological Phenomena|D001686|1077|MH|RtM via: Tissue Growth|TI|MM|1091^6^0
42610031|*Trees|D014197|3606|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|295^4^0
42610031|*Seasons|D012621|1317|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|80^6^0;169^6^0
42610031|*Woodland|D065928|2781|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:woodlands|TI|MM|587^8^0;407^8^0;214^8^0
42610031|*Fires|D005390|2055|MH|RtM via: Fire - disasters|TI|MM|562^5^0;462^4^0;268^4^0;87^4^0
42610031|*Conservation of Natural Resources|D003247|1314|MH|RtM via: Natural regeneration|TI|MM|596^12^0
42610031|*Policy|D057766|975|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|528^6^0
42610031|Regeneration|D012038|1000|MH|Forced Non-Leaf Node Lookup:regenerations||MM|596^12^0
42603676|Humans|D006801|2281|CT|Ethnic Groups;CT Treecode Lookup: M01.686 (Ethnic Groups)||MM;RC
42603676|*Seasons|D012621|121|MH|Forced Leaf Node Lookup:seasons|TI|MM|328^6^0
42603676|*Ethnic Groups|D005006|288|MH|RtM via: british|TI|MM|104^7^0
42606521|*Quality of Life|D011788|3723|MH|RtM via: Perceived quality of life;RtM via: Quality of life;Forced Lookup:quality of life;Forced Leaf Node Lookup:quality of life|TI|MM|141^15^0
42606521|*Forestry|D016468|2979|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|1042^8^0;814^8^0;105^8^0
42606521|*Developed Countries|D019049|1119|MH|Forced Leaf Node Lookup:developed countries|TI|MM|234^19^0
42606521|*Goals|D006040|2595|MH|RtM via: Clinical Trial Objective|TI|MM|1297^9^0;1137^11^0
42606521|*Investments|D007449|2286|MH|RtM via: Investments|TI|MM|1471^10^0;800^10^0;446^11^0
42606521|*Motivation|D009042|1872|MH|RtM via: temptation|TI|MM|636^8^0
42606521|*Altruism|D000533|1149|MH|RtM via: Altruism|TI|MM|753^10^0
42606521|*Funds|D005376|2163|ET|Entry Term Replacement for "Financial Management";RtM via: Funds;Forced Non-Leaf Node Lookup:funds|TI|MM|1438^5^0;912^5^0
42606521|*Forests|D065928|507|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1342^6^0;331^7^0;461^7^0
