41998951|Animals|D000818|394810|CT|Leafhopper;CT Treecode Lookup: B01.050.500.131 (Leafhopper);Insect;CT Treecode Lookup: B01.050.500.131 (Insect)||MM;RC
41998419|*Plant Leaves|D018515|4371|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|527^4^0;473^6^0;329^4^0;321^6^0
41998419|*Pigmentation|D010858|1038|MH|RtM via: Pigmentation;Forced Non-Leaf Node Lookup:pigmentations|TI|MM|715^12^0
41998419|*Outbreaks|D004196|501|ET|Entry Term Replacement for "Disease Outbreaks";RtM via: Disease Outbreaks;Forced Non-Leaf Node Lookup:outbreaks|TI|MM|196^9^0
41998419|*Pigmentation Disorders|D010859|498|MH|RtM via: Structure showing abnormal deposition of pigment (morphologic abnormality)|TI|MM|715^12^0
41998419|Ribs|D012272|1000|MH|Forced Non-Leaf Node Lookup:rib||MM|496^3^0
41998858|Apple stem pitting virus|C000624011|258976|NM|RtM via: Apple stem pitting virus;Forced SCR Leaf Node Lookup:apple stem pitting virus|TI|MM|460^4^0;163^24^0
41998858|Apple stem grooving virus|C000623958|238566|NM|RtM via: Citrus tatter leaf virus;Forced SCR Leaf Node Lookup:apple stem grooving virus;Forced SCR Leaf Node Lookup:citrus tatter leaf virus|TI|MM|661^24^0;126^25^0
41998858|*Base Sequence|D001483|24059|MH|RtM via: Base Sequence;RtM via: DNA Sequence;RtM via: RNA Sequence;Forced Leaf Node Lookup:nucleotide sequences|TI|MM;RC|305^19^0;200^9^0
41998858|*Nucleotide|D009711|11435|ET|Entry Term Replacement for "Nucleotides";RtM via: Nucleotides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nucleotides|TI|MM|427^10^0
41998858|*Apple chlorotic leaf spot virus|D052677|258975|ET|Entry Term Replacement for "Flexiviridae";RtM via: Apple chlorotic leaf spot virus;RtM via: Citrus tatter leaf virus;RtM via: Apple stem pitting virus;Forced Non-Leaf Node Lookup:apple chlorotic leaf spot virus|TI|MM;RC|85^31^0;661^24^0;460^4^0;163^24^0
41998858|Plant Viruses|D010942|8820|MH|||RC
41998858|*Viruses, Unclassified|D014713|7212|MH|RtM via: AS virus|TI|MM|583^4^0;146^5^0
41998858|*DNA Viruses|D004267|4197|MH|RtM via: AS virus|TI|MM|583^4^0;146^5^0
41998858|Genetic Variation|D014644|1000|MH|Forced Non-Leaf Node Lookup:genetic diversity||MM|720^17^0
41998858|Asia|D001208|1065|MH|RtM via: Asia|TI|MM|276^4^0
41998858|Europe|D005060|429|MH|RtM via: Europe|TI|MM|265^6^0
24331977|*Tospovirus|D017865|215619|MH|RtM via: Tomato spotted wilt virus;Forced Leaf Node Lookup:tomato spotted wilt virus;checkForceMH Boosted|TI|MM|829^4^0;534^4^0;323^4^0;54^25^0
24331977|*Vegetables|D014675|215169|MH|RtM via: Vegetables;Forced Leaf Node Lookup:vegetables;checkForceMH Boosted|TI|MM|100^9^0
24331977|*Tobacco|D014026|214626|MH|RtM via: Nicotiana alata;Forced Leaf Node Lookup:tobaccos;checkForceMH Boosted|TI|MM|111^10^1;123^7^1
24331977|*Phylogeny|D010802|214491|MH|RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogenetic analysis|TI|MM|874^21^0
24331977|Montenegro|D054548|108303|MH|RtM via: Montenegro;Forced Leaf Node Lookup:montenegro|TI|MM|644^10^0;225^10^0
24331977|Serbia|D055771|108303|MH|RtM via: Serbia;Forced Leaf Node Lookup:serbia|TI|MM|656^6^0
24331977|Italy|D007558|108123|MH|RtM via: Italy;RtM via: Italians;Forced Leaf Node Lookup:italians|TI|MM|664^5^0;1093^7^0
24331977|*Base Sequence|D001483|107922|MH|RtM via: Base Sequence;Forced Leaf Node Lookup:nucleotide sequences|TI|MM|729^20^0
24331977|*Reverse Transcriptase Polymerase Chain Reaction|D020133|107553|MH|RtM via: Reverse Transcriptase Polymerase Chain Reaction;Forced Leaf Node Lookup:rt-pcr|TI|MM|566^6^0
24331977|Brazil|D001938|107145|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM|674^6^0
24331977|amsonic acid|C025953|107143|NM|Forced SCR Leaf Node Lookup:das|TI|MM|237^3^0
24331977|Chlorthalidone|D002752|1044106|MH|||RC
24331977|Hydrochlorothiazide|D006852|709051|MH|||RC
24331977|*ELISA|D004797|69|ET|Entry Term Replacement for "Enzyme-Linked Immunosorbent Assay";RtM via: Enzyme-Linked Immunosorbent Assay;Forced Non-Leaf Node Lookup:elisa|TI|MM|241^5^0
41997911|Rats|D051381|8291|CT|RtM via: Rattus;RtM via: Rattus norvegicus;Forced Non-Leaf Node Lookup:rat|TI|MM|2905^3^0
41997911|Animals|D000818|8291|CT|RtM via: Rattus;RtM via: Rattus norvegicus|TI|MM|2905^3^0
41997911|*Thiophanate|D013875|7291|MH|RtM via: Dimethylphenylene Bis-Thioallophanate;Forced Leaf Node Lookup:thiophanate;checkForceMH Boosted|TI|MM|1370^18^0;1377^11^0
41997911|*Spores, Fungal|D013172|5754|MH|RtM via: Conidia;Forced Leaf Node Lookup:conidial germination;checkForceMH Boosted|TI|MM|1035^7^0;1227^20^0
41997911|*Vitis|D027843|5317|MH|RtM via: Grapes (Dietary);Forced Leaf Node Lookup:grapes;checkForceMH Boosted|TI|MM|21^5^0
41997911|*Botrytis|D020171|5236|MH|RtM via: Botrytis;Forced Leaf Node Lookup:botrytis;checkForceMH Boosted|TI|MM|3698^8^0;2233^8^0;1899^8^0;1586^8^0;641^8^0;306^8^0;219^8^0
41997911|*Fungicides, Industrial|D005659|4972|MH|RtM via: Industrial fungicide;Forced Leaf Node Lookup:fungicides;checkForceMH Boosted|TI|MM|1862^10^0;1726^9^0;1651^9^0;1290^10^0;914^10^0;144^9^0
41997911|iprodione|C033148|4718|NM|RtM via: iprodione;Forced SCR Leaf Node Lookup:iprodione|TI|MM|3057^9^0;1044^9^0
41997911|*Incidence|D015994|4601|MH|RtM via: Incidence;Forced Leaf Node Lookup:incidences|TI|MM;RC|1573^9^0
41997911|ammonium nitrate|C006568|3767|NM|RtM via: ammonium nitrate;Forced SCR Leaf Node Lookup:ammonium nitrate|TI|MM|457^16^0
41997911|folpet|C005020|3725|NM|RtM via: folpet;Forced SCR Leaf Node Lookup:folpet|TI|MM|3151^6^0
41997911|tetrachloroisophthalonitrile|C005806|3614|NM|RtM via: tetrachloroisophthalonitrile;Forced SCR Leaf Node Lookup:chlorothalonil|TI|MM|3166^14^0;2954^14^0;1153^14^0;941^14^0
41997911|dichlofluanid|C016370|3512|NM|RtM via: dichlofluanid;Forced SCR Leaf Node Lookup:dichlofluanid|TI|MM|3470^13^0;2971^13^0
41997911|procymidone|C035988|3497|NM|RtM via: procymidone;Forced SCR Leaf Node Lookup:procymidone|TI|MM|3069^11^0
41997911|vinclozolin|C025643|3431|NM|RtM via: vinclozolin;Forced SCR Leaf Node Lookup:vinclozolin|TI|MM|3486^11^0;2941^11^0
41997911|*Copper|D003300|3295|MH|RtM via: copper;Forced Leaf Node Lookup:copper;checkForceMH Boosted|TI|MM|1142^6^0
41997911|*Fruit|D005638|3293|MH|RtM via: Berries;RtM via: Prunes;Forced Leaf Node Lookup:berries|TI|MM|611^7^0;383^7^0;755^7^0;734^7^0
41997911|*Germination|D018525|2102|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|1020^11^0
41997911|*Farms|D000072480|2099|MH|RtM via: Vineyards;Forced Leaf Node Lookup:vineyards|TI|MM|27^8^0
41997911|*Nitrogen|D009584|2087|MH|RtM via: nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM|815^8^0;244^8^0;64^8^0
41997911|*Seasons|D012621|2081|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|587^6^0
41997911|*Dal-E|D024505|1931|ET|Entry Term Replacement for "Tocopherols";RtM via: Dal-E;checkForceMH Boosted|TI|MM|3067^1^1;3110^3^1
41997911|*Latent Infection|D000085343|1502|MH|RtM via: Latent Infection;Forced New Lookup:latent infection|TI|MM|354^16^0
41997911|*Plant Leaves|D018515|1509|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|518^6^0;99^6^0
41997911|*Severity, Disease|D012720|459|ET|Entry Term Replacement for "Severity of Illness Index";RtM via: Severity of illness;Forced Non-Leaf Node Lookup:disease severity|TI|MM|336^16^0
41997911|Fertilization|D005306|1000|MH|Forced Non-Leaf Node Lookup:fertilizations||MM|73^13^0;253^13^0;824^13^0
41997911|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2389^3^0
41998543|*Phialophora|D010676|10842|MH|RtM via: Phialophora;Forced Leaf Node Lookup:phialophoras;checkForceMH Boosted|TI|MM|185^11^0
41998543|*Tubulin|D014404|5712|MH|RtM via: Tubulin;Forced Leaf Node Lookup:tubulin;checkForceMH Boosted|TI|MM;RC|505^7^0
41998543|*DNA, Ribosomal|D004275|5382|MH|RtM via: DNA, Ribosomal;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ribosomal dna|TI|MM|400^13^0;415^4^0
41998543|*Wood|D014934|4083|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM;RC|243^4^0
41998543|*Elephantiasis|D004604|3525|MH|RtM via: Elephantiasis;Forced Leaf Node Lookup:elephantiasis|TI|MM|47^13^0
41998543|Cadophora melinii|C000664533|2437|NM|Forced New Lookup:cadophora melinii|TI|MM|793^17^0
41998543|*Ascomycota|D001203|25491|MH|RtM via: Cadophora;RtM via: Cadophora melinii;RtM via: Genus Lecythophora;RtM via: Phaeoacremonium|TI|MM;RC|542^9^0;793^17^0;553^12^0;451^15^0
41998543|*Actinidia|D029042|6735|MH|RtM via: Actinidia deliciosa|TI|MM;RC|825^9^0;116^9^0
41998543|*DNA Primers|D017931|5499|MH|RtM via: Oligonucleotide Primers|TI|MM;RC|522^7^0;329^7^0
41998543|*Phenotype|D010641|585|MH|RtM via: Phenotype;Forced Non-Leaf Node Lookup:phenotypes|TI|MM|278^9^0
41998543|Italy|D007558|90|MH|RtM via: Italy|TI|MM|166^5^0
41998091|*Tombusvirus|D017864|106669|MH|RtM via: Cymbidium ringspot virus;Forced Leaf Node Lookup:cymbidium ringspot virus;checkForceMH Boosted|TI|MM;RC|699^6^0;586^6^0;454^24^0
41998091|*Potexvirus|D017863|100525|MH|RtM via: Potato virus X;Forced Leaf Node Lookup:potato virus x;checkForceMH Boosted|TI|MM;RC|418^14^0
41998091|*Cucumovirus|D017799|89485|MH|RtM via: Cucumber mosaic virus;Forced Leaf Node Lookup:cucumber mosaic virus;checkForceMH Boosted|TI|MM;RC|392^21^0
41998091|*Plants, Genetically Modified|D030821|72079|MH|RtM via: Plants, Transgenic;Forced Leaf Node Lookup:transgenic plants;checkForceMH Boosted|TI|MM;RC|632^17^0
41998091|*Tobacco|D014026|65689|MH|RtM via: Nicotiana benthamiana;Forced Leaf Node Lookup:nicotianas;checkForceMH Boosted|TI|MM;RC|497^21^0
41998091|*Potato Virus Y|D017800|64370|ET|Entry Term Replacement for "Potyvirus";RtM via: Potato Virus Y;checkForceMH Boosted;Forced Non-Leaf Node Lookup:potato virus ys|TI|MM;RC|376^14^0
41998091|*RNA, Viral|D012367|55318|MH|RtM via: RNA, Viral;Forced Leaf Node Lookup:viral rna;checkForceMH Boosted|TI|MM;RC|176^10^0
41998091|*RNA Interference|D034622|39422|MH|RtM via: RNA Interference;Forced Leaf Node Lookup:post-transcriptional gene silencings|TI|MM;RC|745^4^0;671^4^0;255^35^0
41998091|*Transgene|D019076|24429|ET|Entry Term Replacement for "Transgenes";RtM via: Transgenes;Forced Non-Leaf Node Lookup:transgenes|TI|MM;RC|205^9^0
41998091|*Viral Proteins|D014764|8517|MH|RtM via: Viral Proteins|TI|MM;RC|326^5^1;340^8^1
41998091|*Crops, Agricultural|D018556|4143|MH|RtM via: Agricultural Crops|TI|MM|825^5^0
41998091|*Phenotype|D010641|570|MH|RtM via: Phenotype;Forced Non-Leaf Node Lookup:phenotypes|TI|MM|801^9^0
41998671|*Sodium Chloride|D012965|4727|MH|RtM via: sodium chloride;Forced Leaf Node Lookup:nacl;checkForceMH Boosted|TI|MM|1306^4^0
41998671|*Virulence|D014774|2962|MH|RtM via: Pathogenicity;Forced Leaf Node Lookup:pathogenicity|TI|MM|1355^13^0
41998671|Brazil|D001938|1897|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM;RC|89^6^0
41998671|Curtobacterium flaccumfaciens|C000653710|1889|NM|RtM via: Curtobacterium flaccumfaciens;Forced New Lookup:curtobacterium flaccumfaciens|TI|MM|1790^3^0;1278^3^0;1214^3^0;609^3^0;371^3^0;123^9^1;148^14^1;133^29^0
41998671|*Actinomycetales|D000192|8397|MH|RtM via: Curtobacterium flaccumfaciens|TI|MM;RC|1790^3^0;1278^3^0;1214^3^0;609^3^0;371^3^0;123^9^1;148^14^1;133^29^0
41998671|*Fabaceae|D007887|5277|MH|RtM via: Beans (food)|TI|MM;RC|447^4^0;349^4^0;69^4^0
41998671|Gram's stain|C035863|4996|NM|RtM via: Gram's stain|TI|MM|1331^13^0
41998671|*Gentian Violet|D005840|4995|HM|RtM via: Gram's stain|TI|MM|1331^13^0
41998671|*Phenazines|D010619|3765|HM|RtM via: Gram's stain|TI|MM|1331^13^0
41998671|*Seeds|D012639|4236|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM;RC|1809^5^0;1027^5^0;948^5^0;729^5^0;389^4^0;297^4^0;192^4^0;781^5^0
41998671|*PCR|D016133|2889|ET|Entry Term Replacement for "Polymerase Chain Reaction";RtM via: Polymerase Chain Reaction;Forced Non-Leaf Node Lookup:pcr|TI|MM;RC|1500^3^0
41998671|*Water|D014867|1233|MH|RtM via: sterile water;Forced Non-Leaf Node Lookup:water|TI|MM;RC|1078^16^0;1089^5^0
41998671|*Staining and Labeling|D013194|570|MH|RtM via: Bacterial stain, routine;Forced Non-Leaf Node Lookup:stainings|TI|MM|1331^13^0;1336^8^0
41998671|*Puncture|D011677|30|ET|Entry Term Replacement for "Punctures";RtM via: Puncture procedure;Forced Non-Leaf Node Lookup:punctures|TI|MM|629^8^0
41998671|Crop Production|D000069599|1000|MH|Forced Non-Leaf Node Lookup:crop rotation||MM|303^13^0
41998379|Humans|D006801|1000|CT|Forced Humans:D Survivor||MM
41998379|*Fungicides, Industrial|D005659|51633|MH|RtM via: Industrial fungicide;Forced Leaf Node Lookup:fungicides;checkForceMH Boosted|TI|MM;RC|1321^10^0;337^9^0;241^9^0;159^9^0
41998379|*Spores, Fungal|D013172|34992|MH|RtM via: Conidia;RtM via: Kingdom Fungi ascospore;Forced Leaf Node Lookup:conidial germination;checkForceMH Boosted|TI|MM;RC|489^7^0;396^7^0;1085^9^0;699^20^0
41998379|N-(2,3-dichloro-4-hydroxyphenyl)-1-methylcyclohexanecarboxamide|C451426|12913|NM|RtM via: fenhexamid;Forced SCR Leaf Node Lookup:fenhexamid|TI|MM|908^10^0;727^10^0;586^10^0;414^10^0;145^10^0
41998379|*Laboratories|D007753|5682|MH|RtM via: Laboratory;Forced Leaf Node Lookup:laboratory|TI|MM|301^10^0
41998379|Botrytis cinerea|C000664092|5464|NM|Forced New Lookup:botryotinia fuckeliana|TI|MM|51^22^0
41998379|*Ascomycota|D001203|15534|MH|RtM via: Botryotinia|TI|MM;RC|51^11^0
41998379|*Amides|D000577|12912|HM|RtM via: fenhexamid|TI|MM;RC|908^10^0;727^10^0;586^10^0;414^10^0;145^10^0
41998379|*Mutagenesis|D016296|8955|MH|RtM via: spontaneous mutation|TI|MM;RC|535^21^0
41998379|*Mycelium|D025282|6993|MH|RtM via: Mycelium;Forced Non-Leaf Node Lookup:myceliums|TI|MM;RC|856^8^0;619^8^0;87^8^0
41998379|*Mutation|D009154|6708|MH|RtM via: Mutation;Forced Non-Leaf Node Lookup:mutations|TI|MM;RC|1153^9^0;450^8^0;511^9^0;547^9^0
41998379|*Benzimidazoles|D001562|3300|MH|RtM via: Benzimidazoles;RtM via: benzimidazole;Forced Non-Leaf Node Lookup:benzimidazoles|TI|MM;RC|1289^13^0
41998379|*Phenotypes|D010641|1863|ET|Entry Term Replacement for "Phenotype";RtM via: Phenotype;Forced Non-Leaf Node Lookup:phenotypes|TI|MM|1071^10^0;1024^10^0;1130^10^0
41998379|*Survivor|D017741|18|ET|Entry Term Replacement for "Survivors";RtM via: Survivors;Forced Non-Leaf Node Lookup:survivors|TI|MM|480^8^0
24332021|*Tubulin|D014404|125086|MH|RtM via: Tubulin Beta Chain, human;RtM via: beta-Tubulin;Forced Leaf Node Lookup:beta-tubulin;checkForceMH Boosted|TI|MM|387^12^0;280^12^0;392^7^0
24332021|*Agrobacterium tumefaciens|D016960|121435|MH|RtM via: Agrobacterium tumefaciens;Forced Leaf Node Lookup:agrobacterium tumefaciens;checkForceMH Boosted|TI|MM|140^25^0
24332021|*Tubulin Promoter|D050257|65438|ET|Entry Term Replacement for "Tubulin Modulators";RtM via: Tubulin Promoters;checkForceMH Boosted|TI|MM|392^7^1;405^8^1
24332021|*Fluorescence|D005453|60905|MH|RtM via: Fluorescence;Forced Leaf Node Lookup:fluorescence|TI|MM|619^12^0;705^12^0
24332021|*Virulence|D014774|60839|MH|RtM via: Virulence;Forced Leaf Node Lookup:virulence|TI|MM|905^9^0
24332021|Marssonina brunnea|C000696024|59982|NM|Forced New Lookup:marssonina brunnea|TI|MM|21^18^0
24332021|Radiotherapy, Intensity-Modulated|D050397|316278|MH|||RC
24332021|Radiotherapy Planning, Computer-Assisted|D011880|298839|MH|||RC
24332021|*Genomics|D023281|2607|MH|RtM via: Genomics;Forced Non-Leaf Node Lookup:genomics|TI|MM|438^7^0;593^7^0
24332021|*DNA|D004247|1368|MH|RtM via: Genomic DNA;Forced Non-Leaf Node Lookup:dna|TI|MM|593^11^0;601^3^0
24332021|*PCR|D016133|1062|ET|Entry Term Replacement for "Polymerase Chain Reaction";RtM via: Polymerase Chain Reaction;Forced Non-Leaf Node Lookup:pcr|TI|MM|605^3^0;490^3^0
24332021|*Pathogen-Host Interactions|D054884|738|ET|Entry Term Replacement for "Host-Pathogen Interactions";RtM via: Host-Pathogen Interactions;Forced Non-Leaf Node Lookup:pathogen-host interactions|TI|MM|940^26^0
24332021|Plasmids|D010957|1000|MH|Forced Non-Leaf Node Lookup:plasmids||MM|534^7^0
41998032|Grapevine virus A|C000623937|44564|NM|Forced SCR Leaf Node Lookup:grapevine virus a|TI|MM|44^17^0
41998032|Grapevine virus B|C000624016|36426|NM|RtM via: Grapevine virus B;Forced SCR Leaf Node Lookup:grapevine virus b|TI|MM|653^3^0;483^3^0;161^3^1;192^3^1;72^17^0
41998032|*Capsid Proteins|D036022|19007|MH|RtM via: Capsid Proteins;Forced Leaf Node Lookup:capsid proteins;checkForceMH Boosted|TI|MM;RC|338^15^0
41998032|*Tobacco|D014026|16493|MH|RtM via: Nicotiana;Forced Leaf Node Lookup:nicotianas;checkForceMH Boosted|TI|MM;RC|723^9^0;449^9^0;114^9^0
41998032|*Reverse Transcriptase Polymerase Chain Reaction|D020133|11845|MH|RtM via: Reverse Transcriptase Polymerase Chain Reaction;Forced Leaf Node Lookup:rt-pcr|TI|MM;RC|231^6^0
41998032|*Seedlings|D036226|9212|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM|425^9^0
41998032|*Coinfection|D060085|7012|MH|RtM via: Coinfection;Forced Leaf Node Lookup:mixed infections|TI|MM;RC|24^16^0
41998032|*RNA|D012313|5002|MH|RtM via: RNA;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rna|TI|MM|657^3^0;196^3^0
41998032|*Microscopy, Immunoelectron|D016253|4783|MH|RtM via: Microscopy, Immunoelectron;Forced Leaf Node Lookup:immuno-electron microscopy|TI|MM|280^26^0
41998032|*Protein A|D013205|4405|ET|Entry Term Replacement for "Staphylococcal Protein A";RtM via: Staphylococcal Protein A;checkForceMH Boosted|TI|MM|161^3^1;170^7^1
41998032|*Flexiviridae|D052677|44563|HM|RtM via: Grapevine virus B|TI|MM;RC|653^3^0;483^3^0;161^3^1;192^3^1;72^17^0
41998032|*Virus Particles|D014771|10290|ET|Entry Term Replacement for "Virion";RtM via: Virion;Forced Non-Leaf Node Lookup:virus particles|TI|MM;RC|587^15^0;366^15^0
41998032|*Viruses, Unclassified|D014713|4968|MH|RtM via: AS virus|TI|MM|476^3^0;565^5^0;54^5^0
41998032|*DNA Viruses|D004267|3027|MH|RtM via: AS virus|TI|MM|476^3^0;565^5^0;54^5^0
41998032|*Plasmid|D010957|837|ET|Entry Term Replacement for "Plasmids";RtM via: Plasmids;Forced Non-Leaf Node Lookup:plasmids|TI|MM|710^7^0
41998032|DNA|D004247|1000|MH|Forced Non-Leaf Node Lookup:dna||MM|706^3^0
24331966|*Viroids|D014772|31503|MH|RtM via: Viroids;Forced Leaf Node Lookup:viroids;checkForceMH Boosted|TI|MM|776^7^0;279^6^0
24331966|Brazil|D001938|19286|MH|RtM via: Brazil;RtM via: brazilian;Forced Leaf Node Lookup:brazil|TI|MM|1728^6^0;571^6^0;24^6^0;876^9^0
24331966|*Reverse Transcriptase Polymerase Chain Reaction|D020133|13277|MH|RtM via: Reverse Transcriptase Polymerase Chain Reaction;Forced Leaf Node Lookup:rt-pcr|TI|MM|1395^6^0
24331966|*Chrysanthemum|D031202|10760|MH|RtM via: Chrysanthemum;checkForceMH Boosted;Forced Non-Leaf Node Lookup:chrysanthemums|TI|MM|1101^13^0;1041^13^0;787^13^0;669^13^0;325^13^0;154^13^0;259^13^0;845^13^0
24331966|*Quarantine|D011790|9983|MH|RtM via: Quarantine;Forced Leaf Node Lookup:quarantines|TI|MM|953^10^0
24331966|*Oligonucleotides|D009841|9878|MH|RtM via: Oligonucleotides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:oligonucleotides|TI|MM|1347^16^0
24331966|*Nucleotide|D009711|9755|ET|Entry Term Replacement for "Nucleotides";RtM via: Nucleotides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nucleotides|TI|MM|1268^10^0
24331966|*Color|D003116|9194|MH|Forced Leaf Node Lookup:colours|TI|MM|387^6^0
24331966|Creutzfeldt-Jakob Syndrome|D007562|79111|MH|||RC
24331966|*Data Management|D000079803|7155|MH|RtM via: Databases|TI|MM|1327^9^0
24331966|*Sequencing, Complete Genome|D000073336|1134|ET|Entry Term Replacement for "Whole Genome Sequencing";RtM via: Whole Genome Sequencing;Forced Non-Leaf Node Lookup:complete genome sequencing|TI|MM|1206^26^0
24331966|*Flowers|D035264|432|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|47^7^0
24331966|*Stunting|D006130|249|ET|Entry Term Replacement for "Growth Disorders";RtM via: Growth Disorders;Forced Non-Leaf Node Lookup:stuntings|TI|MM|231^8^0
24331958|Humans|D006801|42831|CT|African Americans;CT Treecode Lookup: M01.686 (African Americans)||MM;RC
24331958|*Temperature|D013696|18390|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|1617^11^0;1208^11^0;1327^12^0;488^11^0;795^12^0
24331958|*Copper|D003300|18195|MH|RtM via: copper;Forced Leaf Node Lookup:copper;checkForceMH Boosted|TI|MM|1606^6^0;844^6^0;312^6^0;1422^6^0
24331958|*Agar|D000362|17946|MH|Forced Leaf Node Lookup:agar;checkForceMH Boosted|TI|MM|548^4^0
24331958|*Citrus|D002957|10296|MH|RtM via: Citrus plant;checkForceMH Boosted;Forced Non-Leaf Node Lookup:citrus|TI|MM|1728^3^0;608^6^0;228^3^0;21^6^0;60^6^0
24331958|*Virulence|D014774|9297|MH|RtM via: Pathogenicity;Forced Leaf Node Lookup:pathogenicity|TI|MM|748^13^0
24331958|Florida|D005431|9240|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM|1735^7^0;245^7^0;78^7^0
24331958|3-chloro-4,4-dimethyl-2-oxazolidinone|C036350|8974|NM|Forced SCR Leaf Node Lookup:agent i|TI|MM|98^7^0
24331958|Phyllosticta capitalensis|C000685379|8974|NM|Forced New Lookup:guignardia mangiferae|TI|MM|149^21^0
24331958|Phyllosticta citricarpa|C000686185|8974|NM|Forced New Lookup:guignardia citricarpa|TI|MM|107^21^0
24331958|*African Americans|D001741|8973|MH|Forced Leaf Node Lookup:blacks|TI|MM|28^5^0
24331958|Nutrition Surveys|D009749|41831|MH|||RC
24331958|Calcium, Dietary|D002136|22118|MH|||RC
24331958|*Mitosporic Fungi|D003904|4008|MH|RtM via: Phyllosticta citricarpa|TI|MM|107^21^0
41998798|Animals|D000818|575421|CT|Nematoda;CT Treecode Lookup: B01.050.500.500 (Nematoda);Helminths;CT Treecode Lookup: B01.050.500.500 (Helminths)||MM;RC
41998798|Grapevine fanleaf virus|C000623901|574421|NM|RtM via: Grapevine fanleaf virus;Forced SCR Leaf Node Lookup:grapevine fanleaf virus|TI|MM|1329^4^0;1065^4^0;798^4^0;654^4^0;447^4^0;229^4^0;52^23^0
41998798|Arabis mosaic virus|C000623935|527725|NM|RtM via: Arabis mosaic virus;Forced SCR Leaf Node Lookup:arabis mosaic virus|TI|MM|1320^4^0;906^4^0;785^4^0;735^4^0;669^9^0;533^4^0;220^4^0;21^19^0
41998798|*Nepovirus|D017860|574420|MH|RtM via: Arabis mosaic virus;RtM via: Grapevine fanleaf virus;RtM via: Nepovirus;Forced Leaf Node Lookup:nepovirus|TI|MM;RC|1320^4^0;906^4^0;785^4^0;735^4^0;669^9^0;533^4^0;220^4^0;21^19^0;1329^4^0;1065^4^0;798^4^0;654^4^0;447^4^0;229^4^0;52^23^0;125^9^0
