42901758|Animals|D000818|6458|CT|Predatory Behavior;CT Treecode Lookup: F01.145.113.111 (Predatory Behavior);Predatory Behavior;CT Treecode Lookup: F01.145.113.252 (Predatory Behavior)|TI|MM
42901822|*Sympatry|D061350|3218|MH|RtM via: Sympatry;Forced Leaf Node Lookup:sympatries;Forced Leaf Node Lookup:sympatry|TI|MM|998^8^0;2604^9^0
42901822|*Population Density|D011156|1672|MH|RtM via: Population Density;Forced Leaf Node Lookup:population densities|TI|MM|139^20^0
42901822|*Reproduction|D012098|4569|MH|RtM via: conjugation with cellular fusion;RtM via: mating;RtM via: parasexual conjugation with cellular fusion;RtM via: Reproduction;Forced Non-Leaf Node Lookup:reproduction|TI|MM|854^6^0;1473^12^0;51^12^0
42901822|*Gracilis Muscle|D000071976|1755|MH|RtM via: Structure of gracilis muscle|TI|MM|2952^8^0;2795^8^0;2639^8^0;2427^8^0;2111^8^0;2040^8^0;1905^8^0;1708^8^0;1271^8^0;1148^8^0;1028^8^0;876^8^0;610^8^0;555^8^0;459^8^0;286^8^0
42901822|*Hybridization, Genetic|D006824|1197|MH|RtM via: Crossbreeding|TI|MM|761^13^0
42901822|*Organizations|D009938|660|MH|RtM via: Corporation|TI|MM|1857^5^0
42901822|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1826^3^0
42901369|Male|D008297|5602|CT|Testis;CT Treecode Lookup: A05.360.444 (Testis)||MM;RC
42901369|Humans|D006801|5602|CT|Population Groups;CT Treecode Lookup: M01.686 (Population Groups);Population Groups;CT Treecode Lookup: N01.224.708 (Population Groups)||MM;RC
42901369|*Intention|D033182|2115|MH|RtM via: Intention - mental process;Forced Leaf Node Lookup:intentions|TI|MM|1629^9^0;537^9^0
42901369|*Testis|D013737|1254|MH|RtM via: Testis;Forced Leaf Node Lookup:testes|TI|MM|2003^6^0
42901369|*Health Services|D006296|4602|MH|RtM via: Test Method;RtM via: Test scaling|TI|MM|371^6^0;922^7^0;635^7^0;494^7^0;161^7^0
42901369|*Population Groups|D044382|3279|MH|RtM via: Foundation for the Accreditation of Cellular Therapy|TI|MM;RC|615^4^0
42901369|*Research Design|D012107|2643|MH|RtM via: Test Method;RtM via: Test scaling|TI|MM|371^6^0;922^7^0;635^7^0;494^7^0;161^7^0
42901369|*Life Style|D008019|1383|MH|RtM via: communes|TI|MM|1230^8^0
42901369|Ecology|D004463|1000|MH|Forced Non-Leaf Node Lookup:ecologists||MM|408^10^0
42902579|Animals|D000818|2143|CT|Animals, Wild;CT Treecode Lookup: B01.050.050 (Animals, Wild);Lepidoptera;CT Treecode Lookup: B01.050.500.131 (Lepidoptera);Salmonidae;CT Treecode Lookup: B01.050.150.900.493 (Salmonidae);CT Text Lookup: animal|TI|MM;RC|42^6^0;1077^6^0
42902579|*Animals, Wild|D000835|1143|MH|RtM via: Animals, Wild;Forced Leaf Node Lookup:wildlife;checkForceMH Boosted|TI|MM|1380^8^0;202^8^0
42902579|*Anomie|D000850|639|MH|RtM via: Social Disorganization;Forced Leaf Node Lookup:social disorganizations|TI|MM|522^22^0
42902579|*Lepidoptera|D007915|1017|MH|RtM via: Telles|TI|MM|2167^6^0
42902579|*Problem Behavior|D000066553|990|MH|RtM via: Abnormal behavior|TI|MM|821^18^0
42902579|*Durable Medical Equipment|D004389|867|MH|RtM via: Physical restraint equipment (device)|TI|MM|367^8^0
42902579|*Salmonidae|D012487|579|MH|RtM via: Genus Stenodus;RtM via: Stenodus leucichthys (organism)|TI|MM|2109^7^0
42902579|*Habitat|D017753|108|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1632^7^0;604^7^0;2267^7^0
42902579|Biology|D001695|1000|MH|Forced Non-Leaf Node Lookup:biology||MM|190^7^0
42901646|*Ecosystem|D017753|3960|MH|RtM via: Ecosystem;Forced Lookup:ecosystems|TI|MM|1604^10^0
42901646|*Pinus|D028223|3516|MH|RtM via: Pinus halepensis;RtM via: Pinus <genus>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM|3150^16^0;1897^16^0;1246^16^0;174^16^0;789^4^0
42901646|*Soils|D012987|3426|ET|Entry Term Replacement for "Soil";RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM|1183^5^0
42901646|*Grass|D006109|2601|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grass|TI|MM|1352^5^0
42901646|Spain|D013030|1119|MH|Forced Leaf Node Lookup:catalonia|TI|MM|233^9^0
42901646|*Fires|D005390|3558|MH|RtM via: Fire - disasters|TI|MM|1510^4^0;1386^4^0;1239^5^0;1175^4^0;847^4^0;651^4^0;590^4^0;387^5^0;128^4^0;40^5^0
42901646|*Conservation of Natural Resources|D003247|2991|MH|RtM via: Natural regeneration|TI|MM|1569^12^0;133^12^0
42901646|*Causality|D015984|1185|MH|RtM via: Etiology;RtM via: Recurrence|TI|MM|2908^6^0;1391^10^0;852^10^0;475^10^0;26^10^0
42901646|*Neoplasms|D009369|1068|MH|RtM via: Recurrent tumor|TI|MM;RC|1391^10^0;852^10^0;475^10^0;26^10^0
42901646|Regeneration|D012038|1000|MH|Forced Non-Leaf Node Lookup:regenerations||MM|133^12^0;1569^12^0
42901802|*Seedlings|D036226|5550|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM|1037^8^0;845^9^0;688^9^0;392^9^0;142^8^0;480^9^0
42901802|*Abies|D028202|5376|MH|RtM via: Abies lasiocarpa;Forced Leaf Node Lookup:abies;checkForceMH Boosted|TI|MM|1418^16^0;168^16^0
42901802|*Trees|D014197|5016|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|775^4^0;678^5^0;537^5^0;266^5^0;21^4^0;84^4^0
42901802|*Picea|D028222|4767|MH|RtM via: Picea engelmannii;Forced Leaf Node Lookup:piceas;checkForceMH Boosted|TI|MM|1456^17^0;208^17^0
42901802|*Conifers|D064028|3972|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:conifers|TI|MM|1172^8^0
42901802|*Survivorship|D000073859|2931|MH|RtM via: survivorship;Forced Leaf Node Lookup:survivorship|TI|MM|632^12^0
42901802|*Pinus|D028223|2553|MH|RtM via: Pinus albicaulis;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM|1436^16^0;186^16^0
42901802|*Sunlight|D013472|1749|MH|RtM via: Sunlight;Forced Leaf Node Lookup:sunlight|TI|MM|946^8^0
42901802|*Cycadopsida|D032462|1869|MH|RtM via: Division Coniferophyta (organism)|TI|MM|1172^8^0
42901802|*Seed|D012639|1206|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|429^4^0
42901802|*Biological Phenomena|D001686|1086|MH|RtM via: Tissue Growth|TI|MM|466^6^0
42901802|*Survival|D013534|1044|MH|RtM via: Continuance of life|TI|MM|632^12^0
42901802|*Gels|D005782|126|MH|RtM via: Gel;Forced Non-Leaf Node Lookup:gels|TI|MM|2347^4^0
42902390|Humans|D006801|5139886|CT|Forced Humans: individuals|TI|MM;RC
42902390|Male|D008297|5139886|CT|Forced Lookup:male;CT Text Lookup: male;Forced Non-Leaf Node Lookup:male|TI|MM;RC|644^4^0
42902390|Female|D005260|5139886|CT|Forced Lookup:female;CT Text Lookup: female;Forced Non-Leaf Node Lookup:females|TI|MM;RC|752^6^0
42902390|Animals|D000818|5139886|CT|Ants;CT Treecode Lookup: B01.050.500.131 (Ants);Wasps;CT Treecode Lookup: B01.050.500.131 (Wasps);Hymenoptera;CT Treecode Lookup: B01.050.500.131 (Hymenoptera);Scale Insects;CT Treecode Lookup: B01.050.500.131 (Scale Insects);Predation;CT Treecode Lookup: F01.145.113.111 (Predation);Predation;CT Treecode Lookup: F01.145.113.252 (Predation)|TI|MM
42902390|*Ficus|D030681|836091|MH|RtM via: Ficus;RtM via: Ficus vallis-choudae;RtM via: Figs - dietary;Forced Leaf Node Lookup:ficus;Forced Leaf Node Lookup:figs;checkForceMH Boosted|TI|MM|1646^9^0;1020^8^0;3138^20^0;2138^20^0;881^20^0;74^20^0;2100^3^0;699^3^0;812^4^0;563^4^0;516^3^0;49^4^0;328^4^0;617^4^0;824^3^0;1818^3^0
42902390|*Ants|D001000|638007|MH|RtM via: Formicinae;RtM via: Camponotus acvapimensis;RtM via: Ants;RtM via: Myrmicinae;RtM via: Atopomyrmex;RtM via: Crematogaster <genus>;RtM via: Crematogaster <subgenus>;Forced Leaf Node Lookup:ants;checkForceMH Boosted|TI|MM|2446^10^0;290^10^0;2400^23^0;243^23^0;1916^3^0;1552^3^0;1260^3^0;859^3^0;544^4^0;150^4^0;3296^10^0;2295^10^0;1040^10^0;4286^10^0;3929^10^0;3477^10^0;1220^10^0;271^10^0;3987^11^0;2558^11^0;2307^11^0;1668^11^0;374^11^0;156^11^0;4017^13^0;2577^13^0;2331^13^0;1697^13^0;390^13^0;180^13^0;237^4^0
42902390|*Wasps|D014863|629196|MH|RtM via: Wasps;Forced Leaf Node Lookup:wasps;checkForceMH Boosted|TI|MM|2116^5^0;828^4^0;703^5^0;520^5^0
42902390|*Trees|D014197|624513|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1895^5^0;1342^4^0;665^5^0;633^5^0;356^5^0;412^5^0;1650^5^0;1822^5^0;1024^4^0
42902390|*Seed Dispersal|D058614|218043|MH|RtM via: Seed Dispersal;Forced Leaf Node Lookup:seed dispersals|TI|MM|769^14^0
42902390|*Territoriality|D013731|213483|MH|RtM via: Territoriality;Forced Leaf Node Lookup:territoriality|TI|MM|1436^11^0;1110^14^0
42902390|*Scale Insects|D006430|211377|ET|Entry Term Replacement for "Hemiptera";RtM via: Scale Insects;RtM via: Hilda undata;RtM via: Tettigometridae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:scale insects|TI|MM|1200^13^0;3665^12^0;1412^12^0;3649^15^0
42902390|Cameroon|D002163|208011|MH|RtM via: Cameroon;Forced Leaf Node Lookup:cameroons|TI|MM|928^8^0
42902390|*Grassland|D065948|207936|MH|Forced Leaf Node Lookup:savannas|TI|MM|919^7^0
42902390|*Pollination|D054817|2283|MH|RtM via: Pollination|TI|MM|2104^11^0;341^10^0;33^11^0
42902390|*Aggression|D000374|1902|MH|RtM via: Aggressive behavior;RtM via: Aggressive reaction|TI|MM|1520^14^0;1567^10^0
42902390|*Predation|D011235|1554|ET|Entry Term Replacement for "Predatory Behavior";RtM via: Predatory Behavior|TI|MM|481^9^0;118^9^0
42902390|*Cost Benefit|D003362|894|ET|Entry Term Replacement for "Cost-Benefit Analysis";RtM via: Cost Benefit|TI|MM|1874^12^0
42902390|*Pollen|D011058|702|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM|679^6^0
42902390|*Seeds|D012639|417|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM|2126^5^0
42900952|Female|D005260|5002|CT|CT Text Lookup: oviposition|TI|MM;RC|33^11^0
42900952|Animals|D000818|5002|CT|Butterflies;CT Treecode Lookup: B01.050.500.131 (Butterflies);Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae);Insects;CT Treecode Lookup: B01.050.500.131 (Insects)||MM
42900952|Humans|D006801|5002|CT|Forced Lookup:population level|TI|MM;RC|1655^16^0
42900952|Bees|D001516|5002|CT|RtM via: Editha|TI|MM|2667^6^0;616^6^0
42900952|*Butterflies|D002080|4002|MH|RtM via: Euphydryas editha;RtM via: Butterflies;Forced Leaf Node Lookup:butterfly;checkForceMH Boosted|TI|MM|2123^17^0;154^17^0;144^9^0
42900952|*Larvae|D007814|2361|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larvae|TI|MM|1011^6^0;102^6^0
42900952|*Oviposition|D010058|1866|MH|RtM via: Oviposition;Forced Leaf Node Lookup:ovipositions|TI|MM|3252^11^0;1423^11^0;1181^8^0;881^11^0;33^11^0;3551^11^0
42900952|*Health Status|D006304|3645|MH|RtM via: Unaffected|TI|MM;RC|1862^10^0
42900952|*Insects|D007313|2316|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|1878^7^0;1771^7^0;1116^7^0
42900952|*Diet|D004032|1575|MH|RtM via: Basal Diet;RtM via: Diet;Forced Non-Leaf Node Lookup:diet|TI|MM|718^4^0
42900952|*Stable Populations|D011157|1149|ET|Entry Term Replacement for "Population Dynamics";RtM via: Stable Population|TI|MM|2871^17^0;2530^10^1;2546^6^1;1311^6^1;1319^11^1;843^6^1;851^10^1;514^6^1;522^10^1;398^6^1;406^11^1
42900952|*Ponte|D011149|48|ET|Entry Term Replacement for "Pons";RtM via: Pontine structure;Forced Non-Leaf Node Lookup:pontes|TI|MM|2913^5^0;2003^5^0
42900870|Animals|D000818|4223|CT|Weevils;CT Treecode Lookup: B01.050.500.131 (Weevils);Ants;CT Treecode Lookup: B01.050.500.131 (Ants);Beetles;CT Treecode Lookup: B01.050.500.131 (Beetles);Beaver;CT Treecode Lookup: B01.050.150.900.649.313.992 (Beaver);Sable;CT Treecode Lookup: B01.050.150.900.649.313.750 (Sable);Insect;CT Treecode Lookup: B01.050.500.131 (Insect)|TI|MM
42900870|*Sand|D000080463|3223|MH|RtM via: Sand;Forced Leaf Node Lookup:sand;checkForceMH Boosted|TI|MM|593^4^0
42900870|*Ants|D001000|2827|MH|RtM via: Ants;Forced Leaf Node Lookup:ants;checkForceMH Boosted|TI|MM|769^4^0
42900870|*Introduced Species|D058865|2668|MH|RtM via: Introduced Species;Forced Leaf Node Lookup:introduced species;checkForceMH Boosted|TI|MM|911^18^0
42900870|*Beetles|D001517|2618|ET|Entry Term Replacement for "Coleoptera";RtM via: Order Coleoptera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:beetles|TI|MM|1008^6^0;882^7^0;757^7^0;502^7^0;789^7^0;439^6^0
42900870|*Peat|D012987|1826|ET|Entry Term Replacement for "Soil";RtM via: Peat;checkForceMH Boosted;Forced Non-Leaf Node Lookup:peat|TI|MM|964^4^0;80^4^0
42900870|*Accidental Falls|D000058|1508|MH|RtM via: Accidental Falls;RtM via: Falls;Forced Leaf Node Lookup:falls|TI|MM|1054^5^0
42900870|*Ponds|D061005|1388|MH|RtM via: Natural pond;Forced Leaf Node Lookup:pond|TI|MM|700^4^0
42900870|*Water|D014867|1328|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|676^5^0
42900870|*Beaver|D012377|1130|ET|Entry Term Replacement for "Rodentia";RtM via: Castor;checkForceMH Boosted;Forced Non-Leaf Node Lookup:beavers|TI|MM|2424^6^0;693^6^0
42900870|*Sable|D045969|995|ET|Entry Term Replacement for "Mustelidae";RtM via: Sables;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sables|TI|MM|2307^5^0
42900870|*Plant Bark|D024301|842|MH|Forced Leaf Node Lookup:bark|TI|MM|784^4^0;1003^4^0
42900870|*Weevils|D048889|3096|MH|RtM via: Scolytinae;RtM via: Polygraphus rufipennis|TI|MM|784^12^0;2768^22^0;1015^22^0
42900870|*Liver|D008099|1392|MH|RtM via: Liver Acinus Zone 1;RtM via: Liver Acinus Zone 2;RtM via: Liver Acinus Zone 3|TI|MM|2054^6^0;372^6^0;2222^6^0;525^6^0;2435^6^0;706^6^0
42900870|*Insect|D007313|987|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|1486^7^0;1311^6^0;1219^6^0;568^7^0;404^6^0;342^6^0;214^6^0
42900870|*Histological Techniques|D006652|939|MH|RtM via: Sectioning technique|TI|MM|3056^7^0;969^7^0;85^7^0
42901241|Animals|D000818|4913|CT|Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera);Diptera;CT Treecode Lookup: B01.050.500.131 (Diptera);Insects;CT Treecode Lookup: B01.050.500.131 (Insects);Life Cycle;CT Treecode Lookup: B05.500 (Life Cycle);Life Cycle;CT Treecode Lookup: G07.345.500.550.500 (Life Cycle)|TI|MM
42901241|*Fagus|D029964|3913|MH|RtM via: Beech;Forced Leaf Node Lookup:beechs;checkForceMH Boosted|TI|MM|357^5^0
42901241|*Coleoptera|D001517|2819|MH|RtM via: Order Coleoptera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:coleoptera|TI|MM|963^10^0;335^10^0
42901241|*Diptera|D004175|2141|MH|RtM via: Diptera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:dipteras|TI|MM|951^7^0;323^7^0
42901241|*Wood|D014934|1979|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|1172^4^0;1154^4^0;1021^4^0;825^4^0;732^4^0;596^4^0;479^4^0;260^4^0;123^4^0;143^5^0;485^4^0;906^4^0
42901241|Profil|C546490|1619|NM|RtM via: Profil;Forced SCR Leaf Node Lookup:profil|TI|MM|2275^6^0
42901241|Switzerland|D013557|971|MH|RtM via: Switzerland;Forced Leaf Node Lookup:switzerland|TI|MM|388^11^0
42901241|*Forest|D065928|1842|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1281^6^0;370^6^0
42901241|*Picea|D028222|1839|MH|RtM via: Picea|TI|MM|363^6^0
42901241|*Insects|D007313|1746|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|1245^7^0;1062^7^0;681^7^0;412^7^0;56^7^0
42901241|*Habitat|D017753|1665|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1071^7^0;67^7^0;1376^7^0;2502^7^0
42901241|*Composite Resins|D003188|1618|HM|RtM via: Profil|TI|MM|2275^6^0
42901241|*Fungi|D005658|873|MH|RtM via: Fungi;Forced Non-Leaf Node Lookup:fungi|TI|MM|501^5^0
42901241|*Life Cycle|D008018|768|ET|Entry Term Replacement for "Life Cycle Stages";RtM via: Life Cycle Stages;Forced Non-Leaf Node Lookup:life cycles|TI|MM|460^10^0
42901640|Animals|D000818|2182|CT|Hawks;CT Treecode Lookup: B01.050.150.900.248 (Hawks);Eagles;CT Treecode Lookup: B01.050.150.900.248 (Eagles)|TI|MM
42901640|*Hawks|D046428|682|MH|Forced Leaf Node Lookup:accipiter;checkForceMH Boosted|TI|MM|108^9^0;840^9^0
42901640|Finland|D005387|341|MH|RtM via: Finland;Forced Leaf Node Lookup:finland|TI|MM|139^7^0
42901640|*Reproduction|D012098|1182|MH|RtM via: Reproduction;Forced Non-Leaf Node Lookup:reproduction|TI|MM|930^12^0
42901640|*Forests|D065928|1146|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|534^7^0;210^7^0
42901640|*Habitats|D017753|666|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|571^8^0
42901640|*Eagles|D020307|432|MH|RtM via: Accipiter gentilis|TI|MM|840^18^0;624^7^0;461^8^0;250^7^0;175^8^0;108^18^0;89^17^0
42901640|Occupations|D009790|1000|MH|Forced Non-Leaf Node Lookup:occupations||MM|788^10^0;1405^10^0
42901732|Animals|D000818|14674|CT|Forced Lookup:odocoileus;Forced Lookup:deer;checkForceMH Boosted|TI|MM|270^10^0;2062^10^0;264^4^0;379^4^0;1035^4^0;1351^4^0;1540^4^0;171^7^0
42901732|*Abies|D028202|13674|MH|RtM via: Abies balsamea;Forced Leaf Node Lookup:abies balsameas;Forced Leaf Node Lookup:balsam firs;checkForceMH Boosted|TI|MM|2464^14^0;1628^10^0;1457^10^0;749^10^0;643^10^0;586^14^0;574^10^0;1700^10^0
42901732|*Picea|D028222|12085|MH|RtM via: Picea glauca;RtM via: Picea mariana;Forced Leaf Node Lookup:piceas;checkForceMH Boosted|TI|MM|2816^12^0;801^12^0;959^12^0;819^12^0;2850^5^0;923^6^0;833^5^0;793^6^0
42901732|*Trees|D014197|7117|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|973^4^0;396^4^0
42901732|*Ecosystem|D017753|4244|MH|RtM via: Ecosystem;Forced Lookup:ecosystems|TI|MM|84^10^0
42901732|*Hemlock|D018652|3932|MH|RtM via: Hemlock;Forced Leaf Node Lookup:hemlocks|TI|MM|1226^7^0
42901732|*Conifer|D064028|3881|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:conifers|TI|MM|1102^7^0;473^7^0
42901732|*Islands|D062312|3692|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM|218^6^0;117^7^0
42901732|*Deer|D003670|930|MH|RtM via: Odocoileus virginianus;Forced Lookup:odocoileus;Forced Lookup:deer|TI|MM|2062^22^0;270^22^0;252^16^0;264^4^0;379^4^0;1035^4^0;1351^4^0;1540^4^0
42901732|*Forest|D065928|3717|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1676^6^0;412^6^0;518^8^0;532^6^0
42901732|*Insect|D007313|1566|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|1566^6^0;1328^6^0;1083^6^0
42901732|*Record|D011996|1245|ET|Entry Term Replacement for "Records";RtM via: Records|TI|MM|947^8^0
42901732|*Biological Phenomena|D001686|1056|MH|RtM via: Tissue Growth|TI|MM|1417^6^0;881^6^0;401^6^0
42901732|*Moths|D009036|1266|MH|RtM via: Lambdina fiscellaria;RtM via: Choristoneura fumiferana;Forced Non-Leaf Node Lookup:choristoneura fumiferana;Forced Non-Leaf Node Lookup:spruce budworm|TI|MM|3404^20^0;1242^20^0;3345^24^0;1196^24^0;1180^14^0
42901732|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1967^3^0;2148^3^0
42901309|Animals|D000818|8110|CT|Chrysalis;CT Treecode Lookup: B05.500 (Chrysalis);Chrysalis;CT Treecode Lookup: G07.345.500.550.500 (Chrysalis);Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae);Insects;CT Treecode Lookup: B01.050.500.131 (Insects);Lepidoptera;CT Treecode Lookup: B01.050.500.131 (Lepidoptera)|TI|MM
42901309|*Chrysalis|D011679|7110|ET|Entry Term Replacement for "Pupa";RtM via: Chrysalis;RtM via: Pupa;checkForceMH Boosted|TI|MM|2922^11^0;2805^11^0;1134^5^0;1167^5^0
42901309|*Acer|D031002|6804|MH|RtM via: Acer saccharum;Forced Leaf Node Lookup:acer saccharums;Forced Leaf Node Lookup:sugar maples;checkForceMH Boosted|TI|MM|2121^14^0;1581^11^0;460^14^0;441^11^0
42901309|*Trees|D014197|6444|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1237^5^0;858^5^0;453^5^0;309^5^0;328^5^0
42901309|*Wetlands|D053833|3003|MH|RtM via: Marshes;Forced Leaf Node Lookup:marsh|TI|MM|2136^5^0;475^5^0
42901309|*Larvae|D007814|2952|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larvae|TI|MM|1203^6^0;1032^6^0;744^6^0
42901309|*Laboratories|D007753|2427|MH|RtM via: Laboratory;Forced Leaf Node Lookup:laboratory|TI|MM|691^10^0
42901309|*Nitrogen|D009584|2343|MH|RtM via: nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM|1303^8^0;796^8^0
42901309|*Water|D014867|2031|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|1332^5^0;951^5^0
42901309|*Survivorship|D000073859|2016|MH|RtM via: survivorship;Forced Leaf Node Lookup:survivorship|TI|MM|1173^12^0
42901309|*Sugars|D000073893|1956|MH|RtM via: Sugars;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sugars|TI|MM|1321^6^0;914^6^0
42901309|*Forests|D065928|3762|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1445^6^0;1379^6^0;996^6^0;504^6^0;367^6^0;168^6^0;38^7^0;527^6^0;1088^6^0;1108^6^0;1542^6^0
42901309|*Habitats|D017753|2013|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1124^8^0;92^8^0;1672^8^0
42901309|*Insects|D007313|1611|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|717^7^0;175^7^0
42901309|*Lepidoptera|D007915|1476|MH|RtM via: Order Lepidoptera larva|TI|MM|1554^11^0;1008^11^0;379^11^0
42901309|*Plant Leaves|D018515|1011|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM|1478^4^0;1220^6^0;841^6^0;647^6^0;544^6^0
42901309|*Nutritional Quality|D009753|540|ET|Entry Term Replacement for "Nutritive Value";RtM via: Nutritional Quality;Forced Non-Leaf Node Lookup:nutritional quality|TI|MM|1483^19^0;199^19^0
42901309|*Regression Analyses|D012044|261|ET|Entry Term Replacement for "Regression Analysis";RtM via: Regression Analysis;Forced Non-Leaf Node Lookup:regression analyses|TI|MM|1263^19^0
